Subtotal Area	DAVID CHIU	ALEJANDRO FERNANDEZ	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes
Precinct 7827 - None	0	0	831	0	0	0	0	0
Precinct 7827 - None	0	0	831	0	0	0	0	0
Precinct 7828 - None	0	0	1,018	0	0	0	0	0
Precinct 7828 - None	0	0	1,018	0	0	0	0	0
Precinct 7829 - None	0	0	907	0	0	0	0	0
Precinct 7829 - None	0	0	907	0	0	0	0	0
Precinct 7831 - None	0	0	882	0	0	0	0	0
Precinct 7831 - None	0	0	882	0	0	0	0	0
Precinct 7832 - None	0	0	780	0	0	0	0	0
Precinct 7832 - None	0	0	780	0	0	0	0	0
Precinct 7833 - None	0	0	747	0	0	0	0	0
Precinct 7833 - None	0	0	747	0	0	0	0	0
Precinct 7834 - None	0	0	867	0	0	0	0	0
Precinct 7834 - None	0	0	867	0	0	0	0	0
Precinct 7835 - None	0	0	847	0	0	0	0	0
Precinct 7835 - None	0	0	847	0	0	0	0	0
Precinct 7836 - None	0	0	1,023	0	0	0	0	0
Precinct 7836 - None	0	0	1,023	0	0	0	0	0
Precinct 7837 - None	0	0	911	0	0	0	0	0
Precinct 7837 - None	0	0	911	0	0	0	0	0
Precinct 7838 - None	0	0	926	0	0	0	0	0
Precinct 7838 - None	0	0	926	0	0	0	0	0
Precinct 7839 - None	0	0	842	0	0	0	0	0
Precinct 7839 - None	0	0	842	0	0	0	0	0
Precinct 7841 - None	0	0	937	0	0	0	0	0
Precinct 7841 - None	0	0	937	0	0	0	0	0
Precinct 7842 - None	0	0	903	0	0	0	0	0
Precinct 7842 - None	0	0	903	0	0	0	0	0
Precinct 7843 - None	0	0	767	0	0	0	0	0
Precinct 7843 - None	0	0	767	0	0	0	0	0
Precinct 7844 - None	0	0	663	0	0	0	0	0
Precinct 7844 - None	0	0	663	0	0	0	0	0
Precinct 7845 - None	0	0	849	0	0	0	0	0
Precinct 7845 - None	0	0	849	0	0	0	0	0
Precinct 7846 - None	0	0	904	0	0	0	0	0
Precinct 7846 - None	0	0	904	0	0	0	0	0
Precinct 7847 - None	0	0	929	0	0	0	0	0
Precinct 7847 - None	0	0	929	0	0	0	0	0
Precinct 7848 - None	0	0	834	0	0	0	0	0
Precinct 7848 - None	0	0	834	0	0	0	0	0
Precinct 7849 - None	0	0	929	0	0	0	0	0
Precinct 7849 - None	0	0	929	0	0	0	0	0
Precinct 7851 - None	0	0	513	0	0	0	0	0
Precinct 7851 - None	0	0	513	0	0	0	0	0
Precinct 7852 - None	0	0	647	0	0	0	0	0
Precinct 7852 - None	0	0	647	0	0	0	0	0
Precinct 7853 - None	0	0	850	0	0	0	0	0
Precinct 7853 - None	0	0	850	0	0	0	0	0
Precinct 7854 - None	0	0	894	0	0	0	0	0
Precinct 7854 - None	0	0	894	0	0	0	0	0
Precinct 7855 - None	0	0	986	0	0	0	0	0
Precinct 7855 - None	0	0	986	0	0	0	0	0
Precinct 7856 - None	0	0	800	0	0	0	0	0
Precinct 7856 - None	0	0	800	0	0	0	0	0
Precinct 7857 - None	0	0	933	0	0	0	0	0
Precinct 7857 - None	0	0	933	0	0	0	0	0
Precinct 7858 - None	0	0	775	0	0	0	0	0
Precinct 7858 - None	0	0	775	0	0	0	0	0
Precinct 7859 - None	0	0	891	0	0	0	0	0
Precinct 7859 - None	0	0	891	0	0	0	0	0
Precinct 7861 - None	0	0	859	0	0	0	0	0
Precinct 7861 - None	0	0	859	0	0	0	0	0
Precinct 7862 - None	0	0	866	0	0	0	0	0
Precinct 7862 - None	0	0	866	0	0	0	0	0
Precinct 7863 - None	0	0	907	0	0	0	0	0
Precinct 7863 - None	0	0	907	0	0	0	0	0
Precinct 7864 - None	0	0	807	0	0	0	0	0
Precinct 7864 - None	0	0	807	0	0	0	0	0
Precinct 7865 - None	0	0	823	0	0	0	0	0
Precinct 7865 - None	0	0	823	0	0	0	0	0
Precinct 7866 - None	0	0	836	0	0	0	0	0
Precinct 7866 - None	0	0	836	0	0	0	0	0
Precinct 7867 - None	0	0	955	0	0	0	0	0
Precinct 7867 - None	0	0	955	0	0	0	0	0
Precinct 7868 - None	0	0	881	0	0	0	0	0
Precinct 7868 - None	0	0	881	0	0	0	0	0
Precinct 7869 - None	0	0	867	0	0	0	0	0
Precinct 7869 - None	0	0	867	0	0	0	0	0
Precinct 7871 - None	0	0	900	0	0	0	0	0
Precinct 7871 - None	0	0	900	0	0	0	0	0
Precinct 7872 - None	0	0	862	0	0	0	0	0
Precinct 7872 - None	0	0	862	0	0	0	0	0
Precinct 7873 - None	0	0	861	0	0	0	0	0
Precinct 7873 - None	0	0	861	0	0	0	0	0
Precinct 7874 - None	0	0	477	0	0	0	0	0
Precinct 7874 - None	0	0	477	0	0	0	0	0
Precinct 7875 - None	0	0	623	0	0	0	0	0
Precinct 7875 - None	0	0	623	0	0	0	0	0
Precinct 7876 - None	0	0	498	0	0	0	0	0
Precinct 7876 - None	0	0	498	0	0	0	0	0
Precinct 7901 - None	0	0	522	0	0	0	0	0
Precinct 7901 - None	0	0	522	0	0	0	0	0
Precinct 7902 - None	0	0	968	0	0	0	0	0
Precinct 7902 - None	0	0	968	0	0	0	0	0
Precinct 7903 - None	0	0	840	0	0	0	0	0
Precinct 7903 - None	0	0	840	0	0	0	0	0
Precinct 7904 - None	0	0	877	0	0	0	0	0
Precinct 7904 - None	0	0	877	0	0	0	0	0
Precinct 7905 - None	0	0	851	0	0	0	0	0
Precinct 7905 - None	0	0	851	0	0	0	0	0
Precinct 7906 - None	0	0	787	0	0	0	0	0
Precinct 7906 - None	0	0	787	0	0	0	0	0
Precinct 7907 - None	0	0	950	0	0	0	0	0
Precinct 7907 - None	0	0	950	0	0	0	0	0
Precinct 7908 - None	0	0	949	0	0	0	0	0
Precinct 7908 - None	0	0	949	0	0	0	0	0
Precinct 7909 - None	0	0	733	0	0	0	0	0
Precinct 7909 - None	0	0	733	0	0	0	0	0
Precinct 7911 - None	0	0	860	0	0	0	0	0
Precinct 7911 - None	0	0	860	0	0	0	0	0
Precinct 7912 - None	0	0	1,065	0	0	0	0	0
Precinct 7912 - None	0	0	1,065	0	0	0	0	0
Precinct 7913 - None	0	0	913	0	0	0	0	0
Precinct 7913 - None	0	0	913	0	0	0	0	0
Precinct 7914 - None	0	0	883	0	0	0	0	0
Precinct 7914 - None	0	0	883	0	0	0	0	0
Precinct 7915 - None	0	0	831	0	0	0	0	0
Precinct 7915 - None	0	0	831	0	0	0	0	0
Precinct 7916 - None	0	0	888	0	0	0	0	0
Precinct 7916 - None	0	0	888	0	0	0	0	0
Precinct 7917 - None	0	0	1,015	0	0	0	0	0
Precinct 7917 - None	0	0	1,015	0	0	0	0	0
Precinct 7918 - None	0	0	836	0	0	0	0	0
Precinct 7918 - None	0	0	836	0	0	0	0	0
Precinct 7919 - None	0	0	895	0	0	0	0	0
Precinct 7919 - None	0	0	895	0	0	0	0	0
Precinct 7921 - None	0	0	917	0	0	0	0	0
Precinct 7921 - None	0	0	917	0	0	0	0	0
Precinct 7922 - None	0	0	831	0	0	0	0	0
Precinct 7922 - None	0	0	831	0	0	0	0	0
Precinct 7923 - None	0	0	885	0	0	0	0	0
Precinct 7923 - None	0	0	885	0	0	0	0	0
Precinct 7924 - None	0	0	842	0	0	0	0	0
Precinct 7924 - None	0	0	842	0	0	0	0	0
Precinct 7925 - None	0	0	567	0	0	0	0	0
Precinct 7925 - None	0	0	567	0	0	0	0	0
Precinct 7926 - None	0	0	795	0	0	0	0	0
Precinct 7926 - None	0	0	795	0	0	0	0	0
Precinct 7927 - None	0	0	747	0	0	0	0	0
Precinct 7927 - None	0	0	747	0	0	0	0	0
Precinct 7928 - None	0	0	931	0	0	0	0	0
Precinct 7928 - None	0	0	931	0	0	0	0	0
Precinct 7929 - None	0	0	864	0	0	0	0	0
Precinct 7929 - None	0	0	864	0	0	0	0	0
Precinct 7931 - None	0	0	738	0	0	0	0	0
Precinct 7931 - None	0	0	738	0	0	0	0	0
Precinct 7932 - None	0	0	551	0	0	0	0	0
Precinct 7932 - None	0	0	551	0	0	0	0	0
Precinct 7933 MB - None	0	0	6	0	0	0	0	0
Precinct 7934 - None	0	0	890	0	0	0	0	0
Precinct 7934 - None	0	0	890	0	0	0	0	0
Precinct 7935 - None	0	0	970	0	0	0	0	0
Precinct 7935 - None	0	0	970	0	0	0	0	0
Precinct 7936 - None	0	0	856	0	0	0	0	0
Precinct 7936 - None	0	0	856	0	0	0	0	0
Precinct 7937 - None	0	0	886	0	0	0	0	0
Precinct 7937 - None	0	0	886	0	0	0	0	0
Precinct 7938 - None	0	0	788	0	0	0	0	0
Precinct 7938 - None	0	0	788	0	0	0	0	0
Precinct 7939 - None	0	0	688	0	0	0	0	0
Precinct 7939 - None	0	0	688	0	0	0	0	0
Precinct 7941 - None	0	0	751	0	0	0	0	0
Precinct 7941 - None	0	0	751	0	0	0	0	0
Precinct 7942 - None	0	0	914	0	0	0	0	0
Precinct 7942 - None	0	0	914	0	0	0	0	0
Precinct 7943 - None	0	0	872	0	0	0	0	0
Precinct 7943 - None	0	0	872	0	0	0	0	0
Precinct 7944 - None	0	0	801	0	0	0	0	0
Precinct 7944 - None	0	0	801	0	0	0	0	0
Precinct 7945 - None	0	0	915	0	0	0	0	0
Precinct 7945 - None	0	0	915	0	0	0	0	0
Precinct 7946 - None	0	0	945	0	0	0	0	0
Precinct 7946 - None	0	0	945	0	0	0	0	0
Precinct 7947 - None	0	0	946	0	0	0	0	0
Precinct 7947 - None	0	0	946	0	0	0	0	0
Precinct 7948 - None	0	0	928	0	0	0	0	0
Precinct 7948 - None	0	0	928	0	0	0	0	0
Precinct 7949 - None	0	0	569	0	0	0	0	0
Precinct 7949 - None	0	0	569	0	0	0	0	0
Precinct 7951 - None	0	0	854	0	0	0	0	0
Precinct 7951 - None	0	0	854	0	0	0	0	0
Precinct 7952 - None	0	0	866	0	0	0	0	0
Precinct 7952 - None	0	0	866	0	0	0	0	0
Precinct 7953 - None	0	0	824	0	0	0	0	0
Precinct 7953 - None	0	0	824	0	0	0	0	0
Precinct 7955 - None	0	0	902	0	0	0	0	0
Precinct 7955 - None	0	0	902	0	0	0	0	0
Precinct 7956 - None	0	0	823	0	0	0	0	0
Precinct 7956 - None	0	0	823	0	0	0	0	0
Precinct 7957 - None	0	0	646	0	0	0	0	0
Precinct 7957 - None	0	0	646	0	0	0	0	0
Precinct 7958 MB - None	0	0	290	0	0	0	0	0
Precinct 7959 - None	0	0	727	0	0	0	0	0
Precinct 7959 - None	0	0	727	0	0	0	0	0
Congressional District 12	0	0	291,063	0	0	0	0	0
Assembly District 17	0	0	291,063	0	0	0	0	0
BART District 7	0	0	38,460	0	0	0	0	0
BART District 8	0	0	37,971	0	0	0	0	0
BART District 9	0	0	214,632	0	0	0	0	0
Supervisorial District 1	0	0	155	0	0	0	0	0
Supervisorial District 2	0	0	6,916	0	0	0	0	0
Supervisorial District 3	0	0	39,799	0	0	0	0	0
Supervisorial District 5	0	0	40,465	0	0	0	0	0
Supervisorial District 6	0	0	43,321	0	0	0	0	0
Supervisorial District 7	0	0	7,813	0	0	0	0	0
Supervisorial District 8	0	0	57,714	0	0	0	0	0
Supervisorial District 9	0	0	42,988	0	0	0	0	0
Supervisorial District 10	0	0	41,589	0	0	0	0	0
Supervisorial District 11	0	0	10,303	0	0	0	0	0
Bayview/Hunters Point	0	0	19,914	0	0	0	0	0
Chinatown	0	0	17,446	0	0	0	0	0
Civic Center/Downtown	0	0	28,644	0	0	0	0	0
Diamond Heights	0	0	7,002	0	0	0	0	0
Excelsior	0	0	10,303	0	0	0	0	0
Haight Ashbury	0	0	14,982	0	0	0	0	0
Inner Sunset	0	0	1,799	0	0	0	0	0
Marina Pacific Heights	0	0	9,961	0	0	0	0	0
Mission	0	0	31,129	0	0	0	0	0
Noe Valley	0	0	16,964	0	0	0	0	0
North Bernal Heights	0	0	8,795	0	0	0	0	0
North Embarcadero	0	0	7,019	0	0	0	0	0
Portola	0	0	9,293	0	0	0	0	0
Potrero Hill	0	0	16,814	0	0	0	0	0
South of Bernal Heights	0	0	9,419	0	0	0	0	0
South of Market	0	0	24,674	0	0	0	0	0
Upper Market/Eureka Valley	0	0	18,966	0	0	0	0	0
Visitation Valley	0	0	7,866	0	0	0	0	0
West of Twin Peaks	0	0	7,284	0	0	0	0	0
Western Addition	0	0	22,789	0	0	0	0	0
