Subtotal Area	YES	NO	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Ballots Counted
Precinct 7621 - Vote By Mail	204	115	1,132	346	3	0	24	319
Precinct 7622 - Election Day	66	25	964	99	1	0	7	91
Precinct 7622 - Vote By Mail	125	54	964	193	-2	0	16	179
Precinct 7623 - Election Day	83	29	712	122	0	0	10	112
Precinct 7623 - Vote By Mail	123	64	712	196	1	0	8	187
Precinct 7624 - Election Day	59	31	905	104	-1	0	15	90
Precinct 7624 - Vote By Mail	117	60	905	195	2	2	14	177
Precinct 7625 - Election Day	40	20	821	73	0	0	13	60
Precinct 7625 - Vote By Mail	228	138	821	415	1	1	47	366
Precinct 7626 - Election Day	76	42	1,081	128	1	0	9	118
Precinct 7626 - Vote By Mail	198	141	1,081	361	0	0	22	339
Precinct 7627 - Election Day	63	42	1,075	116	0	0	11	105
Precinct 7627 - Vote By Mail	159	141	1,075	319	-3	0	22	300
Precinct 7628 - Election Day	101	43	906	156	0	0	12	144
Precinct 7628 - Vote By Mail	165	87	906	267	1	0	14	252
Precinct 7629 - Election Day	74	27	805	108	0	1	6	101
Precinct 7629 - Vote By Mail	130	62	805	206	1	0	13	192
Precinct 7631 - Election Day	89	47	1,085	146	0	0	10	136
Precinct 7631 - Vote By Mail	184	137	1,085	339	3	0	15	321
Precinct 7632 - Election Day	113	46	965	167	0	0	8	159
Precinct 7632 - Vote By Mail	182	94	965	286	0	0	10	276
Precinct 7633 - Election Day	57	26	702	90	0	0	7	83
Precinct 7633 - Vote By Mail	132	96	702	253	-1	0	26	228
Precinct 7634 - Election Day	64	41	859	120	1	0	14	105
Precinct 7634 - Vote By Mail	173	93	859	291	0	0	25	266
Precinct 7635 - Election Day	41	36	782	89	1	0	11	77
Precinct 7635 - Vote By Mail	141	90	782	242	1	0	10	231
Precinct 7636 - Election Day	74	51	920	134	-1	0	10	125
Precinct 7636 - Vote By Mail	123	123	920	251	-2	0	7	246
Precinct 7637 - Election Day	42	43	732	89	-1	0	5	85
Precinct 7637 - Vote By Mail	117	116	732	249	0	0	16	233
Precinct 7638 - Election Day	55	68	1,365	129	-2	0	8	123
Precinct 7638 - Vote By Mail	229	241	1,365	492	0	0	22	470
Precinct 7639 - Election Day	57	38	962	110	0	0	15	95
Precinct 7639 - Vote By Mail	156	148	962	319	-1	0	16	304
Precinct 7641 - Election Day	65	42	931	114	0	0	7	107
Precinct 7641 - Vote By Mail	165	188	931	374	0	0	21	353
Precinct 7642 - Election Day	51	25	909	84	0	0	8	76
Precinct 7642 - Vote By Mail	113	94	909	268	-1	0	62	207
Precinct 7643 - Election Day	53	31	871	99	3	0	12	84
Precinct 7643 - Vote By Mail	179	155	871	355	2	0	19	334
Precinct 7644 - Election Day	101	49	1,082	156	-3	0	9	150
Precinct 7644 - Vote By Mail	154	111	1,082	291	1	0	25	265
Precinct 7645 - Election Day	35	24	631	63	0	0	4	59
Precinct 7645 - Vote By Mail	125	104	631	241	-1	1	12	229
Precinct 7646 - Election Day	72	27	1,035	110	0	0	11	99
Precinct 7646 - Vote By Mail	174	133	1,035	326	1	0	18	307
Precinct 7647 - Election Day	57	34	1,027	107	0	1	15	91
Precinct 7647 - Vote By Mail	108	62	1,027	185	-1	0	16	170
Precinct 7648 MB - Vote By Mail	0	0	2	0	0	0	0	0
Precinct 7649 - Election Day	58	32	877	97	1	0	6	90
Precinct 7649 - Vote By Mail	145	65	877	234	1	1	22	210
Precinct 7651 - Election Day	25	23	555	48	0	0	0	48
Precinct 7651 - Vote By Mail	76	73	555	155	0	0	6	149
Precinct 7652 - Election Day	42	25	580	68	-1	0	2	67
Precinct 7652 - Vote By Mail	87	66	580	163	-1	0	11	153
Precinct 7653 - Election Day	72	57	1,092	137	2	0	6	129
Precinct 7653 - Vote By Mail	185	120	1,092	321	2	0	14	305
Precinct 7701 - Election Day	146	66	1,012	225	0	0	13	212
Precinct 7701 - Vote By Mail	240	122	1,012	383	0	0	21	362
Precinct 7702 - Election Day	67	47	704	117	0	0	3	114
Precinct 7702 - Vote By Mail	160	125	704	302	-1	0	18	285
Precinct 7703 MB - Vote By Mail	33	19	172	66	-2	1	15	52
Precinct 7704 - Election Day	103	98	977	208	0	0	7	201
Precinct 7704 - Vote By Mail	182	192	977	396	6	0	16	374
Precinct 7705 - Election Day	60	58	547	123	0	0	5	118
Precinct 7705 - Vote By Mail	102	116	547	227	-1	0	10	218
Precinct 7706 - Election Day	102	81	821	189	0	0	6	183
Precinct 7706 - Vote By Mail	177	152	821	341	0	0	12	329
Precinct 7707 - Election Day	110	79	839	200	2	0	9	189
Precinct 7707 - Vote By Mail	185	167	839	379	9	1	17	352
Precinct 7708 - Election Day	106	65	860	181	0	0	10	171
Precinct 7708 - Vote By Mail	199	176	860	400	0	0	25	375
Precinct 7709 - Election Day	55	24	383	85	1	0	5	79
Precinct 7709 - Vote By Mail	101	64	383	174	2	0	7	165
Precinct 7711 - Election Day	105	44	772	162	0	0	13	149
Precinct 7711 - Vote By Mail	205	125	772	344	-3	1	16	330
Precinct 7712 - Election Day	92	36	524	131	1	0	2	128
Precinct 7712 - Vote By Mail	142	79	524	230	-1	0	10	221
Precinct 7801 - Election Day	168	52	970	230	0	0	10	220
Precinct 7801 - Vote By Mail	271	137	970	424	0	0	16	408
Precinct 7802 - Election Day	144	58	762	205	-2	0	5	202
Precinct 7802 - Vote By Mail	198	102	762	313	-2	0	15	300
Precinct 7803 - Election Day	98	33	823	143	1	0	11	131
Precinct 7803 - Vote By Mail	235	160	823	412	-1	0	18	395
Precinct 7804 - Election Day	150	76	891	236	0	0	10	226
Precinct 7804 - Vote By Mail	235	143	891	394	-1	0	17	378
Precinct 7805 - Election Day	146	24	785	176	1	0	5	170
Precinct 7805 - Vote By Mail	207	124	785	348	-1	0	18	331
Precinct 7806 - Election Day	118	35	699	163	-1	0	11	153
Precinct 7806 - Vote By Mail	204	67	699	283	1	0	11	271
Precinct 7807 - Election Day	161	55	796	228	2	0	10	216
Precinct 7807 - Vote By Mail	173	82	796	273	1	0	17	255
Precinct 7808 - Election Day	137	36	655	178	0	0	5	173
Precinct 7808 - Vote By Mail	191	43	655	243	-2	0	11	234
Precinct 7809 - Election Day	127	24	742	160	-1	1	9	151
Precinct 7809 - Vote By Mail	182	69	742	267	2	0	14	251
Precinct 7811 - Election Day	145	39	726	186	0	0	2	184
Precinct 7811 - Vote By Mail	174	59	726	243	0	0	10	233
Precinct 7812 - Election Day	137	56	843	207	0	0	14	193
Precinct 7812 - Vote By Mail	185	92	843	292	-2	0	17	277
Precinct 7813 - Election Day	192	46	988	251	-2	0	15	238
Precinct 7813 - Vote By Mail	246	98	988	362	1	0	17	344
Precinct 7814 - Election Day	112	48	892	173	0	0	13	160
Precinct 7814 - Vote By Mail	140	68	892	223	1	1	13	208
Precinct 7815 - Election Day	124	43	914	178	-2	0	13	167
Precinct 7815 - Vote By Mail	264	124	914	407	3	0	16	388
Precinct 7816 - Election Day	135	57	858	202	1	0	9	192
Precinct 7816 - Vote By Mail	231	139	858	390	0	1	19	370
Precinct 7817 - Election Day	161	48	795	215	-1	0	7	209
Precinct 7817 - Vote By Mail	237	62	795	309	3	0	7	299
Precinct 7818 - Election Day	123	40	823	172	-1	0	10	163
Precinct 7818 - Vote By Mail	235	86	823	335	-2	0	16	321
Precinct 7819 - Election Day	115	42	760	169	0	0	12	157
Precinct 7819 - Vote By Mail	184	93	760	297	2	1	17	277
Precinct 7821 - Election Day	160	62	947	229	0	0	7	222
Precinct 7821 - Vote By Mail	261	157	947	439	3	1	17	418
Precinct 7822 - Election Day	166	69	927	244	0	0	9	235
Precinct 7822 - Vote By Mail	208	114	927	343	2	0	19	322
Precinct 7823 - Election Day	166	60	857	237	-1	0	12	226
Precinct 7823 - Vote By Mail	220	106	857	347	0	0	21	326
Precinct 7824 - Election Day	123	41	756	170	1	0	5	164
Precinct 7824 - Vote By Mail	182	83	756	274	1	0	8	265
Precinct 7825 - Election Day	108	37	580	160	0	0	15	145
Precinct 7825 - Vote By Mail	165	44	580	215	-1	0	7	209
Precinct 7826 - Election Day	146	52	665	214	0	0	16	198
Precinct 7826 - Vote By Mail	135	48	665	194	-1	0	12	183
Precinct 7827 - Election Day	152	35	828	199	0	0	12	187
Precinct 7827 - Vote By Mail	179	65	828	252	0	0	8	244
Precinct 7828 - Election Day	121	69	976	205	-2	0	17	190
Precinct 7828 - Vote By Mail	245	132	976	397	-1	0	21	377
Precinct 7829 - Election Day	124	65	882	199	0	0	10	189
Precinct 7829 - Vote By Mail	233	142	882	391	0	0	16	375
Precinct 7831 - Election Day	141	50	828	202	0	0	11	191
Precinct 7831 - Vote By Mail	222	131	828	369	1	0	15	353
Precinct 7832 - Election Day	105	52	781	162	-1	1	5	157
Precinct 7832 - Vote By Mail	220	113	781	343	-1	0	11	333
Precinct 7833 - Election Day	132	42	745	182	0	0	8	174
Precinct 7833 - Vote By Mail	200	62	745	271	2	0	7	262
Precinct 7834 - Election Day	174	37	836	225	-1	0	15	211
Precinct 7834 - Vote By Mail	226	52	836	288	0	0	10	278
Precinct 7835 - Election Day	96	72	808	175	0	0	7	168
Precinct 7835 - Vote By Mail	197	126	808	338	1	0	14	323
Precinct 7836 - Election Day	131	55	979	199	0	0	13	186
Precinct 7836 - Vote By Mail	245	156	979	421	2	1	17	401
Precinct 7837 - Election Day	166	59	883	237	-1	0	13	225
Precinct 7837 - Vote By Mail	208	113	883	339	2	0	16	321
Precinct 7838 - Election Day	130	74	891	210	2	0	4	204
Precinct 7838 - Vote By Mail	234	160	891	413	1	0	18	394
Precinct 7839 - Election Day	110	47	830	172	2	0	13	157
Precinct 7839 - Vote By Mail	247	132	830	389	-1	0	11	379
Precinct 7841 - Election Day	171	59	898	240	0	0	10	230
Precinct 7841 - Vote By Mail	242	98	898	353	0	0	13	340
Precinct 7842 - Election Day	168	39	873	214	0	0	7	207
Precinct 7842 - Vote By Mail	215	77	873	308	1	0	15	292
Precinct 7843 - Election Day	137	35	751	182	-1	0	11	172
Precinct 7843 - Vote By Mail	187	66	751	267	-1	0	15	253
Precinct 7844 - Election Day	119	31	635	160	1	0	9	150
Precinct 7844 - Vote By Mail	176	62	635	245	-2	0	9	238
Precinct 7845 - Election Day	134	53	803	202	0	0	15	187
Precinct 7845 - Vote By Mail	220	81	803	314	0	0	13	301
Precinct 7846 - Election Day	153	58	871	221	0	0	10	211
Precinct 7846 - Vote By Mail	212	103	871	330	1	0	14	315
Precinct 7847 - Election Day	143	56	878	207	-1	0	9	199
Precinct 7847 - Vote By Mail	230	98	878	358	1	0	29	328
Precinct 7848 - Election Day	157	42	838	209	-3	0	13	199
Precinct 7848 - Vote By Mail	239	94	838	346	0	0	13	333
Precinct 7849 - Election Day	168	59	904	237	0	0	10	227
Precinct 7849 - Vote By Mail	229	106	904	353	-2	0	20	335
Precinct 7851 - Election Day	57	50	493	118	0	0	11	107
Precinct 7851 - Vote By Mail	113	78	493	204	0	1	12	191
Precinct 7852 - Election Day	53	45	634	104	-1	0	7	98
Precinct 7852 - Vote By Mail	137	151	634	303	0	0	15	288
Precinct 7853 - Election Day	116	48	837	180	0	0	16	164
Precinct 7853 - Vote By Mail	199	122	837	333	0	0	12	321
Precinct 7854 - Election Day	151	55	874	216	-1	0	11	206
Precinct 7854 - Vote By Mail	222	103	874	346	2	1	18	325
Precinct 7855 - Election Day	183	64	949	259	0	0	12	247
Precinct 7855 - Vote By Mail	227	117	949	359	-6	0	21	344
Precinct 7856 - Election Day	149	48	790	204	1	0	6	197
Precinct 7856 - Vote By Mail	205	96	790	312	-1	0	12	301
Precinct 7857 - Election Day	161	45	913	226	0	0	20	206
Precinct 7857 - Vote By Mail	230	108	913	350	-1	0	13	338
Precinct 7858 - Election Day	130	47	743	192	2	0	13	177
Precinct 7858 - Vote By Mail	189	50	743	252	0	0	13	239
Precinct 7859 - Election Day	152	62	879	219	-1	0	6	214
Precinct 7859 - Vote By Mail	208	122	879	352	0	0	22	330
Precinct 7861 - Election Day	121	53	835	184	0	1	9	174
Precinct 7861 - Vote By Mail	246	113	835	367	-1	1	8	359
Precinct 7862 - Election Day	165	64	850	237	0	0	8	229
Precinct 7862 - Vote By Mail	202	105	850	323	-2	0	18	307
Precinct 7863 - Election Day	170	62	870	237	0	0	5	232
Precinct 7863 - Vote By Mail	211	81	870	302	-2	0	12	292
Precinct 7864 - Election Day	135	44	773	188	0	0	9	179
Precinct 7864 - Vote By Mail	196	78	773	284	-2	0	12	274
Precinct 7865 - Election Day	118	50	808	178	1	0	9	168
Precinct 7865 - Vote By Mail	187	109	808	310	-1	0	15	296
Precinct 7866 - Election Day	106	72	816	184	-1	0	7	178
Precinct 7866 - Vote By Mail	175	189	816	389	-2	0	27	364
Precinct 7867 - Election Day	137	63	932	209	0	0	9	200
Precinct 7867 - Vote By Mail	230	141	932	385	1	0	13	371
Precinct 7868 - Election Day	137	69	860	218	-1	0	13	206
Precinct 7868 - Vote By Mail	194	116	860	324	2	0	12	310
Precinct 7869 - Election Day	142	66	842	219	0	0	11	208
Precinct 7869 - Vote By Mail	227	137	842	376	-1	0	13	364
Precinct 7871 - Election Day	143	85	882	240	-3	0	15	228
Precinct 7871 - Vote By Mail	235	112	882	364	1	1	15	347
Precinct 7872 - Election Day	163	71	864	242	-1	0	9	234
Precinct 7872 - Vote By Mail	229	131	864	369	0	0	9	360
Precinct 7873 - Election Day	157	60	841	231	0	0	14	217
Precinct 7873 - Vote By Mail	251	123	841	387	0	0	13	374
Precinct 7874 - Election Day	50	29	453	85	0	0	6	79
Precinct 7874 - Vote By Mail	108	58	453	174	1	0	7	166
Precinct 7875 - Election Day	84	39	615	127	0	0	4	123
Precinct 7875 - Vote By Mail	119	72	615	203	-3	0	15	191
Precinct 7876 - Election Day	64	24	491	101	0	0	13	88
Precinct 7876 - Vote By Mail	99	42	491	148	-1	0	8	141
Precinct 7901 - Election Day	52	25	466	87	-2	0	12	77
Precinct 7901 - Vote By Mail	86	37	466	133	0	0	10	123
Precinct 7902 - Election Day	137	44	921	188	0	0	7	181
Precinct 7902 - Vote By Mail	171	75	921	259	-1	0	14	246
Precinct 7903 - Election Day	97	33	819	144	0	0	14	130
Precinct 7903 - Vote By Mail	165	67	819	244	0	0	12	232
Precinct 7904 - Election Day	102	25	846	137	1	0	9	127
Precinct 7904 - Vote By Mail	175	67	846	248	-3	0	9	242
Precinct 7905 - Election Day	133	51	821	199	-1	0	16	184
Precinct 7905 - Vote By Mail	187	73	821	275	2	0	13	260
Precinct 7906 - Election Day	123	27	769	164	0	0	14	150
Precinct 7906 - Vote By Mail	160	51	769	214	-3	0	6	211
Precinct 7907 - Election Day	140	50	926	201	2	0	9	190
Precinct 7907 - Vote By Mail	196	74	926	286	2	0	14	270
Precinct 7908 - Election Day	138	47	936	191	0	0	6	185
Precinct 7908 - Vote By Mail	183	71	936	267	-1	0	14	254
Precinct 7909 - Election Day	146	36	726	190	0	0	8	182
Precinct 7909 - Vote By Mail	163	53	726	221	-4	0	9	216
Precinct 7911 - Election Day	142	39	849	192	1	0	10	181
Precinct 7911 - Vote By Mail	154	84	849	250	-4	1	15	238
Precinct 7912 - Election Day	160	43	1,036	215	0	0	12	203
Precinct 7912 - Vote By Mail	231	67	1,036	314	2	0	14	298
Precinct 7913 - Election Day	170	62	887	240	-7	0	15	232
Precinct 7913 - Vote By Mail	166	67	887	244	1	0	10	233
Precinct 7914 - Election Day	150	50	833	208	0	0	8	200
Precinct 7914 - Vote By Mail	186	57	833	253	-1	0	11	243
Precinct 7915 - Election Day	157	46	802	213	0	0	10	203
Precinct 7915 - Vote By Mail	147	64	802	222	-1	1	11	211
Precinct 7916 - Election Day	167	40	887	215	0	0	8	207
Precinct 7916 - Vote By Mail	213	65	887	289	0	1	10	278
Precinct 7917 - Election Day	188	55	983	254	-1	1	11	243
Precinct 7917 - Vote By Mail	202	73	983	287	0	0	12	275
Precinct 7918 - Election Day	148	35	790	191	0	0	8	183
Precinct 7918 - Vote By Mail	170	51	790	234	1	0	12	221
Precinct 7919 - Election Day	166	41	857	217	0	0	10	207
Precinct 7919 - Vote By Mail	179	52	857	241	0	0	10	231
Precinct 7921 - Election Day	103	40	883	151	-3	0	11	143
Precinct 7921 - Vote By Mail	127	73	883	210	0	0	10	200
Precinct 7922 - Election Day	144	31	797	182	1	0	6	175
Precinct 7922 - Vote By Mail	164	66	797	241	-1	0	12	230
Precinct 7923 - Election Day	150	47	863	202	1	0	4	197
Precinct 7923 - Vote By Mail	165	70	863	241	-1	0	7	235
Precinct 7924 - Election Day	113	46	806	172	1	0	12	159
Precinct 7924 - Vote By Mail	145	89	806	247	0	0	13	234
Precinct 7925 - Election Day	76	32	570	114	1	0	5	108
Precinct 7925 - Vote By Mail	139	48	570	191	0	0	4	187
Precinct 7926 - Election Day	129	37	768	177	0	0	11	166
Precinct 7926 - Vote By Mail	211	71	768	296	2	0	12	282
Precinct 7927 - Election Day	143	35	733	187	0	0	9	178
Precinct 7927 - Vote By Mail	210	71	733	289	-1	0	9	281
Precinct 7928 - Election Day	183	61	899	253	0	0	9	244
Precinct 7928 - Vote By Mail	209	77	899	297	-1	0	12	286
Precinct 7929 - Election Day	150	44	840	200	0	0	6	194
Precinct 7929 - Vote By Mail	249	113	840	367	-1	0	6	362
Precinct 7931 - Election Day	141	43	732	189	0	0	5	184
Precinct 7931 - Vote By Mail	206	100	732	317	-1	0	12	306
Precinct 7932 - Election Day	79	32	551	112	-1	0	2	111
Precinct 7932 - Vote By Mail	142	72	551	225	1	0	10	214
Precinct 7933 MB - Vote By Mail	2	1	8	4	0	0	1	3
Precinct 7934 - Election Day	137	51	885	195	-4	0	11	188
Precinct 7934 - Vote By Mail	239	76	885	328	1	0	12	315
Precinct 7935 - Election Day	215	52	938	283	1	0	15	267
Precinct 7935 - Vote By Mail	256	93	938	370	1	0	20	349
Precinct 7936 - Election Day	192	42	832	246	0	0	12	234
Precinct 7936 - Vote By Mail	222	86	832	326	2	0	16	308
Precinct 7937 - Election Day	167	46	874	223	0	1	9	213
Precinct 7937 - Vote By Mail	206	97	874	309	-1	0	7	303
Precinct 7938 - Election Day	106	45	774	162	0	0	11	151
Precinct 7938 - Vote By Mail	163	74	774	247	0	0	10	237
Precinct 7939 - Election Day	135	41	667	186	1	0	9	176
Precinct 7939 - Vote By Mail	159	64	667	230	-2	0	9	223
Precinct 7941 - Election Day	107	50	728	167	0	1	9	157
Precinct 7941 - Vote By Mail	149	75	728	236	1	0	11	224
Precinct 7942 - Election Day	104	52	893	166	1	1	8	156
Precinct 7942 - Vote By Mail	168	97	893	286	0	0	21	265
Precinct 7943 - Election Day	120	65	887	192	-3	0	10	185
Precinct 7943 - Vote By Mail	180	123	887	319	0	0	16	303
Precinct 7944 - Election Day	152	43	769	201	-2	0	8	195
Precinct 7944 - Vote By Mail	150	80	769	235	-1	0	6	230
Precinct 7945 - Election Day	74	38	897	118	-2	0	8	112
Precinct 7945 - Vote By Mail	180	99	897	294	-1	0	16	279
Precinct 7946 - Election Day	67	55	909	134	1	0	11	122
Precinct 7946 - Vote By Mail	114	210	909	348	4	1	19	324
Precinct 7947 - Election Day	60	55	894	128	-1	0	14	115
Precinct 7947 - Vote By Mail	122	183	894	327	-2	1	23	305
Precinct 7948 - Election Day	91	64	900	165	0	0	10	155
Precinct 7948 - Vote By Mail	133	170	900	313	-2	1	11	303
Precinct 7949 - Election Day	33	33	552	78	3	1	8	66
Precinct 7949 - Vote By Mail	62	151	552	224	0	0	11	213
Precinct 7951 - Election Day	51	40	830	97	0	0	6	91
Precinct 7951 - Vote By Mail	113	212	830	341	-3	0	19	325
Precinct 7952 - Election Day	43	51	823	100	0	0	6	94
Precinct 7952 - Vote By Mail	122	161	823	288	-4	0	9	283
Precinct 7953 - Election Day	64	37	795	103	-4	0	6	101
Precinct 7953 - Vote By Mail	112	169	795	294	-2	0	15	281
Precinct 7955 - Election Day	60	50	854	116	1	0	5	110
Precinct 7955 - Vote By Mail	134	174	854	320	-1	2	11	308
Precinct 7956 - Election Day	43	45	779	101	2	0	11	88
Precinct 7956 - Vote By Mail	96	139	779	247	6	0	6	235
Precinct 7957 - Election Day	48	39	623	97	1	0	9	87
Precinct 7957 - Vote By Mail	103	99	623	217	0	0	15	202
Precinct 7958 MB - Vote By Mail	51	49	263	104	-3	1	6	100
Precinct 7959 - Election Day	73	31	695	110	-2	0	8	104
Precinct 7959 - Vote By Mail	123	57	695	190	2	0	8	180
Precinct 9001 MB - Vote By Mail	52	45	257	101	1	0	3	97
Precinct 9101 - Election Day	92	81	833	190	-1	0	18	173
Precinct 9101 - Vote By Mail	147	157	833	323	-2	0	21	304
Precinct 9102 - Election Day	106	63	950	182	-1	0	14	169
Precinct 9102 - Vote By Mail	185	131	950	335	1	0	18	316
Precinct 9103 - Election Day	98	64	924	174	0	0	12	162
Precinct 9103 - Vote By Mail	149	135	924	302	-1	0	19	284
Precinct 9104 - Election Day	98	54	937	176	0	0	24	152
Precinct 9104 - Vote By Mail	187	130	937	332	-2	1	16	317
Precinct 9105 - Election Day	108	73	888	191	0	0	10	181
Precinct 9105 - Vote By Mail	185	139	888	339	-1	0	16	324
Precinct 9106 - Election Day	132	70	907	213	1	0	10	202
Precinct 9106 - Vote By Mail	163	132	907	334	5	0	34	295
Precinct 9107 - Election Day	112	44	806	164	0	0	8	156
Precinct 9107 - Vote By Mail	130	96	806	246	3	0	17	226
Precinct 9108 - Election Day	118	57	761	185	1	0	9	175
Precinct 9108 - Vote By Mail	129	72	761	220	0	0	19	201
Precinct 9109 - Election Day	124	68	848	205	-1	0	14	192
Precinct 9109 - Vote By Mail	157	107	848	285	1	0	20	264
Precinct 9111 - Election Day	83	55	756	150	0	0	12	138
Precinct 9111 - Vote By Mail	135	77	756	226	-2	0	16	212
Precinct 9112 - Election Day	140	56	918	211	0	0	15	196
Precinct 9112 - Vote By Mail	178	102	918	295	-1	0	16	280
Precinct 9113 - Election Day	146	68	959	231	1	1	15	214
Precinct 9113 - Vote By Mail	195	135	959	351	0	0	21	330
Precinct 9114 - Election Day	103	52	820	170	0	0	15	155
Precinct 9114 - Vote By Mail	180	79	820	273	0	0	14	259
Precinct 9115 - Election Day	107	49	873	172	0	0	16	156
Precinct 9115 - Vote By Mail	201	72	873	287	0	0	14	273
Precinct 9116 - Election Day	123	51	903	193	2	0	17	174
Precinct 9116 - Vote By Mail	195	103	903	314	1	0	15	298
Precinct 9117 - Election Day	116	60	756	180	0	0	4	176
Precinct 9117 - Vote By Mail	140	126	756	285	1	0	18	266
Precinct 9118 - Election Day	104	69	923	184	0	0	11	173
Precinct 9118 - Vote By Mail	120	134	923	268	-2	0	16	254
Precinct 9119 - Election Day	96	46	856	152	-3	0	13	142
Precinct 9119 - Vote By Mail	162	151	856	323	-1	1	10	313
Precinct 9121 - Election Day	92	83	890	188	0	0	13	175
Precinct 9121 - Vote By Mail	130	128	890	274	-1	0	17	258
Precinct 9122 - Election Day	74	47	913	131	0	0	10	121
Precinct 9122 - Vote By Mail	136	146	913	292	-2	1	11	282
Precinct 9123 - Election Day	115	46	829	175	0	0	14	161
Precinct 9123 - Vote By Mail	144	111	829	270	1	1	13	255
Precinct 9124 - Election Day	87	54	832	150	0	0	9	141
Precinct 9124 - Vote By Mail	154	122	832	290	-1	0	15	276
Precinct 9125 - Election Day	110	43	822	159	-2	0	8	153
Precinct 9125 - Vote By Mail	160	125	822	299	-5	0	19	285
Precinct 9126 - Election Day	126	54	945	186	0	0	6	180
Precinct 9126 - Vote By Mail	168	166	945	350	1	0	15	334
Precinct 9127 - Election Day	118	87	908	209	0	0	4	205
Precinct 9127 - Vote By Mail	177	116	908	315	-3	0	25	293
Precinct 9128 - Election Day	116	63	805	188	0	0	9	179
Precinct 9128 - Vote By Mail	158	124	805	296	-2	0	16	282
Precinct 9129 - Election Day	113	55	713	173	0	0	5	168
Precinct 9129 - Vote By Mail	110	104	713	225	0	0	11	214
Precinct 9131 - Election Day	97	51	740	151	0	0	3	148
Precinct 9131 - Vote By Mail	151	115	740	274	-1	0	9	266
Precinct 9132 - Election Day	115	40	827	167	0	0	12	155
Precinct 9132 - Vote By Mail	151	87	827	251	-1	0	14	238
Precinct 9133 - Election Day	119	58	1,007	188	0	0	11	177
Precinct 9133 - Vote By Mail	212	147	1,007	388	1	0	28	359
Precinct 9134 - Election Day	92	30	893	132	-2	0	12	122
Precinct 9134 - Vote By Mail	160	114	893	297	4	0	19	274
Precinct 9135 - Election Day	71	66	778	149	0	0	12	137
Precinct 9135 - Vote By Mail	128	127	778	269	2	0	12	255
Precinct 9136 - Election Day	115	62	894	191	0	0	14	177
Precinct 9136 - Vote By Mail	147	119	894	289	2	0	21	266
Precinct 9137 - Election Day	105	84	946	201	-1	0	13	189
Precinct 9137 - Vote By Mail	180	120	946	323	2	1	20	300
Precinct 9138 - Election Day	83	61	892	155	0	0	11	144
Precinct 9138 - Vote By Mail	166	144	892	323	-3	0	16	310
Precinct 9139 - Election Day	91	62	912	163	-1	0	11	153
Precinct 9139 - Vote By Mail	160	177	912	356	1	0	18	337
Precinct 9141 - Election Day	94	60	904	168	-1	0	15	154
Precinct 9141 - Vote By Mail	175	129	904	328	-1	0	25	304
Precinct 9142 - Election Day	124	83	921	219	1	0	11	207
Precinct 9142 - Vote By Mail	158	113	921	288	0	0	17	271
Precinct 9143 - Election Day	125	58	887	196	1	0	12	183
Precinct 9143 - Vote By Mail	167	128	887	315	-1	0	21	295
Precinct 9144 - Election Day	143	64	931	221	1	0	13	207
Precinct 9144 - Vote By Mail	160	152	931	322	-2	0	12	312
Precinct 9145 - Election Day	115	66	837	197	1	0	15	181
Precinct 9145 - Vote By Mail	157	109	837	282	0	0	16	266
Precinct 9146 - Election Day	132	63	866	206	1	0	10	195
Precinct 9146 - Vote By Mail	189	91	866	297	2	0	15	280
Precinct 9147 - Election Day	157	62	920	227	1	0	7	219
Precinct 9147 - Vote By Mail	199	113	920	318	-4	0	10	312
Precinct 9148 - Election Day	152	60	946	226	-1	0	15	212
Precinct 9148 - Vote By Mail	195	111	946	322	3	0	13	306
Precinct 9149 - Election Day	115	63	884	196	0	0	18	178
Precinct 9149 - Vote By Mail	186	96	884	296	3	0	11	282
Precinct 9151 - Election Day	104	41	806	152	-1	0	8	145
Precinct 9151 - Vote By Mail	137	109	806	267	-1	0	22	246
Precinct 9152 - Election Day	38	24	712	67	1	0	4	62
Precinct 9152 - Vote By Mail	101	30	712	138	2	0	5	131
Precinct 9201 - Election Day	153	38	953	201	0	0	10	191
Precinct 9201 - Vote By Mail	150	64	953	229	3	0	12	214
Precinct 9202 - Election Day	126	45	908	184	-1	0	14	171
Precinct 9202 - Vote By Mail	150	56	908	218	0	0	12	206
Precinct 9203 - Election Day	71	69	968	145	0	0	5	140
Precinct 9203 - Vote By Mail	136	147	968	300	1	0	16	283
Precinct 9204 - Election Day	63	70	809	147	1	0	13	133
Precinct 9204 - Vote By Mail	95	114	809	223	-2	0	16	209
Precinct 9205 - Election Day	62	42	694	113	0	0	9	104
Precinct 9205 - Vote By Mail	109	72	694	201	1	1	18	181
Precinct 9206 - Election Day	55	69	887	135	-2	0	13	124
Precinct 9206 - Vote By Mail	128	146	887	294	0	0	20	274
Precinct 9207 - Election Day	68	74	913	148	0	0	6	142
Precinct 9207 - Vote By Mail	118	121	913	249	-2	0	12	239
Precinct 9208 - Election Day	77	61	936	147	0	0	9	138
Precinct 9208 - Vote By Mail	124	96	936	240	-2	0	22	220
Precinct 9209 - Election Day	57	62	675	121	-1	1	2	119
Precinct 9209 - Vote By Mail	87	87	675	188	-3	0	17	174
Precinct 9211 - Election Day	74	50	834	130	0	0	6	124
