Subtotal Area	YES	NO	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Ballots Counted
Precinct 7617 - Election Day	50	18	751	84	0	0	16	68
Precinct 7617 - Vote By Mail	134	60	751	223	-2	0	31	194
Precinct 7618 - Election Day	71	36	866	123	0	0	16	107
Precinct 7618 - Vote By Mail	181	72	866	272	2	0	17	253
Precinct 7619 - Election Day	100	38	993	154	-1	0	17	138
Precinct 7619 - Vote By Mail	202	70	993	308	-3	1	38	272
Precinct 7621 - Election Day	111	43	1,132	163	-1	0	10	154
Precinct 7621 - Vote By Mail	218	99	1,132	346	3	0	26	317
Precinct 7622 - Election Day	62	27	964	99	1	0	9	89
Precinct 7622 - Vote By Mail	108	60	964	193	-2	1	26	168
Precinct 7623 - Election Day	75	34	712	122	0	0	13	109
Precinct 7623 - Vote By Mail	133	50	712	196	1	0	12	183
Precinct 7624 - Election Day	53	35	905	104	-1	0	17	88
Precinct 7624 - Vote By Mail	127	48	905	195	2	1	17	175
Precinct 7625 - Election Day	36	21	821	73	0	0	16	57
Precinct 7625 - Vote By Mail	232	104	821	415	1	0	78	336
Precinct 7626 - Election Day	69	45	1,081	128	1	0	13	114
Precinct 7626 - Vote By Mail	208	123	1,081	361	0	0	30	331
Precinct 7627 - Election Day	65	37	1,075	116	0	0	14	102
Precinct 7627 - Vote By Mail	189	106	1,075	319	-3	0	27	295
Precinct 7628 - Election Day	99	38	906	156	0	0	19	137
Precinct 7628 - Vote By Mail	177	67	906	267	1	0	22	244
Precinct 7629 - Election Day	61	37	805	108	0	0	10	98
Precinct 7629 - Vote By Mail	137	54	805	206	1	0	14	191
Precinct 7631 - Election Day	97	33	1,085	146	0	0	16	130
Precinct 7631 - Vote By Mail	204	105	1,085	339	3	0	27	309
Precinct 7632 - Election Day	105	47	965	167	0	0	15	152
Precinct 7632 - Vote By Mail	193	77	965	286	0	0	16	270
Precinct 7633 - Election Day	52	30	702	90	0	0	8	82
Precinct 7633 - Vote By Mail	149	69	702	253	-1	0	36	218
Precinct 7634 - Election Day	80	23	859	120	1	0	16	103
Precinct 7634 - Vote By Mail	183	72	859	291	0	0	36	255
Precinct 7635 - Election Day	48	25	782	89	1	0	15	73
Precinct 7635 - Vote By Mail	128	95	782	242	1	0	18	223
Precinct 7636 - Election Day	76	39	920	134	-1	1	19	115
Precinct 7636 - Vote By Mail	157	82	920	251	-2	0	14	239
Precinct 7637 - Election Day	45	36	732	89	-1	0	9	81
Precinct 7637 - Vote By Mail	140	93	732	249	0	0	16	233
Precinct 7638 - Election Day	69	52	1,365	129	-2	0	10	121
Precinct 7638 - Vote By Mail	271	182	1,365	492	0	1	38	453
Precinct 7639 - Election Day	59	30	962	110	0	0	21	89
Precinct 7639 - Vote By Mail	179	104	962	319	-1	0	37	283
Precinct 7641 - Election Day	72	35	931	114	0	0	7	107
Precinct 7641 - Vote By Mail	208	133	931	374	0	0	33	341
Precinct 7642 - Election Day	45	29	909	84	0	0	10	74
Precinct 7642 - Vote By Mail	130	76	909	268	-1	0	63	206
Precinct 7643 - Election Day	51	26	871	99	3	0	19	77
Precinct 7643 - Vote By Mail	224	100	871	355	2	0	29	324
Precinct 7644 - Election Day	91	53	1,082	156	-3	0	15	144
Precinct 7644 - Vote By Mail	180	73	1,082	291	1	0	37	253
Precinct 7645 - Election Day	35	20	631	63	0	0	8	55
Precinct 7645 - Vote By Mail	153	71	631	241	-1	0	18	224
Precinct 7646 - Election Day	59	35	1,035	110	0	0	16	94
Precinct 7646 - Vote By Mail	184	114	1,035	326	1	0	27	298
Precinct 7647 - Election Day	57	33	1,027	107	0	0	17	90
Precinct 7647 - Vote By Mail	104	63	1,027	185	-1	1	18	167
Precinct 7648 MB - Vote By Mail	0	0	2	0	0	0	0	0
Precinct 7649 - Election Day	59	28	877	97	1	0	9	87
Precinct 7649 - Vote By Mail	135	68	877	234	1	0	30	203
Precinct 7651 - Election Day	30	16	555	48	0	0	2	46
Precinct 7651 - Vote By Mail	91	56	555	155	0	0	8	147
Precinct 7652 - Election Day	39	24	580	68	-1	0	6	63
Precinct 7652 - Vote By Mail	103	42	580	163	-1	0	19	145
Precinct 7653 - Election Day	69	55	1,092	137	2	0	11	124
Precinct 7653 - Vote By Mail	173	115	1,092	321	2	0	31	288
Precinct 7701 - Election Day	152	54	1,012	225	0	0	19	206
Precinct 7701 - Vote By Mail	239	114	1,012	383	0	0	30	353
Precinct 7702 - Election Day	75	34	704	117	0	0	8	109
Precinct 7702 - Vote By Mail	196	83	704	302	-1	0	24	279
Precinct 7703 MB - Vote By Mail	34	19	172	66	-2	1	14	53
Precinct 7704 - Election Day	131	62	977	208	0	0	15	193
Precinct 7704 - Vote By Mail	240	120	977	396	6	0	30	360
Precinct 7705 - Election Day	79	35	547	123	0	0	9	114
Precinct 7705 - Vote By Mail	144	66	547	227	-1	0	18	210
Precinct 7706 - Election Day	121	56	821	189	0	0	12	177
Precinct 7706 - Vote By Mail	235	83	821	341	0	1	22	318
Precinct 7707 - Election Day	124	55	839	200	2	0	19	179
Precinct 7707 - Vote By Mail	252	88	839	379	9	0	30	340
Precinct 7708 - Election Day	114	49	860	181	0	0	18	163
Precinct 7708 - Vote By Mail	248	122	860	400	0	0	30	370
Precinct 7709 - Election Day	56	20	383	85	1	0	8	76
Precinct 7709 - Vote By Mail	127	38	383	174	2	0	7	165
Precinct 7711 - Election Day	123	26	772	162	0	0	13	149
Precinct 7711 - Vote By Mail	228	84	772	344	-3	0	35	312
Precinct 7712 - Election Day	92	28	524	131	1	0	10	120
Precinct 7712 - Vote By Mail	163	55	524	230	-1	0	13	218
Precinct 7801 - Election Day	154	61	970	230	0	0	15	215
Precinct 7801 - Vote By Mail	251	143	970	424	0	0	30	394
Precinct 7802 - Election Day	136	56	762	205	-2	0	15	192
Precinct 7802 - Vote By Mail	189	95	762	313	-2	0	31	284
Precinct 7803 - Election Day	87	43	823	143	1	0	12	130
Precinct 7803 - Vote By Mail	260	123	823	412	-1	0	30	383
Precinct 7804 - Election Day	160	61	891	236	0	0	15	221
Precinct 7804 - Vote By Mail	229	134	891	394	-1	0	32	363
Precinct 7805 - Election Day	131	36	785	176	1	0	8	167
Precinct 7805 - Vote By Mail	196	118	785	348	-1	0	35	314
Precinct 7806 - Election Day	121	25	699	163	-1	0	18	146
Precinct 7806 - Vote By Mail	196	71	699	283	1	0	15	267
Precinct 7807 - Election Day	147	60	796	228	2	0	19	207
Precinct 7807 - Vote By Mail	171	74	796	273	1	0	27	245
Precinct 7808 - Election Day	119	43	655	178	0	0	16	162
Precinct 7808 - Vote By Mail	165	64	655	243	-2	0	16	229
Precinct 7809 - Election Day	119	32	742	160	-1	0	10	151
Precinct 7809 - Vote By Mail	162	87	742	267	2	0	16	249
Precinct 7811 - Election Day	134	47	726	186	0	0	5	181
Precinct 7811 - Vote By Mail	164	62	726	243	0	0	17	226
Precinct 7812 - Election Day	138	52	843	207	0	0	17	190
Precinct 7812 - Vote By Mail	178	92	843	292	-2	0	24	270
Precinct 7813 - Election Day	167	63	988	251	-2	0	23	230
Precinct 7813 - Vote By Mail	225	104	988	362	1	1	31	329
Precinct 7814 - Election Day	113	45	892	173	0	0	15	158
Precinct 7814 - Vote By Mail	150	52	892	223	1	1	19	202
Precinct 7815 - Election Day	107	55	914	178	-2	0	18	162
Precinct 7815 - Vote By Mail	246	134	914	407	3	0	24	380
Precinct 7816 - Election Day	126	58	858	202	1	0	17	184
Precinct 7816 - Vote By Mail	219	144	858	390	0	0	27	363
Precinct 7817 - Election Day	148	56	795	215	-1	0	12	204
Precinct 7817 - Vote By Mail	201	95	795	309	3	0	10	296
Precinct 7818 - Election Day	122	42	823	172	-1	0	9	164
Precinct 7818 - Vote By Mail	227	88	823	335	-2	0	22	315
Precinct 7819 - Election Day	109	44	760	169	0	0	16	153
Precinct 7819 - Vote By Mail	187	78	760	297	2	0	30	265
Precinct 7821 - Election Day	144	74	947	229	0	0	11	218
Precinct 7821 - Vote By Mail	280	128	947	439	3	0	28	408
Precinct 7822 - Election Day	156	74	927	244	0	0	14	230
Precinct 7822 - Vote By Mail	225	100	927	343	2	0	16	325
Precinct 7823 - Election Day	170	50	857	237	-1	0	18	220
Precinct 7823 - Vote By Mail	213	102	857	347	0	0	32	315
Precinct 7824 - Election Day	104	56	756	170	1	0	9	160
Precinct 7824 - Vote By Mail	172	86	756	274	1	0	15	258
Precinct 7825 - Election Day	101	42	580	160	0	0	17	143
Precinct 7825 - Vote By Mail	145	59	580	215	-1	0	12	204
Precinct 7826 - Election Day	144	51	665	214	0	0	19	195
Precinct 7826 - Vote By Mail	133	47	665	194	-1	0	15	180
Precinct 7827 - Election Day	141	40	828	199	0	0	18	181
Precinct 7827 - Vote By Mail	184	53	828	252	0	0	15	237
Precinct 7828 - Election Day	117	70	976	205	-2	0	20	187
Precinct 7828 - Vote By Mail	233	133	976	397	-1	0	32	366
Precinct 7829 - Election Day	119	66	882	199	0	0	14	185
Precinct 7829 - Vote By Mail	225	133	882	391	0	1	32	358
Precinct 7831 - Election Day	132	56	828	202	0	0	14	188
Precinct 7831 - Vote By Mail	226	112	828	369	1	0	30	338
Precinct 7832 - Election Day	109	44	781	162	-1	0	10	153
Precinct 7832 - Vote By Mail	231	93	781	343	-1	0	20	324
Precinct 7833 - Election Day	127	41	745	182	0	0	14	168
Precinct 7833 - Vote By Mail	188	65	745	271	2	0	16	253
Precinct 7834 - Election Day	165	43	836	225	-1	0	18	208
Precinct 7834 - Vote By Mail	207	57	836	288	0	0	24	264
Precinct 7835 - Election Day	104	58	808	175	0	0	13	162
Precinct 7835 - Vote By Mail	216	99	808	338	1	0	22	315
Precinct 7836 - Election Day	121	62	979	199	0	0	16	183
Precinct 7836 - Vote By Mail	281	118	979	421	2	0	20	399
Precinct 7837 - Election Day	154	68	883	237	-1	0	16	222
Precinct 7837 - Vote By Mail	189	117	883	339	2	0	31	306
Precinct 7838 - Election Day	134	64	891	210	2	0	10	198
Precinct 7838 - Vote By Mail	253	131	891	413	1	0	28	384
Precinct 7839 - Election Day	108	42	830	172	2	0	20	150
Precinct 7839 - Vote By Mail	251	123	830	389	-1	0	16	374
Precinct 7841 - Election Day	166	61	898	240	0	0	13	227
Precinct 7841 - Vote By Mail	236	94	898	353	0	1	22	330
Precinct 7842 - Election Day	161	43	873	214	0	0	10	204
Precinct 7842 - Vote By Mail	206	73	873	308	1	0	28	279
Precinct 7843 - Election Day	128	41	751	182	-1	0	14	169
Precinct 7843 - Vote By Mail	179	68	751	267	-1	0	21	247
Precinct 7844 - Election Day	106	38	635	160	1	0	15	144
Precinct 7844 - Vote By Mail	175	50	635	245	-2	0	22	225
Precinct 7845 - Election Day	131	50	803	202	0	0	21	181
Precinct 7845 - Vote By Mail	198	91	803	314	0	0	25	289
Precinct 7846 - Election Day	147	58	871	221	0	0	16	205
Precinct 7846 - Vote By Mail	190	106	871	330	1	0	33	296
Precinct 7847 - Election Day	139	57	878	207	-1	0	12	196
Precinct 7847 - Vote By Mail	204	115	878	358	1	0	38	319
Precinct 7848 - Election Day	131	58	838	209	-3	0	23	189
Precinct 7848 - Vote By Mail	212	109	838	346	0	0	25	321
Precinct 7849 - Election Day	172	51	904	237	0	1	13	223
Precinct 7849 - Vote By Mail	238	89	904	353	-2	0	28	327
Precinct 7851 - Election Day	64	38	493	118	0	0	16	102
Precinct 7851 - Vote By Mail	122	63	493	204	0	0	19	185
Precinct 7852 - Election Day	60	34	634	104	-1	0	11	94
Precinct 7852 - Vote By Mail	176	102	634	303	0	0	25	278
Precinct 7853 - Election Day	113	45	837	180	0	0	22	158
Precinct 7853 - Vote By Mail	194	117	837	333	0	0	22	311
Precinct 7854 - Election Day	132	67	874	216	-1	0	18	199
Precinct 7854 - Vote By Mail	203	105	874	346	2	0	36	308
Precinct 7855 - Election Day	160	76	949	259	0	0	23	236
Precinct 7855 - Vote By Mail	224	107	949	359	-6	0	34	331
Precinct 7856 - Election Day	140	49	790	204	1	0	14	189
Precinct 7856 - Vote By Mail	197	89	790	312	-1	1	26	286
Precinct 7857 - Election Day	160	43	913	226	0	0	23	203
Precinct 7857 - Vote By Mail	224	108	913	350	-1	0	19	332
Precinct 7858 - Election Day	119	53	743	192	2	0	18	172
Precinct 7858 - Vote By Mail	176	63	743	252	0	0	13	239
Precinct 7859 - Election Day	146	58	879	219	-1	1	15	204
Precinct 7859 - Vote By Mail	219	108	879	352	0	0	25	327
Precinct 7861 - Election Day	122	45	835	184	0	1	16	167
Precinct 7861 - Vote By Mail	250	94	835	367	-1	0	24	344
Precinct 7862 - Election Day	160	65	850	237	0	0	12	225
Precinct 7862 - Vote By Mail	203	91	850	323	-2	0	31	294
Precinct 7863 - Election Day	162	62	870	237	0	0	13	224
Precinct 7863 - Vote By Mail	208	79	870	302	-2	0	17	287
Precinct 7864 - Election Day	130	44	773	188	0	0	14	174
Precinct 7864 - Vote By Mail	180	87	773	284	-2	0	19	267
Precinct 7865 - Election Day	115	52	808	178	1	0	10	167
Precinct 7865 - Vote By Mail	206	85	808	310	-1	0	20	291
Precinct 7866 - Election Day	123	49	816	184	-1	0	13	172
Precinct 7866 - Vote By Mail	236	125	816	389	-2	0	30	361
Precinct 7867 - Election Day	119	73	932	209	0	0	17	192
Precinct 7867 - Vote By Mail	234	117	932	385	1	0	33	351
Precinct 7868 - Election Day	131	72	860	218	-1	0	16	203
Precinct 7868 - Vote By Mail	198	104	860	324	2	0	20	302
Precinct 7869 - Election Day	146	52	842	219	0	0	21	198
Precinct 7869 - Vote By Mail	249	101	842	376	-1	0	27	350
Precinct 7871 - Election Day	157	70	882	240	-3	0	16	227
Precinct 7871 - Vote By Mail	224	112	882	364	1	0	27	336
Precinct 7872 - Election Day	149	75	864	242	-1	0	19	224
Precinct 7872 - Vote By Mail	246	99	864	369	0	0	24	345
Precinct 7873 - Election Day	151	62	841	231	0	0	18	213
Precinct 7873 - Vote By Mail	240	124	841	387	0	0	23	364
Precinct 7874 - Election Day	49	28	453	85	0	0	8	77
Precinct 7874 - Vote By Mail	103	58	453	174	1	0	12	161
Precinct 7875 - Election Day	79	39	615	127	0	0	9	118
Precinct 7875 - Vote By Mail	117	66	615	203	-3	0	23	183
Precinct 7876 - Election Day	57	35	491	101	0	0	9	92
Precinct 7876 - Vote By Mail	85	52	491	148	-1	0	12	137
Precinct 7901 - Election Day	57	15	466	87	-2	0	17	72
Precinct 7901 - Vote By Mail	79	44	466	133	0	0	10	123
Precinct 7902 - Election Day	142	38	921	188	0	0	8	180
Precinct 7902 - Vote By Mail	179	65	921	259	-1	0	16	244
Precinct 7903 - Election Day	91	32	819	144	0	0	21	123
Precinct 7903 - Vote By Mail	164	64	819	244	0	0	16	228
Precinct 7904 - Election Day	102	22	846	137	1	0	12	124
Precinct 7904 - Vote By Mail	161	72	846	248	-3	0	18	233
Precinct 7905 - Election Day	134	47	821	199	-1	0	19	181
Precinct 7905 - Vote By Mail	185	65	821	275	2	0	23	250
Precinct 7906 - Election Day	119	28	769	164	0	0	17	147
Precinct 7906 - Vote By Mail	146	57	769	214	-3	0	14	203
Precinct 7907 - Election Day	156	32	926	201	2	0	11	188
Precinct 7907 - Vote By Mail	190	78	926	286	2	0	16	268
Precinct 7908 - Election Day	126	57	936	191	0	0	8	183
Precinct 7908 - Vote By Mail	171	68	936	267	-1	0	29	239
Precinct 7909 - Election Day	137	40	726	190	0	0	13	177
Precinct 7909 - Vote By Mail	163	44	726	221	-4	0	18	207
Precinct 7911 - Election Day	136	37	849	192	1	0	18	173
Precinct 7911 - Vote By Mail	153	75	849	250	-4	0	26	228
Precinct 7912 - Election Day	164	38	1,036	215	0	0	13	202
Precinct 7912 - Vote By Mail	216	67	1,036	314	2	0	29	283
Precinct 7913 - Election Day	177	54	887	240	-7	0	16	231
Precinct 7913 - Vote By Mail	156	71	887	244	1	0	16	227
Precinct 7914 - Election Day	158	37	833	208	0	0	13	195
Precinct 7914 - Vote By Mail	174	63	833	253	-1	0	17	237
Precinct 7915 - Election Day	153	44	802	213	0	0	16	197
Precinct 7915 - Vote By Mail	171	42	802	222	-1	0	10	213
Precinct 7916 - Election Day	159	37	887	215	0	0	19	196
Precinct 7916 - Vote By Mail	200	70	887	289	0	0	19	270
Precinct 7917 - Election Day	186	48	983	254	-1	0	21	234
Precinct 7917 - Vote By Mail	193	76	983	287	0	0	18	269
Precinct 7918 - Election Day	136	36	790	191	0	0	19	172
Precinct 7918 - Vote By Mail	154	62	790	234	1	0	17	216
Precinct 7919 - Election Day	158	49	857	217	0	0	10	207
Precinct 7919 - Vote By Mail	173	54	857	241	0	1	13	227
Precinct 7921 - Election Day	90	50	883	151	-3	0	14	140
Precinct 7921 - Vote By Mail	151	49	883	210	0	0	10	200
Precinct 7922 - Election Day	135	34	797	182	1	0	12	169
Precinct 7922 - Vote By Mail	164	58	797	241	-1	0	20	222
Precinct 7923 - Election Day	149	41	863	202	1	0	11	190
Precinct 7923 - Vote By Mail	167	59	863	241	-1	0	16	226
Precinct 7924 - Election Day	118	42	806	172	1	0	11	160
Precinct 7924 - Vote By Mail	159	73	806	247	0	0	15	232
Precinct 7925 - Election Day	79	24	570	114	1	0	10	103
Precinct 7925 - Vote By Mail	130	50	570	191	0	0	11	180
Precinct 7926 - Election Day	133	33	768	177	0	0	11	166
Precinct 7926 - Vote By Mail	188	85	768	296	2	0	21	273
Precinct 7927 - Election Day	134	39	733	187	0	0	14	173
Precinct 7927 - Vote By Mail	208	61	733	289	-1	0	21	269
Precinct 7928 - Election Day	181	61	899	253	0	0	11	242
Precinct 7928 - Vote By Mail	213	65	899	297	-1	0	20	278
Precinct 7929 - Election Day	126	59	840	200	0	0	15	185
Precinct 7929 - Vote By Mail	281	76	840	367	-1	0	11	357
Precinct 7931 - Election Day	125	47	732	189	0	0	17	172
Precinct 7931 - Vote By Mail	221	75	732	317	-1	0	22	296
Precinct 7932 - Election Day	76	33	551	112	-1	0	4	109
Precinct 7932 - Vote By Mail	163	42	551	225	1	0	19	205
Precinct 7933 MB - Vote By Mail	1	2	8	4	0	0	1	3
Precinct 7934 - Election Day	148	35	885	195	-4	0	16	183
Precinct 7934 - Vote By Mail	243	64	885	328	1	0	20	307
Precinct 7935 - Election Day	199	57	938	283	1	0	26	256
Precinct 7935 - Vote By Mail	277	67	938	370	1	0	25	344
Precinct 7936 - Election Day	180	43	832	246	0	0	23	223
Precinct 7936 - Vote By Mail	233	66	832	326	2	0	25	299
Precinct 7937 - Election Day	166	37	874	223	0	0	20	203
Precinct 7937 - Vote By Mail	211	84	874	309	-1	0	15	295
Precinct 7938 - Election Day	105	40	774	162	0	0	17	145
Precinct 7938 - Vote By Mail	184	48	774	247	0	0	15	232
Precinct 7939 - Election Day	126	45	667	186	1	0	14	171
Precinct 7939 - Vote By Mail	154	58	667	230	-2	0	20	212
Precinct 7941 - Election Day	110	42	728	167	0	0	15	152
Precinct 7941 - Vote By Mail	171	37	728	236	1	1	26	208
Precinct 7942 - Election Day	111	35	893	166	1	0	19	146
Precinct 7942 - Vote By Mail	188	69	893	286	0	0	29	257
Precinct 7943 - Election Day	119	60	887	192	-3	0	16	179
Precinct 7943 - Vote By Mail	210	91	887	319	0	0	18	301
Precinct 7944 - Election Day	153	34	769	201	-2	0	16	187
Precinct 7944 - Vote By Mail	163	56	769	235	-1	0	17	219
Precinct 7945 - Election Day	85	27	897	118	-2	0	8	112
Precinct 7945 - Vote By Mail	210	63	897	294	-1	0	22	273
Precinct 7946 - Election Day	84	36	909	134	1	0	13	120
Precinct 7946 - Vote By Mail	223	82	909	348	4	0	39	305
Precinct 7947 - Election Day	77	34	894	128	-1	0	18	111
Precinct 7947 - Vote By Mail	196	97	894	327	-2	0	36	293
Precinct 7948 - Election Day	104	46	900	165	0	0	15	150
Precinct 7948 - Vote By Mail	204	81	900	313	-2	0	30	285
Precinct 7949 - Election Day	38	26	552	78	3	0	11	64
Precinct 7949 - Vote By Mail	124	84	552	224	0	0	16	208
Precinct 7951 - Election Day	58	30	830	97	0	0	9	88
Precinct 7951 - Vote By Mail	209	111	830	341	-3	0	24	320
Precinct 7952 - Election Day	62	28	823	100	0	0	10	90
Precinct 7952 - Vote By Mail	191	77	823	288	-4	0	24	268
Precinct 7953 - Election Day	71	26	795	103	-4	0	10	97
Precinct 7953 - Vote By Mail	191	76	795	294	-2	0	29	267
Precinct 7955 - Election Day	82	22	854	116	1	0	11	104
Precinct 7955 - Vote By Mail	213	74	854	320	-1	0	34	287
Precinct 7956 - Election Day	58	22	779	101	2	0	19	80
Precinct 7956 - Vote By Mail	144	77	779	247	6	1	19	221
Precinct 7957 - Election Day	55	29	623	97	1	0	12	84
Precinct 7957 - Vote By Mail	132	63	623	217	0	1	21	195
Precinct 7958 MB - Vote By Mail	68	30	263	104	-3	1	8	98
Precinct 7959 - Election Day	70	35	695	110	-2	0	7	105
Precinct 7959 - Vote By Mail	106	72	695	190	2	0	10	178
Precinct 9001 MB - Vote By Mail	59	33	257	101	1	0	8	92
Precinct 9101 - Election Day	117	53	833	190	-1	0	21	170
Precinct 9101 - Vote By Mail	204	91	833	323	-2	0	30	295
Precinct 9102 - Election Day	116	45	950	182	-1	0	22	161
Precinct 9102 - Vote By Mail	222	83	950	335	1	0	29	305
Precinct 9103 - Election Day	115	42	924	174	0	0	17	157
Precinct 9103 - Vote By Mail	189	86	924	302	-1	0	28	275
Precinct 9104 - Election Day	107	46	937	176	0	0	23	153
Precinct 9104 - Vote By Mail	225	77	937	332	-2	0	32	302
Precinct 9105 - Election Day	132	38	888	191	0	0	21	170
Precinct 9105 - Vote By Mail	228	93	888	339	-1	0	19	321
Precinct 9106 - Election Day	130	61	907	213	1	0	21	191
Precinct 9106 - Vote By Mail	207	85	907	334	5	0	37	292
Precinct 9107 - Election Day	111	36	806	164	0	0	17	147
Precinct 9107 - Vote By Mail	165	55	806	246	3	0	23	220
Precinct 9108 - Election Day	117	51	761	185	1	0	16	168
Precinct 9108 - Vote By Mail	128	68	761	220	0	0	24	196
Precinct 9109 - Election Day	129	63	848	205	-1	0	14	192
Precinct 9109 - Vote By Mail	177	76	848	285	1	0	31	253
Precinct 9111 - Election Day	96	39	756	150	0	0	15	135
Precinct 9111 - Vote By Mail	139	64	756	226	-2	0	25	203
Precinct 9112 - Election Day	145	52	918	211	0	0	14	197
Precinct 9112 - Vote By Mail	209	64	918	295	-1	0	23	273
Precinct 9113 - Election Day	150	50	959	231	1	0	30	200
Precinct 9113 - Vote By Mail	235	87	959	351	0	0	29	322
Precinct 9114 - Election Day	113	41	820	170	0	0	16	154
Precinct 9114 - Vote By Mail	195	54	820	273	0	0	24	249
Precinct 9115 - Election Day	106	45	873	172	0	0	21	151
Precinct 9115 - Vote By Mail	201	65	873	287	0	0	21	266
Precinct 9116 - Election Day	132	42	903	193	2	0	17	174
Precinct 9116 - Vote By Mail	205	87	903	314	1	0	21	292
Precinct 9117 - Election Day	121	50	756	180	0	0	9	171
Precinct 9117 - Vote By Mail	174	77	756	285	1	0	33	251
Precinct 9118 - Election Day	114	49	923	184	0	0	21	163
Precinct 9118 - Vote By Mail	177	72	923	268	-2	0	21	249
Precinct 9119 - Election Day	107	28	856	152	-3	0	20	135
Precinct 9119 - Vote By Mail	220	80	856	323	-1	0	24	300
Precinct 9121 - Election Day	104	58	890	188	0	0	26	162
Precinct 9121 - Vote By Mail	174	79	890	274	-1	0	22	253
Precinct 9122 - Election Day	85	31	913	131	0	0	15	116
Precinct 9122 - Vote By Mail	187	83	913	292	-2	0	24	270
Precinct 9123 - Election Day	114	43	829	175	0	0	18	157
Precinct 9123 - Vote By Mail	180	63	829	270	1	1	25	243
Precinct 9124 - Election Day	97	40	832	150	0	0	13	137
Precinct 9124 - Vote By Mail	198	56	832	290	-1	0	37	254
Precinct 9125 - Election Day	102	41	822	159	-2	0	18	143
Precinct 9125 - Vote By Mail	188	87	822	299	-5	0	29	275
Precinct 9126 - Election Day	113	56	945	186	0	0	17	169
Precinct 9126 - Vote By Mail	230	92	945	350	1	0	27	322
Precinct 9127 - Election Day	130	60	908	209	0	0	19	190
Precinct 9127 - Vote By Mail	212	70	908	315	-3	0	36	282
Precinct 9128 - Election Day	113	57	805	188	0	0	18	170
Precinct 9128 - Vote By Mail	182	85	805	296	-2	0	31	267
Precinct 9129 - Election Day	120	47	713	173	0	0	6	167
Precinct 9129 - Vote By Mail	141	62	713	225	0	1	21	203
Precinct 9131 - Election Day	91	46	740	151	0	0	14	137
Precinct 9131 - Vote By Mail	185	66	740	274	-1	0	24	251
Precinct 9132 - Election Day	113	38	827	167	0	0	16	151
Precinct 9132 - Vote By Mail	150	77	827	251	-1	1	24	227
Precinct 9133 - Election Day	114	52	1,007	188	0	1	21	166
Precinct 9133 - Vote By Mail	235	102	1,007	388	1	0	50	337
Precinct 9134 - Election Day	77	37	893	132	-2	0	20	114
Precinct 9134 - Vote By Mail	198	75	893	297	4	0	20	273
Precinct 9135 - Election Day	89	43	778	149	0	0	17	132
Precinct 9135 - Vote By Mail	154	91	778	269	2	0	22	245
Precinct 9136 - Election Day	132	42	894	191	0	0	17	174
Precinct 9136 - Vote By Mail	196	63	894	289	2	0	28	259
Precinct 9137 - Election Day	128	55	946	201	-1	0	19	183
Precinct 9137 - Vote By Mail	208	79	946	323	2	0	34	287
Precinct 9138 - Election Day	93	47	892	155	0	0	15	140
Precinct 9138 - Vote By Mail	213	85	892	323	-3	0	28	298
Precinct 9139 - Election Day	100	50	912	163	-1	0	14	150
Precinct 9139 - Vote By Mail	214	109	912	356	1	0	32	323
Precinct 9141 - Election Day	110	38	904	168	-1	0	21	148
Precinct 9141 - Vote By Mail	220	82	904	328	-1	0	27	302
Precinct 9142 - Election Day	155	50	921	219	1	0	13	205
Precinct 9142 - Vote By Mail	187	73	921	288	0	0	28	260
Precinct 9143 - Election Day	134	39	887	196	1	0	22	173
Precinct 9143 - Vote By Mail	207	80	887	315	-1	0	29	287
Precinct 9144 - Election Day	143	62	931	221	1	0	15	205
Precinct 9144 - Vote By Mail	197	96	931	322	-2	0	31	293
Precinct 9145 - Election Day	137	38	837	197	1	0	21	175
Precinct 9145 - Vote By Mail	194	67	837	282	0	1	20	261
Precinct 9146 - Election Day	153	33	866	206	1	0	19	186
Precinct 9146 - Vote By Mail	200	65	866	297	2	0	30	265
Precinct 9147 - Election Day	157	57	920	227	1	0	12	214
Precinct 9147 - Vote By Mail	231	66	920	318	-4	0	25	297
Precinct 9148 - Election Day	159	42	946	226	-1	0	26	201
Precinct 9148 - Vote By Mail	215	85	946	322	3	0	19	300
Precinct 9149 - Election Day	123	52	884	196	0	0	21	175
Precinct 9149 - Vote By Mail	201	65	884	296	3	0	27	266
Precinct 9151 - Election Day	106	35	806	152	-1	0	12	141
Precinct 9151 - Vote By Mail	153	87	806	267	-1	0	28	240
Precinct 9152 - Election Day	39	24	712	67	1	0	3	63
Precinct 9152 - Vote By Mail	92	36	712	138	2	0	8	128
Precinct 9201 - Election Day	141	48	953	201	0	0	12	189
Precinct 9201 - Vote By Mail	142	67	953	229	3	0	17	209
Precinct 9202 - Election Day	106	60	908	184	-1	0	19	166
Precinct 9202 - Vote By Mail	132	67	908	218	0	1	18	199
Precinct 9203 - Election Day	97	38	968	145	0	0	10	135
Precinct 9203 - Vote By Mail	157	111	968	300	1	0	31	268
Precinct 9204 - Election Day	79	49	809	147	1	0	18	128
Precinct 9204 - Vote By Mail	130	78	809	223	-2	0	17	208
Precinct 9205 - Election Day	70	29	694	113	0	0	14	99
Precinct 9205 - Vote By Mail	120	59	694	201	1	0	21	179
Precinct 9206 - Election Day	73	48	887	135	-2	0	16	121
Precinct 9206 - Vote By Mail	176	86	887	294	0	1	31	262
