Subtotal Area	YES	NO	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Ballots Counted
Precinct 9207 - Election Day	97	38	913	148	0	0	13	135
Precinct 9207 - Vote By Mail	148	88	913	249	-2	0	15	236
Precinct 9208 - Election Day	92	40	936	147	0	0	15	132
Precinct 9208 - Vote By Mail	139	75	936	240	-2	0	28	214
Precinct 9209 - Election Day	66	48	675	121	-1	0	8	114
Precinct 9209 - Vote By Mail	111	51	675	188	-3	0	29	162
Precinct 9211 - Election Day	79	38	834	130	0	0	13	117
Precinct 9211 - Vote By Mail	130	61	834	212	-1	0	22	191
Precinct 9212 - Election Day	63	41	764	121	0	0	17	104
Precinct 9212 - Vote By Mail	111	69	764	205	0	0	25	180
Precinct 9213 - Election Day	81	44	890	140	0	0	15	125
Precinct 9213 - Vote By Mail	142	94	890	260	1	0	23	236
Precinct 9214 - Election Day	57	27	581	92	0	0	8	84
Precinct 9214 - Vote By Mail	118	60	581	203	2	0	23	178
Precinct 9215 - Election Day	63	53	626	130	0	1	13	116
Precinct 9215 - Vote By Mail	107	46	626	170	2	0	15	153
Precinct 9216 - Election Day	75	44	798	134	0	0	15	119
Precinct 9216 - Vote By Mail	117	66	798	206	2	0	21	183
Precinct 9217 - Election Day	73	41	684	123	0	0	9	114
Precinct 9217 - Vote By Mail	110	53	684	187	0	0	24	163
Precinct 9218 - Election Day	60	50	797	119	0	0	9	110
Precinct 9218 - Vote By Mail	121	80	797	225	-1	0	25	201
Precinct 9219 - Election Day	94	37	733	146	0	0	15	131
Precinct 9219 - Vote By Mail	112	58	733	187	1	0	16	170
Precinct 9221 - Election Day	72	41	641	121	0	0	8	113
Precinct 9221 - Vote By Mail	156	96	641	278	0	0	26	252
Precinct 9222 - Election Day	76	46	842	139	0	0	17	122
Precinct 9222 - Vote By Mail	163	83	842	268	1	0	21	246
Precinct 9223 - Election Day	45	32	606	88	2	0	9	77
Precinct 9223 - Vote By Mail	124	58	606	202	3	0	17	182
Precinct 9224 - Election Day	117	36	912	171	2	0	16	153
Precinct 9224 - Vote By Mail	188	97	912	308	-1	1	23	285
Precinct 9225 - Election Day	93	54	898	161	0	0	14	147
Precinct 9225 - Vote By Mail	144	80	898	243	0	0	19	224
Precinct 9226 - Election Day	75	51	905	143	-1	0	18	126
Precinct 9226 - Vote By Mail	186	97	905	312	-2	0	31	283
Precinct 9227 - Election Day	87	40	729	140	0	0	13	127
Precinct 9227 - Vote By Mail	189	86	729	304	2	0	27	275
Precinct 9228 - Election Day	109	49	726	175	0	0	17	158
Precinct 9228 - Vote By Mail	161	91	726	277	1	0	24	252
Precinct 9229 - Election Day	83	35	596	130	-1	0	13	118
Precinct 9229 - Vote By Mail	140	66	596	219	0	0	13	206
Precinct 9231 - Election Day	140	67	919	221	0	0	14	207
Precinct 9231 - Vote By Mail	173	88	919	294	0	0	33	261
Precinct 9232 - Election Day	100	32	701	151	2	0	17	132
Precinct 9232 - Vote By Mail	162	92	701	274	0	0	20	254
Precinct 9233 - Election Day	71	43	774	139	0	1	24	114
Precinct 9233 - Vote By Mail	173	103	774	308	0	0	32	276
Precinct 9234 - Election Day	81	35	731	131	-1	0	16	116
Precinct 9234 - Vote By Mail	171	83	731	281	-1	0	28	254
Precinct 9235 - Election Day	82	64	842	174	1	0	27	146
Precinct 9235 - Vote By Mail	170	98	842	298	0	1	29	268
Precinct 9236 - Election Day	78	40	658	130	0	0	12	118
Precinct 9236 - Vote By Mail	138	45	658	207	0	0	24	183
Precinct 9237 - Election Day	87	41	880	145	0	0	17	128
Precinct 9237 - Vote By Mail	187	114	880	331	-1	0	31	301
Precinct 9238 - Election Day	73	34	792	130	-2	1	24	107
Precinct 9238 - Vote By Mail	162	85	792	271	-1	0	25	247
Precinct 9239 - Election Day	75	26	835	117	0	0	16	101
Precinct 9239 - Vote By Mail	192	103	835	318	-4	0	27	295
Precinct 9241 - Election Day	103	42	961	158	1	0	12	145
Precinct 9241 - Vote By Mail	178	111	961	322	3	0	30	289
Precinct 9242 - Election Day	88	30	940	154	1	0	35	118
Precinct 9242 - Vote By Mail	194	85	940	300	0	0	21	279
Precinct 9243 - Election Day	88	31	572	135	0	0	16	119
Precinct 9243 - Vote By Mail	114	59	572	188	2	0	13	173
Precinct 9244 - Election Day	95	37	880	149	1	0	16	132
Precinct 9244 - Vote By Mail	158	85	880	269	-2	0	28	243
Precinct 9245 - Election Day	81	35	706	128	0	0	12	116
Precinct 9245 - Vote By Mail	136	64	706	226	2	0	24	200
Precinct 9246 - Election Day	81	44	910	139	0	0	14	125
Precinct 9246 - Vote By Mail	188	82	910	299	0	0	29	270
Precinct 9247 - Election Day	89	51	936	151	-1	0	12	140
Precinct 9247 - Vote By Mail	198	80	936	303	1	0	24	278
Precinct 9248 - Election Day	106	52	898	181	0	0	23	158
Precinct 9248 - Vote By Mail	176	74	898	282	0	0	32	250
Precinct 9249 - Election Day	111	56	910	187	1	0	19	167
Precinct 9249 - Vote By Mail	196	89	910	314	0	0	29	285
Precinct 9251 - Election Day	124	68	946	204	-1	0	13	192
Precinct 9251 - Vote By Mail	225	86	946	342	0	0	31	311
Precinct 9252 - Election Day	93	38	913	140	-1	0	10	131
Precinct 9252 - Vote By Mail	211	113	913	352	2	0	26	324
Precinct 9253 - Election Day	75	40	751	138	2	0	21	115
Precinct 9253 - Vote By Mail	174	64	751	272	-1	0	35	238
Precinct 9254 - Election Day	106	44	889	168	0	0	18	150
Precinct 9254 - Vote By Mail	208	88	889	318	-1	0	23	296
Precinct 9255 - Election Day	88	26	545	126	0	0	12	114
Precinct 9255 - Vote By Mail	71	49	545	128	1	0	7	120
Precinct 9256 - Election Day	45	25	433	77	0	0	7	70
Precinct 9256 - Vote By Mail	60	36	433	103	-2	0	9	96
Precinct 9257 MB - Vote By Mail	104	35	312	150	0	0	11	139
Precinct 9258 - Election Day	84	32	699	127	0	0	11	116
Precinct 9258 - Vote By Mail	172	54	699	244	1	0	17	226
Precinct 9401 - Election Day	140	36	970	194	0	0	18	176
Precinct 9401 - Vote By Mail	204	64	970	293	-1	0	26	268
Precinct 9402 - Election Day	135	42	931	197	0	0	20	177
Precinct 9402 - Vote By Mail	200	71	931	307	0	0	36	271
Precinct 9403 - Election Day	116	33	853	167	-1	0	19	149
Precinct 9403 - Vote By Mail	180	80	853	286	2	0	24	260
Precinct 9404 - Election Day	101	36	889	153	0	0	16	137
Precinct 9404 - Vote By Mail	200	75	889	320	0	0	45	275
Precinct 9405 - Election Day	94	51	757	160	-1	0	16	145
Precinct 9405 - Vote By Mail	159	62	757	245	0	0	24	221
Precinct 9406 - Election Day	104	62	815	179	0	1	12	166
Precinct 9406 - Vote By Mail	179	75	815	277	2	0	21	254
Precinct 9407 - Election Day	124	45	861	191	0	0	22	169
Precinct 9407 - Vote By Mail	180	78	861	284	-2	0	28	258
Precinct 9408 - Election Day	125	40	837	187	1	0	21	165
Precinct 9408 - Vote By Mail	177	43	837	246	-4	0	30	220
Precinct 9409 - Election Day	92	37	565	140	0	0	11	129
Precinct 9409 - Vote By Mail	116	34	565	170	0	0	20	150
Precinct 9411 - Election Day	114	45	936	175	-1	0	17	159
Precinct 9411 - Vote By Mail	171	66	936	261	1	0	23	237
Precinct 9412 - Election Day	109	46	843	164	0	0	9	155
Precinct 9412 - Vote By Mail	179	70	843	285	-1	1	36	249
Precinct 9413 - Election Day	119	36	858	172	-1	0	18	155
Precinct 9413 - Vote By Mail	192	77	858	310	1	0	40	269
Precinct 9414 - Election Day	97	39	862	159	1	0	22	136
Precinct 9414 - Vote By Mail	193	78	862	307	-2	0	38	271
Precinct 9415 - Election Day	72	37	755	121	-3	0	15	109
Precinct 9415 - Vote By Mail	177	84	755	284	-3	0	26	261
Precinct 9416 - Election Day	121	58	962	198	0	0	19	179
Precinct 9416 - Vote By Mail	197	86	962	316	-2	0	35	283
Precinct 9417 - Election Day	79	27	714	117	1	0	10	106
Precinct 9417 - Vote By Mail	184	68	714	286	-3	0	37	252
Precinct 9418 - Election Day	101	39	753	157	0	0	17	140
Precinct 9418 - Vote By Mail	176	65	753	269	-3	0	31	241
Precinct 9419 - Election Day	102	41	893	167	-1	0	25	143
Precinct 9419 - Vote By Mail	194	94	893	326	2	0	36	288
Precinct 9421 - Election Day	96	35	878	150	-1	0	20	131
Precinct 9421 - Vote By Mail	221	74	878	316	-1	0	22	295
Precinct 9422 - Election Day	127	52	1,010	200	1	0	20	179
Precinct 9422 - Vote By Mail	228	102	1,010	358	-1	0	29	330
Precinct 9423 - Election Day	90	45	853	147	0	0	12	135
Precinct 9423 - Vote By Mail	176	86	853	292	-3	3	30	262
Precinct 9424 - Election Day	85	44	910	146	1	0	16	129
Precinct 9424 - Vote By Mail	211	90	910	331	0	0	30	301
Precinct 9425 - Election Day	90	29	903	136	2	0	15	119
Precinct 9425 - Vote By Mail	196	82	903	313	0	0	35	278
Precinct 9426 - Election Day	83	43	801	143	-1	0	18	126
Precinct 9426 - Vote By Mail	183	57	801	283	7	0	36	240
Precinct 9427 - Election Day	81	39	889	129	0	0	9	120
Precinct 9427 - Vote By Mail	232	71	889	333	1	0	29	303
Precinct 9428 - Election Day	75	34	892	122	-1	0	14	109
Precinct 9428 - Vote By Mail	230	87	892	346	-2	0	31	317
Precinct 9429 - Election Day	104	55	866	173	0	0	14	159
Precinct 9429 - Vote By Mail	203	85	866	308	-1	0	21	288
Precinct 9431 - Election Day	92	42	954	152	-1	0	19	134
Precinct 9431 - Vote By Mail	212	100	954	352	1	1	38	312
Precinct 9432 - Election Day	100	41	901	155	0	1	13	141
Precinct 9432 - Vote By Mail	186	79	901	307	1	0	41	265
Precinct 9433 - Election Day	90	45	912	155	0	0	20	135
Precinct 9433 - Vote By Mail	201	83	912	317	0	0	33	284
Precinct 9434 - Election Day	117	47	963	188	-1	0	25	164
Precinct 9434 - Vote By Mail	230	88	963	349	-3	0	34	318
Precinct 9435 - Election Day	123	50	934	195	0	0	22	173
Precinct 9435 - Vote By Mail	215	67	934	320	-4	1	41	282
Precinct 9436 - Election Day	103	39	941	161	0	1	18	142
Precinct 9436 - Vote By Mail	238	73	941	337	-4	0	30	311
Precinct 9437 - Election Day	96	55	873	170	0	0	19	151
Precinct 9437 - Vote By Mail	185	104	873	324	1	0	34	289
Precinct 9438 - Election Day	76	39	918	129	1	0	13	115
Precinct 9438 - Vote By Mail	188	114	918	336	-1	0	35	302
Precinct 9439 - Election Day	79	36	827	126	0	0	11	115
Precinct 9439 - Vote By Mail	205	67	827	314	-2	0	44	272
Precinct 9441 - Election Day	137	45	939	205	-1	0	24	182
Precinct 9441 - Vote By Mail	224	87	939	337	-1	0	27	311
Precinct 9442 - Election Day	143	45	970	200	2	0	10	188
Precinct 9442 - Vote By Mail	196	101	970	325	-2	0	30	297
Precinct 9443 - Election Day	87	37	886	138	0	0	14	124
Precinct 9443 - Vote By Mail	202	73	886	304	0	0	29	275
Precinct 9444 - Election Day	73	32	901	118	-3	0	16	105
Precinct 9444 - Vote By Mail	180	99	901	312	-1	0	34	279
Precinct 9445 - Election Day	105	33	945	154	0	0	16	138
Precinct 9445 - Vote By Mail	213	99	945	342	-1	0	31	312
Precinct 9446 - Election Day	91	54	1,043	164	1	0	18	145
Precinct 9446 - Vote By Mail	279	98	1,043	417	1	0	39	377
Precinct 9447 - Election Day	114	42	891	171	1	0	14	156
Precinct 9447 - Vote By Mail	202	97	891	327	0	0	28	299
Precinct 9448 - Election Day	102	41	877	159	0	0	16	143
Precinct 9448 - Vote By Mail	193	83	877	307	-4	0	35	276
Precinct 9449 - Election Day	69	26	784	97	-1	0	3	95
Precinct 9449 - Vote By Mail	195	77	784	302	0	0	30	272
Precinct 9451 - Election Day	30	20	414	57	0	0	7	50
Precinct 9451 - Vote By Mail	97	44	414	154	4	0	9	141
Precinct 9452 - Election Day	110	41	799	175	0	0	24	151
Precinct 9452 - Vote By Mail	181	73	799	281	0	0	27	254
Precinct 9453 - Election Day	50	32	488	90	0	0	8	82
Precinct 9453 - Vote By Mail	115	47	488	175	0	0	13	162
Precinct 9501 MB - Vote By Mail	32	30	149	71	-2	0	11	62
Precinct 9502 MB - Vote By Mail	71	39	233	116	-1	0	7	110
Precinct 9503/9504 - Election Day	77	30	725	128	0	0	21	107
Precinct 9503/9504 - Vote By Mail	115	46	725	184	2	1	20	161
Precinct 9505 - Election Day	86	41	756	147	0	0	20	127
Precinct 9505 - Vote By Mail	171	80	756	274	0	0	23	251
Precinct 9506 - Election Day	85	42	771	134	0	0	7	127
Precinct 9506 - Vote By Mail	135	62	771	217	2	0	18	197
Precinct 9507 - Election Day	109	41	733	170	0	0	20	150
Precinct 9507 - Vote By Mail	144	58	733	218	-1	0	17	202
Precinct 9508 - Election Day	127	44	784	180	0	0	9	171
Precinct 9508 - Vote By Mail	175	70	784	258	-1	0	14	245
Precinct 9509 - Election Day	112	34	719	165	-1	0	20	146
Precinct 9509 - Vote By Mail	149	74	719	239	-1	0	17	223
Precinct 9511 - Election Day	94	38	600	147	-2	0	17	132
Precinct 9511 - Vote By Mail	118	46	600	177	0	0	13	164
Precinct 9512 - Election Day	94	51	771	161	-1	0	17	145
Precinct 9512 - Vote By Mail	169	71	771	251	-4	0	15	240
Precinct 9513 - Election Day	113	57	864	200	1	0	29	170
Precinct 9513 - Vote By Mail	154	78	864	261	3	0	26	232
Precinct 9514/9522 - Election Day	152	58	869	229	1	0	18	210
Precinct 9514/9522 - Vote By Mail	170	69	869	257	-1	0	19	239
Precinct 9515 - Election Day	99	46	685	159	0	0	14	145
Precinct 9515 - Vote By Mail	153	67	685	243	-2	0	25	220
Precinct 9516 - Election Day	133	54	864	206	0	0	19	187
Precinct 9516 - Vote By Mail	157	87	864	269	1	0	24	244
Precinct 9517 - Election Day	126	48	768	197	0	0	23	174
Precinct 9517 - Vote By Mail	166	45	768	235	1	0	23	211
Precinct 9518 - Election Day	131	40	783	180	0	0	9	171
Precinct 9518 - Vote By Mail	171	54	783	242	-1	0	18	225
Precinct 9519 - Election Day	138	54	850	217	0	0	25	192
Precinct 9519 - Vote By Mail	206	61	850	294	0	0	27	267
Precinct 9521 - Election Day	171	58	893	254	0	0	25	229
Precinct 9521 - Vote By Mail	209	70	893	290	-2	0	13	279
Precinct 9701 - Election Day	118	30	665	156	0	0	8	148
Precinct 9701 - Vote By Mail	148	63	665	235	-1	0	25	211
Precinct 9702 - Election Day	134	44	710	194	0	0	16	178
Precinct 9702 - Vote By Mail	153	59	710	231	1	0	18	212
Precinct 9703 - Election Day	114	55	931	182	-1	0	14	169
Precinct 9703 - Vote By Mail	247	89	931	373	3	1	33	336
Precinct 9704 - Election Day	127	53	942	191	1	0	10	180
Precinct 9704 - Vote By Mail	233	79	942	354	-1	0	43	312
Precinct 9705 - Election Day	148	43	879	208	0	0	17	191
Precinct 9705 - Vote By Mail	206	78	879	309	-1	0	26	284
Precinct 9706 MB - Vote By Mail	22	9	51	32	0	0	1	31
Precinct 9707 - Election Day	72	43	799	121	0	0	6	115
Precinct 9707 - Vote By Mail	230	89	799	355	0	0	36	319
Precinct 9708 - Election Day	132	37	919	193	1	0	23	169
Precinct 9708 - Vote By Mail	186	103	919	324	6	0	29	289
Precinct 9709 - Election Day	112	59	998	196	0	0	25	171
Precinct 9709 - Vote By Mail	210	114	998	355	-3	0	34	324
Precinct 9711 - Election Day	99	51	625	167	0	0	17	150
Precinct 9711 - Vote By Mail	173	67	625	254	-1	0	15	240
Precinct 9712 - Election Day	88	40	651	134	-1	0	7	128
Precinct 9712 - Vote By Mail	175	96	651	288	1	0	16	271
Precinct 9713 - Election Day	82	49	930	161	6	0	24	131
Precinct 9713 - Vote By Mail	223	99	930	362	0	0	40	322
Precinct 9714 - Election Day	94	50	911	154	0	0	10	144
Precinct 9714 - Vote By Mail	231	108	911	367	-1	0	29	339
Precinct 9715 - Election Day	94	55	566	162	0	0	13	149
Precinct 9715 - Vote By Mail	121	75	566	218	4	0	18	196
Precinct 9716 - Election Day	128	59	928	198	-1	0	12	187
Precinct 9716 - Vote By Mail	246	95	928	368	5	0	22	341
Precinct 9717 - Election Day	113	69	967	206	0	0	24	182
Precinct 9717 - Vote By Mail	207	132	967	371	-2	0	34	339
Precinct 9718 - Election Day	115	54	843	183	-1	0	15	169
Precinct 9718 - Vote By Mail	241	119	843	385	2	0	23	360
Precinct 9719 - Election Day	115	55	863	186	1	0	15	170
Precinct 9719 - Vote By Mail	261	103	863	389	2	1	22	364
Precinct 9721 - Election Day	105	65	653	182	-1	0	13	170
Precinct 9721 - Vote By Mail	154	79	653	250	-1	0	18	233
Precinct 9722 - Election Day	49	27	593	86	-1	0	11	76
Precinct 9722 - Vote By Mail	171	80	593	269	-3	0	21	251
Precinct 9723 - Election Day	46	23	458	74	0	0	5	69
Precinct 9723 - Vote By Mail	128	52	458	198	1	0	17	180
Precinct 9724 - Election Day	101	34	950	144	0	0	9	135
Precinct 9724 - Vote By Mail	244	116	950	386	-4	0	30	360
Precinct 9725 - Election Day	70	36	941	118	-2	0	14	106
Precinct 9725 - Vote By Mail	208	116	941	350	-3	0	29	324
Precinct 9726 - Election Day	48	31	685	83	0	0	4	79
Precinct 9726 - Vote By Mail	83	44	685	137	-5	0	15	127
Precinct 9727 - Election Day	39	15	435	60	-1	1	6	54
Precinct 9727 - Vote By Mail	110	78	435	205	3	0	14	188
Precinct 9728 - Election Day	129	66	906	204	-2	0	11	195
Precinct 9728 - Vote By Mail	223	125	906	378	-1	0	31	348
Precinct 9729 - Election Day	102	48	782	161	1	0	10	150
Precinct 9729 - Vote By Mail	192	88	782	304	1	0	23	280
Precinct 9731 - Election Day	79	46	529	138	0	0	13	125
Precinct 9731 - Vote By Mail	109	71	529	189	0	0	9	180
Precinct 9732 MB - Vote By Mail	19	20	73	43	0	0	4	39
Precinct 9733 MB - Vote By Mail	95	39	224	146	0	0	12	134
Precinct 9734 - Election Day	66	49	577	122	-1	0	8	115
Precinct 9734 - Vote By Mail	151	94	577	261	-2	0	18	245
Precinct 9735 - Election Day	91	58	782	167	1	1	16	149
Precinct 9735 - Vote By Mail	217	101	782	344	6	0	20	318
Precinct 9736 - Election Day	77	54	699	145	0	0	14	131
Precinct 9736 - Vote By Mail	198	83	699	305	5	0	19	281
Precinct 9737 - Election Day	125	39	792	175	0	0	11	164
Precinct 9737 - Vote By Mail	235	80	792	343	0	0	28	315
Precinct 9738 - Election Day	53	36	830	99	0	0	10	89
Precinct 9738 - Vote By Mail	168	70	830	263	1	0	24	238
Precinct 9739 - Election Day	85	32	826	126	0	0	9	117
Precinct 9739 - Vote By Mail	130	54	826	193	-2	0	11	184
Precinct 9741 - Election Day	12	4	1,022	19	0	0	3	16
Precinct 9741 - Vote By Mail	10	10	1,022	24	0	0	4	20
Precinct 9742 - Election Day	78	43	647	134	0	0	13	121
Precinct 9742 - Vote By Mail	104	66	647	187	3	0	14	170
Precinct 9743 - Election Day	103	46	1,093	172	0	0	23	149
Precinct 9743 - Vote By Mail	202	81	1,093	317	1	0	33	283
Precinct 9744 - Election Day	75	47	902	141	1	0	18	122
Precinct 9744 - Vote By Mail	129	82	902	234	2	0	21	211
Precinct 9745 - Election Day	87	38	934	141	0	0	16	125
Precinct 9745 - Vote By Mail	141	46	934	205	2	0	16	187
Precinct 9746 - Election Day	99	67	867	192	0	0	26	166
Precinct 9746 - Vote By Mail	210	99	867	334	0	0	25	309
Precinct 9747 - Election Day	137	45	940	198	0	0	16	182
Precinct 9747 - Vote By Mail	205	86	940	323	-1	0	33	291
Precinct 9748 - Election Day	99	48	913	164	1	0	16	147
Precinct 9748 - Vote By Mail	213	98	913	342	-3	0	34	311
Precinct 9749 - Election Day	86	37	893	143	-2	0	22	123
Precinct 9749 - Vote By Mail	174	69	893	266	4	0	19	243
Precinct 9751 - Election Day	101	40	977	157	-1	0	17	141
Precinct 9751 - Vote By Mail	236	113	977	384	-2	0	37	349
Precinct 9752 - Election Day	78	51	692	143	0	0	14	129
Precinct 9752 - Vote By Mail	209	75	692	305	0	0	21	284
Precinct 9753 - Election Day	103	31	735	148	-1	0	15	134
Precinct 9753 - Vote By Mail	178	67	735	266	-1	0	22	245
Precinct 9754 - Election Day	126	34	701	169	0	0	9	160
Precinct 9754 - Vote By Mail	209	69	701	296	-2	0	20	278
Precinct 9755 - Election Day	80	31	553	120	-1	0	10	111
Precinct 9755 - Vote By Mail	138	47	553	201	1	0	15	185
Precinct 9756 - Election Day	78	35	908	126	0	0	13	113
Precinct 9756 - Vote By Mail	171	99	908	297	4	0	23	270
Precinct 9801 - Election Day	51	18	399	76	-1	0	8	69
Precinct 9801 - Vote By Mail	101	36	399	148	2	0	9	137
Congressional District 12	142,541	61,587	426,647	225,360	-47	68	21,211	204,128
Congressional District 14	17,673	7,983	55,344	28,223	-9	8	2,568	25,656
Assembly District 17	93,197	40,387	280,269	147,301	-16	45	13,688	133,584
Assembly District 19	67,017	29,183	201,722	106,282	-40	31	10,091	96,200
BART District 7	8,477	5,104	36,166	15,261	3	6	1,671	13,581
BART District 8	69,902	30,973	215,670	112,119	-2	36	11,210	100,875
BART District 9	81,835	33,493	230,155	126,203	-57	34	10,898	115,328
Supervisorial District 1	14,591	5,746	40,919	22,431	-7	5	2,096	20,337
Supervisorial District 2	14,709	7,304	48,242	24,389	9	7	2,360	22,013
Supervisorial District 3	11,466	4,857	38,273	18,567	11	7	2,226	16,323
Supervisorial District 4	14,038	5,725	41,216	21,994	-34	9	2,256	19,763
Supervisorial District 5	18,373	7,666	52,114	28,694	-14	7	2,662	26,039
Supervisorial District 6	10,384	5,200	41,151	17,498	7	10	1,897	15,584
Supervisorial District 7	16,550	7,467	46,301	26,230	27	6	2,180	24,017
Supervisorial District 8	23,085	10,242	56,415	36,015	-19	8	2,699	33,327
Supervisorial District 9	15,422	5,409	41,665	22,565	-32	5	1,761	20,831
Supervisorial District 10	10,539	5,450	39,848	17,900	7	6	1,898	15,989
Supervisorial District 11	11,057	4,504	35,847	17,300	-11	6	1,744	15,561
Bayview/Hunters Point	4,184	2,729	19,131	7,881	16	3	949	6,913
Chinatown	4,887	2,094	16,742	8,038	5	4	1,048	6,981
Civic Center/Downtown	7,518	3,283	27,631	12,231	-9	6	1,433	10,801
Diamond Heights	2,771	1,370	6,857	4,487	-5	1	350	4,141
Excelsior	8,416	3,237	26,541	12,895	-7	1	1,248	11,653
Haight Ashbury	5,630	2,091	14,552	8,410	-3	1	691	7,721
Ingleside	3,302	1,561	11,506	5,461	3	5	590	4,863
Inner Sunset	3,596	1,354	9,393	5,438	-2	0	490	4,950
Lake Merced	2,123	998	8,641	3,424	-8	0	311	3,121
Laurel Heights/Anza Vista	3,200	1,377	9,744	5,037	6	0	454	4,577
Marina Pacific Heights	11,434	5,761	38,757	19,070	-5	7	1,873	17,195
Mission	11,037	3,855	30,096	16,088	-15	2	1,209	14,892
Noe Valley	6,792	3,004	16,415	10,584	-10	4	794	9,796
North Bernal Heights	3,915	1,203	8,622	5,494	-1	0	377	5,118
North Embarcadero	2,204	977	6,827	3,580	17	1	381	3,181
Portola	2,748	1,245	8,914	4,445	-2	3	451	3,993
Potrero Hill	5,092	2,142	15,511	7,917	-4	3	684	7,234
Richmond	12,845	5,046	35,688	19,724	-18	5	1,846	17,891
Sea Cliff/Presidio Heights	2,789	1,349	7,813	4,593	8	2	445	4,138
South of Bernal Heights	3,618	1,409	9,230	5,452	-12	1	436	5,027
South of Market	5,958	3,024	23,278	10,026	-5	6	1,043	8,982
Sunset	13,830	5,654	40,651	21,684	-34	9	2,225	19,484
Upper Market/Eureka Valley	7,644	3,593	18,424	12,111	-2	2	874	11,237
Visitation Valley	1,891	957	7,867	3,226	0	0	378	2,848
West of Twin Peaks	13,110	5,950	33,960	20,797	29	6	1,702	19,060
Western Addition	9,680	4,307	29,200	15,490	2	4	1,497	13,987
