Subtotal Area	YES	NO	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Ballots Counted
Precinct 7621 - Vote By Mail	129	194	1,132	346	3	1	19	323
Precinct 7622 - Election Day	38	56	964	99	1	0	4	94
Precinct 7622 - Vote By Mail	78	96	964	193	-2	1	20	174
Precinct 7623 - Election Day	55	60	712	122	0	0	7	115
Precinct 7623 - Vote By Mail	84	102	712	196	1	0	9	186
Precinct 7624 - Election Day	36	57	905	104	-1	0	12	93
Precinct 7624 - Vote By Mail	86	94	905	195	2	0	13	180
Precinct 7625 - Election Day	23	36	821	73	0	0	14	59
Precinct 7625 - Vote By Mail	218	135	821	415	1	0	61	353
Precinct 7626 - Election Day	50	68	1,081	128	1	0	9	118
Precinct 7626 - Vote By Mail	122	214	1,081	361	0	0	25	336
Precinct 7627 - Election Day	47	60	1,075	116	0	0	9	107
Precinct 7627 - Vote By Mail	133	164	1,075	319	-3	0	25	297
Precinct 7628 - Election Day	51	95	906	156	0	0	10	146
Precinct 7628 - Vote By Mail	78	175	906	267	1	0	13	253
Precinct 7629 - Election Day	30	73	805	108	0	0	5	103
Precinct 7629 - Vote By Mail	57	136	805	206	1	0	12	193
Precinct 7631 - Election Day	39	98	1,085	146	0	0	9	137
Precinct 7631 - Vote By Mail	121	196	1,085	339	3	0	19	317
Precinct 7632 - Election Day	59	100	965	167	0	0	8	159
Precinct 7632 - Vote By Mail	83	191	965	286	0	1	11	274
Precinct 7633 - Election Day	25	58	702	90	0	0	7	83
Precinct 7633 - Vote By Mail	115	117	702	253	-1	0	22	232
Precinct 7634 - Election Day	47	57	859	120	1	0	15	104
Precinct 7634 - Vote By Mail	126	137	859	291	0	0	28	263
Precinct 7635 - Election Day	27	51	782	89	1	0	10	78
Precinct 7635 - Vote By Mail	86	139	782	242	1	1	15	225
Precinct 7636 - Election Day	42	82	920	134	-1	0	11	124
Precinct 7636 - Vote By Mail	79	166	920	251	-2	0	8	245
Precinct 7637 - Election Day	33	51	732	89	-1	0	6	84
Precinct 7637 - Vote By Mail	92	140	732	249	0	0	17	232
Precinct 7638 - Election Day	65	60	1,365	129	-2	0	6	125
Precinct 7638 - Vote By Mail	186	284	1,365	492	0	1	21	470
Precinct 7639 - Election Day	44	53	962	110	0	0	13	97
Precinct 7639 - Vote By Mail	96	205	962	319	-1	0	19	301
Precinct 7641 - Election Day	38	68	931	114	0	0	8	106
Precinct 7641 - Vote By Mail	154	197	931	374	0	0	23	351
Precinct 7642 - Election Day	37	40	909	84	0	0	7	77
Precinct 7642 - Vote By Mail	119	97	909	268	-1	0	53	216
Precinct 7643 - Election Day	36	49	871	99	3	0	11	85
Precinct 7643 - Vote By Mail	150	176	871	355	2	0	27	326
Precinct 7644 - Election Day	63	93	1,082	156	-3	0	3	156
Precinct 7644 - Vote By Mail	107	162	1,082	291	1	0	21	269
Precinct 7645 - Election Day	29	32	631	63	0	0	2	61
Precinct 7645 - Vote By Mail	98	135	631	241	-1	1	8	233
Precinct 7646 - Election Day	32	68	1,035	110	0	0	10	100
Precinct 7646 - Vote By Mail	103	205	1,035	326	1	0	17	308
Precinct 7647 - Election Day	45	50	1,027	107	0	0	12	95
Precinct 7647 - Vote By Mail	91	85	1,027	185	-1	0	10	176
Precinct 7648 MB - Vote By Mail	0	0	2	0	0	0	0	0
Precinct 7649 - Election Day	36	52	877	97	1	0	8	88
Precinct 7649 - Vote By Mail	98	115	877	234	1	0	20	213
Precinct 7651 - Election Day	13	35	555	48	0	0	0	48
Precinct 7651 - Vote By Mail	70	80	555	155	0	0	5	150
Precinct 7652 - Election Day	29	38	580	68	-1	0	2	67
Precinct 7652 - Vote By Mail	48	103	580	163	-1	0	13	151
Precinct 7653 - Election Day	55	71	1,092	137	2	0	9	126
Precinct 7653 - Vote By Mail	100	204	1,092	321	2	0	15	304
Precinct 7701 - Election Day	71	140	1,012	225	0	0	14	211
Precinct 7701 - Vote By Mail	138	225	1,012	383	0	0	20	363
Precinct 7702 - Election Day	51	61	704	117	0	0	5	112
Precinct 7702 - Vote By Mail	120	169	704	302	-1	1	13	289
Precinct 7703 MB - Vote By Mail	29	25	172	66	-2	1	13	54
Precinct 7704 - Election Day	83	115	977	208	0	0	10	198
Precinct 7704 - Vote By Mail	171	202	977	396	6	1	16	373
Precinct 7705 - Election Day	62	56	547	123	0	1	4	118
Precinct 7705 - Vote By Mail	104	115	547	227	-1	0	9	219
Precinct 7706 - Election Day	80	100	821	189	0	0	9	180
Precinct 7706 - Vote By Mail	142	183	821	341	0	1	15	325
Precinct 7707 - Election Day	81	105	839	200	2	0	12	186
Precinct 7707 - Vote By Mail	134	215	839	379	9	0	21	349
Precinct 7708 - Election Day	78	91	860	181	0	0	12	169
Precinct 7708 - Vote By Mail	152	222	860	400	0	0	26	374
Precinct 7709 - Election Day	27	50	383	85	1	0	7	77
Precinct 7709 - Vote By Mail	57	108	383	174	2	0	7	165
Precinct 7711 - Election Day	48	104	772	162	0	1	9	152
Precinct 7711 - Vote By Mail	113	216	772	344	-3	1	17	329
Precinct 7712 - Election Day	32	93	524	131	1	0	5	125
Precinct 7712 - Vote By Mail	78	140	524	230	-1	0	13	218
Precinct 7801 - Election Day	61	158	970	230	0	0	11	219
Precinct 7801 - Vote By Mail	111	297	970	424	0	0	16	408
Precinct 7802 - Election Day	52	144	762	205	-2	1	10	196
Precinct 7802 - Vote By Mail	98	199	762	313	-2	0	18	297
Precinct 7803 - Election Day	36	95	823	143	1	0	11	131
Precinct 7803 - Vote By Mail	136	263	823	412	-1	0	14	399
Precinct 7804 - Election Day	52	172	891	236	0	0	12	224
Precinct 7804 - Vote By Mail	91	290	891	394	-1	0	14	381
Precinct 7805 - Election Day	43	127	785	176	1	0	5	170
Precinct 7805 - Vote By Mail	95	233	785	348	-1	0	21	328
Precinct 7806 - Election Day	38	119	699	163	-1	0	7	157
Precinct 7806 - Vote By Mail	56	212	699	283	1	0	14	268
Precinct 7807 - Election Day	56	162	796	228	2	0	8	218
Precinct 7807 - Vote By Mail	68	189	796	273	1	1	14	257
Precinct 7808 - Election Day	53	114	655	178	0	0	11	167
Precinct 7808 - Vote By Mail	51	181	655	243	-2	0	13	232
Precinct 7809 - Election Day	31	119	742	160	-1	1	10	150
Precinct 7809 - Vote By Mail	73	178	742	267	2	1	13	251
Precinct 7811 - Election Day	30	154	726	186	0	1	1	184
Precinct 7811 - Vote By Mail	60	172	726	243	0	2	9	232
Precinct 7812 - Election Day	58	143	843	207	0	0	6	201
Precinct 7812 - Vote By Mail	72	204	843	292	-2	0	18	276
Precinct 7813 - Election Day	56	179	988	251	-2	2	16	235
Precinct 7813 - Vote By Mail	87	257	988	362	1	0	17	344
Precinct 7814 - Election Day	52	110	892	173	0	0	11	162
Precinct 7814 - Vote By Mail	75	132	892	223	1	1	14	207
Precinct 7815 - Election Day	54	110	914	178	-2	0	16	164
Precinct 7815 - Vote By Mail	101	286	914	407	3	0	17	387
Precinct 7816 - Election Day	59	133	858	202	1	0	9	192
Precinct 7816 - Vote By Mail	111	259	858	390	0	4	16	370
Precinct 7817 - Election Day	54	154	795	215	-1	0	8	208
Precinct 7817 - Vote By Mail	69	229	795	309	3	0	8	298
Precinct 7818 - Election Day	55	112	823	172	-1	0	6	167
Precinct 7818 - Vote By Mail	94	230	823	335	-2	0	13	324
Precinct 7819 - Election Day	37	124	760	169	0	0	8	161
Precinct 7819 - Vote By Mail	83	192	760	297	2	1	19	275
Precinct 7821 - Election Day	77	145	947	229	0	0	7	222
Precinct 7821 - Vote By Mail	102	304	947	439	3	1	29	406
Precinct 7822 - Election Day	62	173	927	244	0	0	9	235
Precinct 7822 - Vote By Mail	104	220	927	343	2	1	16	324
Precinct 7823 - Election Day	58	170	857	237	-1	0	10	228
Precinct 7823 - Vote By Mail	85	242	857	347	0	1	19	327
Precinct 7824 - Election Day	40	124	756	170	1	0	5	164
Precinct 7824 - Vote By Mail	59	206	756	274	1	0	8	265
Precinct 7825 - Election Day	41	107	580	160	0	0	12	148
Precinct 7825 - Vote By Mail	52	154	580	215	-1	0	10	206
Precinct 7826 - Election Day	47	155	665	214	0	0	12	202
Precinct 7826 - Vote By Mail	40	146	665	194	-1	1	8	186
Precinct 7827 - Election Day	46	145	828	199	0	0	8	191
Precinct 7827 - Vote By Mail	61	179	828	252	0	2	10	240
Precinct 7828 - Election Day	68	127	976	205	-2	0	12	195
Precinct 7828 - Vote By Mail	142	237	976	397	-1	2	17	379
Precinct 7829 - Election Day	61	128	882	199	0	0	10	189
Precinct 7829 - Vote By Mail	130	246	882	391	0	0	15	376
Precinct 7831 - Election Day	57	137	828	202	0	0	8	194
Precinct 7831 - Vote By Mail	102	249	828	369	1	0	17	351
Precinct 7832 - Election Day	38	117	781	162	-1	0	8	155
Precinct 7832 - Vote By Mail	87	244	781	343	-1	0	13	331
Precinct 7833 - Election Day	33	137	745	182	0	0	12	170
Precinct 7833 - Vote By Mail	49	210	745	271	2	0	10	259
Precinct 7834 - Election Day	45	165	836	225	-1	1	15	210
Precinct 7834 - Vote By Mail	44	230	836	288	0	0	14	274
Precinct 7835 - Election Day	60	108	808	175	0	0	7	168
Precinct 7835 - Vote By Mail	111	214	808	338	1	0	12	325
Precinct 7836 - Election Day	64	124	979	199	0	1	10	188
Precinct 7836 - Vote By Mail	139	263	979	421	2	0	17	402
Precinct 7837 - Election Day	62	156	883	237	-1	0	20	218
Precinct 7837 - Vote By Mail	89	226	883	339	2	0	22	315
Precinct 7838 - Election Day	57	146	891	210	2	0	5	203
Precinct 7838 - Vote By Mail	101	284	891	413	1	0	27	385
Precinct 7839 - Election Day	40	116	830	172	2	0	14	156
Precinct 7839 - Vote By Mail	97	276	830	389	-1	0	17	373
Precinct 7841 - Election Day	56	178	898	240	0	0	6	234
Precinct 7841 - Vote By Mail	106	234	898	353	0	0	13	340
Precinct 7842 - Election Day	44	164	873	214	0	0	6	208
Precinct 7842 - Vote By Mail	67	230	873	308	1	0	10	297
Precinct 7843 - Election Day	33	141	751	182	-1	1	8	174
Precinct 7843 - Vote By Mail	65	183	751	267	-1	1	19	248
Precinct 7844 - Election Day	30	119	635	160	1	0	10	149
Precinct 7844 - Vote By Mail	46	189	635	245	-2	0	12	235
Precinct 7845 - Election Day	53	137	803	202	0	0	12	190
Precinct 7845 - Vote By Mail	103	199	803	314	0	0	12	302
Precinct 7846 - Election Day	57	151	871	221	0	1	12	208
Precinct 7846 - Vote By Mail	83	224	871	330	1	0	22	307
Precinct 7847 - Election Day	61	137	878	207	-1	0	10	198
Precinct 7847 - Vote By Mail	99	231	878	358	1	0	27	330
Precinct 7848 - Election Day	51	145	838	209	-3	1	15	196
Precinct 7848 - Vote By Mail	78	247	838	346	0	2	19	325
Precinct 7849 - Election Day	52	174	904	237	0	0	11	226
Precinct 7849 - Vote By Mail	76	254	904	353	-2	0	25	330
Precinct 7851 - Election Day	39	70	493	118	0	0	9	109
Precinct 7851 - Vote By Mail	76	113	493	204	0	0	15	189
Precinct 7852 - Election Day	40	58	634	104	-1	0	7	98
Precinct 7852 - Vote By Mail	124	170	634	303	0	0	9	294
Precinct 7853 - Election Day	52	112	837	180	0	1	15	164
Precinct 7853 - Vote By Mail	100	218	837	333	0	1	14	318
Precinct 7854 - Election Day	55	148	874	216	-1	0	14	203
Precinct 7854 - Vote By Mail	82	238	874	346	2	0	24	320
Precinct 7855 - Election Day	57	193	949	259	0	0	9	250
Precinct 7855 - Vote By Mail	75	267	949	359	-6	0	23	342
Precinct 7856 - Election Day	56	141	790	204	1	0	6	197
Precinct 7856 - Vote By Mail	85	218	790	312	-1	0	10	303
Precinct 7857 - Election Day	50	159	913	226	0	0	17	209
Precinct 7857 - Vote By Mail	85	251	913	350	-1	0	15	336
Precinct 7858 - Election Day	41	137	743	192	2	0	12	178
Precinct 7858 - Vote By Mail	56	183	743	252	0	1	12	239
Precinct 7859 - Election Day	66	147	879	219	-1	0	7	213
Precinct 7859 - Vote By Mail	92	236	879	352	0	1	23	328
Precinct 7861 - Election Day	45	129	835	184	0	1	9	174
Precinct 7861 - Vote By Mail	84	270	835	367	-1	2	12	354
Precinct 7862 - Election Day	54	172	850	237	0	0	11	226
Precinct 7862 - Vote By Mail	85	219	850	323	-2	0	21	304
Precinct 7863 - Election Day	57	174	870	237	0	0	6	231
Precinct 7863 - Vote By Mail	87	200	870	302	-2	0	17	287
Precinct 7864 - Election Day	51	127	773	188	0	0	10	178
Precinct 7864 - Vote By Mail	70	205	773	284	-2	0	11	275
Precinct 7865 - Election Day	28	141	808	178	1	0	8	169
Precinct 7865 - Vote By Mail	106	190	808	310	-1	1	14	296
Precinct 7866 - Election Day	68	110	816	184	-1	0	7	178
Precinct 7866 - Vote By Mail	168	196	816	389	-2	0	27	364
Precinct 7867 - Election Day	71	128	932	209	0	0	10	199
Precinct 7867 - Vote By Mail	117	252	932	385	1	1	14	369
Precinct 7868 - Election Day	74	131	860	218	-1	0	14	205
Precinct 7868 - Vote By Mail	95	206	860	324	2	1	20	301
Precinct 7869 - Election Day	51	156	842	219	0	0	12	207
Precinct 7869 - Vote By Mail	90	265	842	376	-1	3	19	355
Precinct 7871 - Election Day	61	172	882	240	-3	0	10	233
Precinct 7871 - Vote By Mail	91	252	882	364	1	0	20	343
Precinct 7872 - Election Day	64	168	864	242	-1	0	11	232
Precinct 7872 - Vote By Mail	99	254	864	369	0	1	15	353
Precinct 7873 - Election Day	57	163	841	231	0	0	11	220
Precinct 7873 - Vote By Mail	112	264	841	387	0	0	11	376
Precinct 7874 - Election Day	24	53	453	85	0	0	8	77
Precinct 7874 - Vote By Mail	51	114	453	174	1	0	8	165
Precinct 7875 - Election Day	32	89	615	127	0	0	6	121
Precinct 7875 - Vote By Mail	65	129	615	203	-3	0	12	194
Precinct 7876 - Election Day	36	58	491	101	0	0	7	94
Precinct 7876 - Vote By Mail	40	102	491	148	-1	0	7	142
Precinct 7901 - Election Day	27	53	466	87	-2	0	9	80
Precinct 7901 - Vote By Mail	56	69	466	133	0	0	8	125
Precinct 7902 - Election Day	55	126	921	188	0	0	7	181
Precinct 7902 - Vote By Mail	80	169	921	259	-1	0	11	249
Precinct 7903 - Election Day	44	86	819	144	0	0	14	130
Precinct 7903 - Vote By Mail	85	146	819	244	0	1	12	231
Precinct 7904 - Election Day	24	104	846	137	1	0	8	128
Precinct 7904 - Vote By Mail	78	160	846	248	-3	0	13	238
Precinct 7905 - Election Day	55	135	821	199	-1	0	10	190
Precinct 7905 - Vote By Mail	75	183	821	275	2	0	15	258
Precinct 7906 - Election Day	23	131	769	164	0	0	10	154
Precinct 7906 - Vote By Mail	54	157	769	214	-3	0	6	211
Precinct 7907 - Election Day	51	135	926	201	2	0	13	186
Precinct 7907 - Vote By Mail	75	199	926	286	2	0	10	274
Precinct 7908 - Election Day	55	127	936	191	0	1	8	182
Precinct 7908 - Vote By Mail	76	172	936	267	-1	0	20	248
Precinct 7909 - Election Day	46	139	726	190	0	0	5	185
Precinct 7909 - Vote By Mail	50	165	726	221	-4	0	10	215
Precinct 7911 - Election Day	40	140	849	192	1	0	11	180
Precinct 7911 - Vote By Mail	73	165	849	250	-4	0	16	238
Precinct 7912 - Election Day	45	161	1,036	215	0	0	9	206
Precinct 7912 - Vote By Mail	61	239	1,036	314	2	0	12	300
Precinct 7913 - Election Day	53	180	887	240	-7	0	14	233
Precinct 7913 - Vote By Mail	58	174	887	244	1	0	11	232
Precinct 7914 - Election Day	47	150	833	208	0	0	11	197
Precinct 7914 - Vote By Mail	47	199	833	253	-1	0	8	246
Precinct 7915 - Election Day	58	141	802	213	0	0	14	199
Precinct 7915 - Vote By Mail	61	153	802	222	-1	0	9	214
Precinct 7916 - Election Day	50	158	887	215	0	0	7	208
Precinct 7916 - Vote By Mail	75	202	887	289	0	0	12	277
Precinct 7917 - Election Day	64	178	983	254	-1	0	13	242
Precinct 7917 - Vote By Mail	67	205	983	287	0	0	15	272
Precinct 7918 - Election Day	36	143	790	191	0	1	11	179
Precinct 7918 - Vote By Mail	48	170	790	234	1	0	15	218
Precinct 7919 - Election Day	41	170	857	217	0	0	6	211
Precinct 7919 - Vote By Mail	66	166	857	241	0	0	9	232
Precinct 7921 - Election Day	44	103	883	151	-3	0	7	147
Precinct 7921 - Vote By Mail	65	133	883	210	0	0	12	198
Precinct 7922 - Election Day	38	138	797	182	1	0	5	176
Precinct 7922 - Vote By Mail	77	155	797	241	-1	1	9	232
Precinct 7923 - Election Day	46	151	863	202	1	0	4	197
Precinct 7923 - Vote By Mail	58	176	863	241	-1	0	8	234
Precinct 7924 - Election Day	42	122	806	172	1	0	7	164
Precinct 7924 - Vote By Mail	73	163	806	247	0	0	11	236
Precinct 7925 - Election Day	34	73	570	114	1	0	6	107
Precinct 7925 - Vote By Mail	54	131	570	191	0	0	6	185
Precinct 7926 - Election Day	35	134	768	177	0	0	8	169
Precinct 7926 - Vote By Mail	74	206	768	296	2	0	14	280
Precinct 7927 - Election Day	35	140	733	187	0	1	11	175
Precinct 7927 - Vote By Mail	60	218	733	289	-1	0	12	278
Precinct 7928 - Election Day	58	187	899	253	0	0	8	245
Precinct 7928 - Vote By Mail	72	214	899	297	-1	0	12	286
Precinct 7929 - Election Day	42	149	840	200	0	0	9	191
Precinct 7929 - Vote By Mail	87	276	840	367	-1	1	4	363
Precinct 7931 - Election Day	42	141	732	189	0	1	5	183
Precinct 7931 - Vote By Mail	74	228	732	317	-1	0	16	302
Precinct 7932 - Election Day	21	89	551	112	-1	0	3	110
Precinct 7932 - Vote By Mail	71	138	551	225	1	0	15	209
Precinct 7933 MB - Vote By Mail	1	2	8	4	0	0	1	3
Precinct 7934 - Election Day	32	157	885	195	-4	0	10	189
Precinct 7934 - Vote By Mail	67	243	885	328	1	0	17	310
Precinct 7935 - Election Day	50	215	938	283	1	0	17	265
Precinct 7935 - Vote By Mail	81	279	938	370	1	0	9	360
Precinct 7936 - Election Day	51	182	832	246	0	0	13	233
Precinct 7936 - Vote By Mail	84	217	832	326	2	0	23	301
Precinct 7937 - Election Day	47	165	874	223	0	0	11	212
Precinct 7937 - Vote By Mail	93	207	874	309	-1	0	10	300
Precinct 7938 - Election Day	58	92	774	162	0	0	12	150
Precinct 7938 - Vote By Mail	73	170	774	247	0	0	4	243
Precinct 7939 - Election Day	40	136	667	186	1	0	9	176
Precinct 7939 - Vote By Mail	60	160	667	230	-2	0	12	220
Precinct 7941 - Election Day	36	119	728	167	0	0	12	155
Precinct 7941 - Vote By Mail	52	167	728	236	1	0	16	219
Precinct 7942 - Election Day	45	108	893	166	1	0	12	153
Precinct 7942 - Vote By Mail	95	166	893	286	0	0	25	261
Precinct 7943 - Election Day	73	111	887	192	-3	0	11	184
Precinct 7943 - Vote By Mail	129	173	887	319	0	2	15	302
Precinct 7944 - Election Day	42	155	769	201	-2	0	6	197
Precinct 7944 - Vote By Mail	68	161	769	235	-1	0	7	229
Precinct 7945 - Election Day	42	71	897	118	-2	0	7	113
Precinct 7945 - Vote By Mail	91	191	897	294	-1	0	13	282
Precinct 7946 - Election Day	46	78	909	134	1	0	9	124
Precinct 7946 - Vote By Mail	157	156	909	348	4	1	30	313
Precinct 7947 - Election Day	58	59	894	128	-1	0	12	117
Precinct 7947 - Vote By Mail	175	133	894	327	-2	0	21	308
Precinct 7948 - Election Day	57	99	900	165	0	0	9	156
Precinct 7948 - Vote By Mail	148	149	900	313	-2	0	18	297
Precinct 7949 - Election Day	38	30	552	78	3	0	7	68
Precinct 7949 - Vote By Mail	125	93	552	224	0	0	6	218
Precinct 7951 - Election Day	37	54	830	97	0	0	6	91
Precinct 7951 - Vote By Mail	184	147	830	341	-3	0	13	331
Precinct 7952 - Election Day	48	45	823	100	0	0	7	93
Precinct 7952 - Vote By Mail	146	132	823	288	-4	0	14	278
Precinct 7953 - Election Day	43	56	795	103	-4	1	7	99
Precinct 7953 - Vote By Mail	152	124	795	294	-2	0	20	276
Precinct 7955 - Election Day	49	57	854	116	1	0	9	106
Precinct 7955 - Vote By Mail	163	143	854	320	-1	1	14	306
Precinct 7956 - Election Day	47	41	779	101	2	0	11	88
Precinct 7956 - Vote By Mail	127	101	779	247	6	0	13	228
Precinct 7957 - Election Day	31	55	623	97	1	0	10	86
Precinct 7957 - Vote By Mail	102	101	623	217	0	0	14	203
Precinct 7958 MB - Vote By Mail	44	55	263	104	-3	0	8	99
Precinct 7959 - Election Day	34	72	695	110	-2	0	6	106
Precinct 7959 - Vote By Mail	58	121	695	190	2	0	9	179
Precinct 9001 MB - Vote By Mail	55	40	257	101	1	0	5	95
Precinct 9101 - Election Day	75	103	833	190	-1	0	13	178
Precinct 9101 - Vote By Mail	129	177	833	323	-2	0	19	306
Precinct 9102 - Election Day	66	105	950	182	-1	0	12	171
Precinct 9102 - Vote By Mail	127	179	950	335	1	0	28	306
Precinct 9103 - Election Day	59	100	924	174	0	0	15	159
Precinct 9103 - Vote By Mail	132	148	924	302	-1	0	23	280
Precinct 9104 - Election Day	62	98	937	176	0	0	16	160
Precinct 9104 - Vote By Mail	135	168	937	332	-2	0	31	303
Precinct 9105 - Election Day	75	104	888	191	0	0	12	179
Precinct 9105 - Vote By Mail	122	201	888	339	-1	0	17	323
Precinct 9106 - Election Day	73	125	907	213	1	1	13	198
Precinct 9106 - Vote By Mail	121	180	907	334	5	0	28	301
Precinct 9107 - Election Day	57	95	806	164	0	0	12	152
Precinct 9107 - Vote By Mail	91	132	806	246	3	0	20	223
Precinct 9108 - Election Day	64	111	761	185	1	0	9	175
Precinct 9108 - Vote By Mail	74	132	761	220	0	0	14	206
Precinct 9109 - Election Day	64	134	848	205	-1	1	7	198
Precinct 9109 - Vote By Mail	94	163	848	285	1	0	27	257
Precinct 9111 - Election Day	53	87	756	150	0	0	10	140
Precinct 9111 - Vote By Mail	75	138	756	226	-2	0	15	213
Precinct 9112 - Election Day	71	131	918	211	0	0	9	202
Precinct 9112 - Vote By Mail	81	194	918	295	-1	1	20	275
Precinct 9113 - Election Day	64	148	959	231	1	0	18	212
Precinct 9113 - Vote By Mail	109	222	959	351	0	1	19	331
Precinct 9114 - Election Day	53	103	820	170	0	1	13	156
Precinct 9114 - Vote By Mail	93	161	820	273	0	0	19	254
Precinct 9115 - Election Day	47	110	873	172	0	0	15	157
Precinct 9115 - Vote By Mail	80	192	873	287	0	0	15	272
Precinct 9116 - Election Day	56	120	903	193	2	1	14	176
Precinct 9116 - Vote By Mail	84	207	903	314	1	0	22	291
Precinct 9117 - Election Day	60	115	756	180	0	0	5	175
Precinct 9117 - Vote By Mail	100	161	756	285	1	0	23	261
Precinct 9118 - Election Day	60	112	923	184	0	0	12	172
Precinct 9118 - Vote By Mail	101	148	923	268	-2	0	21	249
Precinct 9119 - Election Day	48	91	856	152	-3	0	16	139
Precinct 9119 - Vote By Mail	129	178	856	323	-1	0	17	307
Precinct 9121 - Election Day	65	107	890	188	0	0	16	172
Precinct 9121 - Vote By Mail	100	164	890	274	-1	0	11	264
Precinct 9122 - Election Day	34	89	913	131	0	0	8	123
Precinct 9122 - Vote By Mail	151	131	913	292	-2	0	12	282
Precinct 9123 - Election Day	53	112	829	175	0	0	10	165
Precinct 9123 - Vote By Mail	107	148	829	270	1	0	14	255
Precinct 9124 - Election Day	44	96	832	150	0	0	10	140
Precinct 9124 - Vote By Mail	132	140	832	290	-1	0	19	272
Precinct 9125 - Election Day	54	99	822	159	-2	0	8	153
Precinct 9125 - Vote By Mail	120	167	822	299	-5	1	16	287
Precinct 9126 - Election Day	58	116	945	186	0	0	12	174
Precinct 9126 - Vote By Mail	120	204	945	350	1	0	25	324
Precinct 9127 - Election Day	66	134	908	209	0	0	9	200
Precinct 9127 - Vote By Mail	100	193	908	315	-3	0	25	293
Precinct 9128 - Election Day	58	118	805	188	0	1	11	176
Precinct 9128 - Vote By Mail	112	163	805	296	-2	0	23	275
Precinct 9129 - Election Day	62	106	713	173	0	0	5	168
Precinct 9129 - Vote By Mail	86	123	713	225	0	0	16	209
Precinct 9131 - Election Day	48	99	740	151	0	0	4	147
Precinct 9131 - Vote By Mail	96	162	740	274	-1	0	17	258
Precinct 9132 - Election Day	46	109	827	167	0	0	12	155
Precinct 9132 - Vote By Mail	94	140	827	251	-1	0	18	234
Precinct 9133 - Election Day	49	129	1,007	188	0	0	10	178
Precinct 9133 - Vote By Mail	141	216	1,007	388	1	0	30	357
Precinct 9134 - Election Day	33	87	893	132	-2	0	14	120
Precinct 9134 - Vote By Mail	107	168	893	297	4	1	17	275
Precinct 9135 - Election Day	53	88	778	149	0	0	8	141
Precinct 9135 - Vote By Mail	118	138	778	269	2	0	11	256
Precinct 9136 - Election Day	59	122	894	191	0	0	10	181
Precinct 9136 - Vote By Mail	102	168	894	289	2	1	16	270
Precinct 9137 - Election Day	86	102	946	201	-1	0	14	188
Precinct 9137 - Vote By Mail	133	165	946	323	2	0	23	298
Precinct 9138 - Election Day	65	79	892	155	0	0	11	144
Precinct 9138 - Vote By Mail	152	158	892	323	-3	1	15	310
Precinct 9139 - Election Day	55	98	912	163	-1	0	11	153
Precinct 9139 - Vote By Mail	153	173	912	356	1	0	29	326
Precinct 9141 - Election Day	54	98	904	168	-1	0	17	152
Precinct 9141 - Vote By Mail	122	187	904	328	-1	0	20	309
Precinct 9142 - Election Day	80	127	921	219	1	0	11	207
Precinct 9142 - Vote By Mail	118	152	921	288	0	0	18	270
Precinct 9143 - Election Day	58	122	887	196	1	0	15	180
Precinct 9143 - Vote By Mail	119	175	887	315	-1	0	22	294
Precinct 9144 - Election Day	70	140	931	221	1	0	10	210
Precinct 9144 - Vote By Mail	136	172	931	322	-2	0	16	308
Precinct 9145 - Election Day	57	119	837	197	1	0	20	176
Precinct 9145 - Vote By Mail	94	171	837	282	0	0	17	265
Precinct 9146 - Election Day	68	126	866	206	1	0	11	194
Precinct 9146 - Vote By Mail	94	184	866	297	2	0	17	278
Precinct 9147 - Election Day	77	141	920	227	1	0	8	218
Precinct 9147 - Vote By Mail	96	211	920	318	-4	0	15	307
Precinct 9148 - Election Day	72	137	946	226	-1	0	18	209
Precinct 9148 - Vote By Mail	105	201	946	322	3	0	13	306
Precinct 9149 - Election Day	61	122	884	196	0	0	13	183
Precinct 9149 - Vote By Mail	92	188	884	296	3	0	13	280
Precinct 9151 - Election Day	51	95	806	152	-1	0	7	146
Precinct 9151 - Vote By Mail	103	143	806	267	-1	0	22	246
Precinct 9152 - Election Day	29	34	712	67	1	0	3	63
Precinct 9152 - Vote By Mail	33	93	712	138	2	0	10	126
Precinct 9201 - Election Day	74	116	953	201	0	0	11	190
Precinct 9201 - Vote By Mail	71	144	953	229	3	1	10	215
Precinct 9202 - Election Day	61	111	908	184	-1	0	13	172
Precinct 9202 - Vote By Mail	77	127	908	218	0	3	11	204
Precinct 9203 - Election Day	67	71	968	145	0	0	7	138
Precinct 9203 - Vote By Mail	141	141	968	300	1	0	17	282
Precinct 9204 - Election Day	50	84	809	147	1	0	12	134
Precinct 9204 - Vote By Mail	129	82	809	223	-2	0	14	211
Precinct 9205 - Election Day	36	65	694	113	0	0	12	101
Precinct 9205 - Vote By Mail	68	117	694	201	1	0	15	185
Precinct 9206 - Election Day	64	61	887	135	-2	0	12	125
Precinct 9206 - Vote By Mail	132	144	887	294	0	1	17	276
Precinct 9207 - Election Day	61	82	913	148	0	0	5	143
Precinct 9207 - Vote By Mail	103	138	913	249	-2	0	10	241
Precinct 9208 - Election Day	57	80	936	147	0	0	10	137
Precinct 9208 - Vote By Mail	104	127	936	240	-2	0	11	231
Precinct 9209 - Election Day	48	69	675	121	-1	0	5	117
Precinct 9209 - Vote By Mail	77	97	675	188	-3	0	17	174
Precinct 9211 - Election Day	51	74	834	130	0	0	5	125
