Subtotal Area	GERALD PLUMMER	TOM PALZER	JOHN THOMPSON PARKER	DOUGLAS HOWARD PIERCE	HERBERT G. PETERS	JAMES P BRADLEY	ARUN K. BHUMITRA	JERRY JOSEPH LAWS	PATRICK LITTLE	TIM GILDERSLEEVE	MICHAEL FAHMY GIRGIS	DON J. GRUNDMANN	RASH BIHARI GHOSH	LING LING SHI	JOHN "JACK" CREW	ERIN CRUZ	DERRICK MICHAEL REID	DIANNE FEINSTEIN	COLLEEN SHEA FERNALD	ADRIENNE NICOLE EDWARDS	PAUL A TAYLOR	DONNIE O. TURNER	PAT HARRIS	ALISON HARTSON	JASON M. HANANIA	DAVID HILDEBRAND	LEE OLSON	ROQUE "ROCKY" DE LA FUENTE	KEVIN DE LEON	KEVIN MOTTUS	DAVID MOORE	MARIO NABLIBA	SEELAM PRABHAKAR REDDY	MICHAEL V. ZIESING	URSULA M. SCHILLING	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes	Write-in Votes
Precinct 9713 - None	0	1	0	0	0	5	3	0	2	0	0	0	1	4	0	0	1	90	0	1	5	0	3	0	1	0	2	1	21	0	1	0	0	0	0	930	161	0	1	14	146	4
Precinct 9713 - None	0	2	2	0	0	7	8	3	2	0	0	0	0	4	4	2	0	235	0	2	3	2	1	1	0	0	4	4	50	3	0	1	0	0	0	930	362	1	1	18	342	2
Precinct 9714 - None	0	1	1	1	1	5	1	0	1	0	0	0	0	0	3	3	1	94	0	0	4	1	0	0	0	0	0	3	22	0	0	2	0	0	0	911	154	0	0	10	144	0
Precinct 9714 - None	0	0	0	1	1	8	2	2	1	1	2	2	1	3	3	5	4	228	1	0	12	0	5	4	0	0	0	6	52	0	0	3	0	0	0	911	367	2	2	15	348	1
Precinct 9715 - None	0	2	1	0	0	1	2	0	0	0	0	0	0	0	0	1	1	112	1	2	4	0	4	0	0	0	0	1	21	1	1	0	0	0	0	566	162	0	0	6	156	1
Precinct 9715 - None	1	0	0	0	0	6	1	0	3	0	0	1	1	1	3	3	0	154	0	2	5	0	2	2	0	0	0	1	17	0	1	0	0	0	0	566	218	1	1	11	205	1
Precinct 9716 - None	0	1	2	0	0	3	2	0	2	0	0	0	1	1	0	3	1	107	0	1	4	0	3	3	0	0	3	2	43	0	1	3	0	0	0	928	198	-1	0	12	187	1
Precinct 9716 - None	1	1	1	0	0	7	4	0	3	0	0	2	0	3	6	1	0	223	1	1	8	0	5	5	2	0	3	2	59	2	0	0	0	0	0	928	368	4	2	22	340	0
Precinct 9717 - None	3	0	1	0	0	4	4	2	1	0	0	0	0	0	0	2	1	120	1	3	7	0	2	2	0	1	0	1	30	3	0	1	0	0	0	967	206	-1	0	16	191	2
Precinct 9717 - None	0	1	2	1	1	10	6	4	4	0	0	0	1	2	2	5	1	244	1	1	7	0	2	6	0	0	1	1	47	1	1	1	0	0	0	967	371	6	0	11	354	1
Precinct 9718 - None	0	0	0	1	0	2	2	0	2	0	0	0	0	1	0	3	1	116	0	1	5	0	2	1	1	0	0	5	32	1	0	0	0	0	0	843	183	-2	1	8	176	0
Precinct 9718 - None	0	1	7	1	0	12	5	1	3	0	0	0	0	4	0	7	6	237	0	1	13	1	4	3	0	0	0	4	47	1	1	1	0	0	0	843	385	3	2	16	364	4
Precinct 9719 - None	0	0	1	3	0	2	3	0	0	0	0	0	0	0	1	0	0	121	0	1	5	0	3	4	0	2	0	0	23	3	0	1	0	0	0	863	186	0	1	12	173	0
Precinct 9719 - None	0	3	0	1	1	11	17	0	3	0	0	0	0	1	0	1	0	271	0	0	3	1	2	2	4	1	0	3	43	2	0	0	0	0	0	863	389	1	0	16	372	2
Precinct 9721 - None	0	0	1	1	0	4	0	0	5	0	0	0	0	0	1	1	1	120	0	1	8	1	3	2	1	1	0	4	15	1	0	1	0	0	0	653	182	-1	2	9	172	0
Precinct 9721 - None	0	1	0	0	0	16	1	1	0	0	0	0	0	1	1	3	4	157	1	1	3	0	2	2	1	0	0	0	29	1	0	1	0	0	0	653	250	1	0	22	227	1
Precinct 9722 - None	0	0	0	0	0	2	4	0	0	0	0	0	0	0	1	0	0	59	0	1	4	0	1	1	0	0	1	0	10	0	0	0	0	0	0	593	86	0	0	2	84	0
Precinct 9722 - None	1	4	0	0	0	7	5	2	1	0	0	0	2	5	0	4	2	150	0	1	9	2	3	4	0	0	1	2	38	4	2	0	0	0	0	593	269	-3	1	20	251	2
Precinct 9723 - None	0	0	0	0	0	2	4	1	0	0	0	1	0	0	1	1	0	49	0	1	0	0	2	0	0	0	1	2	3	0	0	1	0	0	0	458	74	0	0	5	69	0
Precinct 9723 - None	0	4	0	0	1	11	1	2	5	0	0	1	0	2	1	0	0	132	0	0	3	0	1	0	0	1	1	0	17	0	0	1	0	0	0	458	198	1	1	11	185	1
Precinct 9724 - None	0	2	0	1	0	2	7	1	0	0	1	0	0	3	0	1	1	81	2	1	6	0	6	0	0	0	1	2	14	2	0	1	0	0	0	950	144	0	0	9	135	0
Precinct 9724 - None	3	5	1	0	0	18	10	1	2	0	0	0	1	13	3	6	1	195	0	2	20	2	3	3	1	4	0	6	38	1	4	8	0	0	0	950	386	-1	3	29	355	4
Precinct 9725 - None	0	0	0	0	1	5	3	1	3	0	0	0	0	0	4	1	1	66	1	0	2	0	4	1	0	0	1	0	13	1	0	0	0	0	0	941	118	-1	0	11	108	0
Precinct 9725 - None	0	3	3	0	0	14	4	6	1	0	0	0	1	4	2	2	3	206	0	3	12	3	5	2	1	1	1	1	30	6	0	5	0	0	0	941	350	0	0	28	322	3
Precinct 9726 - None	0	0	0	0	0	4	3	0	1	1	0	0	0	0	0	0	0	45	0	2	6	0	1	2	0	0	0	0	12	0	2	0	0	0	0	685	83	0	0	4	79	0
Precinct 9726 - None	0	2	0	1	0	5	2	1	0	0	0	0	0	0	3	0	0	76	0	3	4	0	2	3	1	0	0	0	20	2	1	5	0	0	0	685	137	0	2	4	131	0
Precinct 9727 - None	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	36	0	0	4	0	0	1	0	0	0	0	10	1	0	0	0	0	0	435	60	1	0	3	56	0
Precinct 9727 - None	1	2	1	0	0	13	4	2	1	0	0	2	0	3	1	10	1	111	1	0	3	0	2	6	1	1	0	2	18	2	0	0	0	0	0	435	205	2	2	12	189	1
Precinct 9728 - None	0	0	1	1	0	10	7	0	2	0	0	0	0	0	1	5	0	111	0	4	7	0	3	2	1	1	3	1	35	1	1	0	0	0	0	906	204	0	0	7	197	0
Precinct 9728 - None	0	4	0	1	2	15	11	0	0	0	0	0	0	3	0	2	0	229	1	0	10	1	4	1	0	0	3	5	53	6	0	1	0	0	0	906	378	-2	3	24	353	1
Precinct 9729 - None	0	0	0	0	0	7	5	2	1	0	0	0	0	0	0	1	0	104	0	1	5	0	2	2	0	0	0	3	12	1	0	0	0	0	0	782	161	1	0	14	146	0
Precinct 9729 - None	2	3	0	0	1	12	6	1	1	0	0	1	0	0	2	4	1	202	0	1	6	1	4	4	0	0	1	4	23	1	1	1	0	0	0	782	304	0	3	18	283	0
Precinct 9731 - None	0	1	0	0	0	4	2	0	0	0	0	1	0	0	0	5	3	99	0	0	4	1	1	1	0	0	0	1	7	0	0	1	0	0	0	529	138	0	1	6	131	0
Precinct 9731 - None	0	1	1	0	0	5	8	1	0	0	0	0	0	2	0	0	0	126	0	0	5	0	1	3	1	0	1	4	17	4	0	0	0	0	0	529	189	0	0	8	181	1
Precinct 9732 MB - None	0	1	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	28	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	73	43	1	0	1	41	0
Precinct 9733 MB - None	1	0	0	0	0	3	4	0	0	0	0	0	0	0	0	1	0	106	1	1	1	1	1	0	0	0	0	0	19	2	0	0	0	0	0	224	146	0	0	5	141	0
Precinct 9734 - None	0	0	0	0	0	3	1	4	0	0	0	2	2	1	0	1	2	82	0	1	3	0	1	1	0	0	0	0	12	0	0	0	0	0	0	577	122	0	0	6	116	0
Precinct 9734 - None	0	0	0	0	0	12	6	1	0	0	0	2	0	5	3	2	0	179	1	0	3	0	5	2	0	0	1	0	27	0	1	2	0	0	0	577	261	1	0	8	252	0
Precinct 9735 - None	0	1	0	0	0	2	4	0	0	0	0	0	1	0	2	3	1	102	0	2	3	0	1	1	0	0	0	1	18	1	2	0	0	0	0	782	167	1	1	19	146	1
Precinct 9735 - None	1	1	0	0	0	4	8	0	1	0	0	3	0	2	2	8	2	229	3	0	2	0	2	2	5	0	0	3	45	3	0	1	0	0	0	782	344	0	1	15	328	1
Precinct 9736 - None	0	1	0	0	1	1	0	1	0	0	0	0	0	0	3	2	4	88	2	0	7	1	2	1	0	1	1	1	22	0	0	1	0	0	0	699	145	0	0	5	140	0
Precinct 9736 - None	0	1	2	0	0	9	1	0	0	0	0	0	1	2	1	4	1	212	0	0	5	2	5	4	0	0	0	1	40	0	0	2	0	0	0	699	305	1	2	9	293	0
Precinct 9737 - None	0	0	0	0	0	2	6	1	0	1	0	0	0	1	3	4	3	111	1	3	2	0	5	3	0	0	0	1	22	1	0	0	0	0	0	792	175	-1	0	6	170	0
Precinct 9737 - None	0	1	0	0	0	5	6	1	1	0	0	0	0	3	0	0	0	212	1	2	11	2	3	2	1	1	0	8	69	1	0	1	0	0	0	792	343	-3	1	12	333	2
Precinct 9738 - None	0	0	0	1	1	1	5	2	0	0	0	0	1	1	0	1	2	51	0	2	3	0	2	1	2	0	0	2	17	0	0	0	0	0	0	830	99	0	0	4	95	0
Precinct 9738 - None	0	0	0	4	1	9	4	1	3	0	0	0	0	0	2	0	2	157	1	2	9	0	5	2	1	1	0	5	32	1	1	0	0	0	0	830	263	4	3	10	246	3
Precinct 9739 - None	2	1	1	1	0	1	1	0	0	0	0	0	0	0	2	1	0	54	0	6	5	1	7	2	1	1	1	2	25	1	2	0	0	0	0	826	126	0	2	6	118	0
Precinct 9739 - None	0	1	3	0	0	8	3	0	0	0	0	0	1	0	2	3	1	97	1	5	4	0	4	3	0	2	2	0	36	4	1	1	0	0	0	826	193	-3	0	13	183	1
Precinct 9741 - None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	3	0	0	2	1	0	0	0	0	4	0	0	0	0	0	0	1,022	19	0	0	1	18	0
Precinct 9741 - None	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0	0	0	0	2	2	0	0	0	0	5	0	0	0	0	0	0	1,022	24	0	0	1	23	0
Precinct 9742 - None	0	1	0	0	1	4	2	0	0	0	0	0	0	4	1	1	0	77	1	1	8	2	2	2	0	0	0	1	20	0	0	1	0	0	0	647	134	0	0	5	129	0
Precinct 9742 - None	1	4	0	0	0	9	9	1	0	0	0	0	0	0	0	1	0	122	0	0	5	1	2	1	0	0	0	0	19	1	0	2	0	0	0	647	187	1	1	7	178	0
Precinct 9743 - None	0	1	1	1	1	4	4	1	1	0	0	1	2	1	0	0	2	95	1	3	0	0	5	5	1	0	0	0	28	0	2	0	0	0	0	1,093	172	0	1	10	161	1
Precinct 9743 - None	0	3	0	4	1	6	3	0	4	0	0	0	4	0	2	3	2	178	0	0	7	2	8	9	1	1	3	1	45	2	3	0	0	0	0	1,093	317	2	4	17	294	2
Precinct 9744 - None	0	4	0	1	0	3	7	1	2	1	0	1	0	0	1	0	1	67	0	4	5	0	4	5	0	1	0	1	21	1	1	0	0	0	0	902	141	0	0	9	132	0
Precinct 9744 - None	1	3	0	0	4	9	14	1	0	0	0	4	1	1	1	0	1	117	0	6	6	1	6	2	0	0	1	1	30	0	1	1	0	0	0	902	234	1	1	19	213	1
Precinct 9745 - None	1	0	0	0	0	0	5	2	2	1	0	0	0	0	2	2	1	79	0	1	2	0	4	4	1	0	0	1	24	0	0	1	0	0	0	934	141	0	0	8	133	0
Precinct 9745 - None	0	0	0	1	0	5	6	0	2	0	0	0	0	2	0	1	5	119	0	5	6	2	6	4	1	1	0	2	27	2	0	2	0	0	0	934	205	-1	0	6	200	1
Precinct 9746 - None	0	1	1	0	0	4	5	0	2	0	1	0	0	0	0	5	0	105	1	3	6	0	5	5	1	2	2	3	15	6	0	2	0	0	0	867	192	0	0	16	176	1
Precinct 9746 - None	0	0	3	0	1	11	4	1	2	0	0	0	0	0	1	6	0	212	0	0	7	0	4	7	1	1	2	2	37	2	0	3	0	0	0	867	334	2	1	23	308	1
Precinct 9747 - None	2	1	1	0	0	1	2	0	1	0	0	0	0	4	1	2	2	116	1	2	1	0	3	6	1	1	0	1	35	1	2	0	0	0	0	940	198	0	0	9	189	2
Precinct 9747 - None	1	1	0	0	0	11	4	0	0	0	0	0	1	6	0	0	2	189	2	1	9	1	3	4	0	3	4	2	49	4	1	4	0	0	0	940	323	0	3	17	303	1
Precinct 9748 - None	0	1	0	0	2	4	4	0	0	0	0	0	0	2	2	0	3	90	0	3	1	2	2	3	0	0	2	1	28	3	2	2	0	0	0	913	164	0	0	6	158	1
Precinct 9748 - None	0	0	1	0	0	10	5	4	1	0	0	2	0	4	0	5	5	183	0	1	9	1	2	11	1	0	1	1	65	2	0	0	0	0	0	913	342	3	0	24	315	1
Precinct 9749 - None	0	2	4	2	2	0	0	0	0	0	0	0	1	2	0	3	1	61	1	5	1	0	4	6	0	2	1	3	20	0	1	1	0	0	0	893	143	-1	1	19	124	1
Precinct 9749 - None	0	1	0	0	2	5	3	0	1	0	0	1	0	6	0	1	2	149	3	7	2	2	7	8	0	0	3	2	50	0	1	0	0	0	0	893	266	0	1	7	258	2
Precinct 9751 - None	2	2	1	0	0	3	0	0	1	0	0	0	0	0	1	2	0	89	0	3	0	2	4	2	0	0	1	1	21	1	1	3	0	0	0	977	157	-1	1	17	140	0
Precinct 9751 - None	0	2	0	0	0	4	2	3	3	0	0	0	1	4	2	3	4	228	2	5	12	2	2	5	4	0	2	1	54	1	1	1	0	0	0	977	384	2	2	29	351	3
Precinct 9752 - None	0	2	1	1	1	0	3	0	1	0	0	0	0	0	1	5	1	75	0	0	4	2	1	0	0	0	2	0	32	0	0	0	0	0	0	692	143	0	0	10	133	1
Precinct 9752 - None	0	0	2	0	0	6	3	1	1	0	0	0	1	2	3	5	6	182	0	3	3	0	2	3	0	1	1	3	54	0	0	2	0	0	0	692	305	2	0	18	285	1
Precinct 9753 - None	0	0	0	0	0	1	0	1	0	0	0	1	0	2	1	0	0	89	0	3	1	0	6	1	0	1	0	2	26	0	0	1	0	0	0	735	148	0	0	12	136	0
Precinct 9753 - None	1	0	2	1	0	3	4	1	1	0	0	1	0	2	3	3	2	151	0	5	2	0	7	5	0	2	2	0	53	1	0	1	0	0	0	735	266	-1	1	12	254	1
Precinct 9754 - None	0	2	6	0	1	0	1	0	0	0	1	0	0	2	0	1	0	96	0	0	3	0	5	3	0	0	0	2	33	0	1	1	0	0	0	701	169	0	0	10	159	1
Precinct 9754 - None	0	0	1	0	1	2	5	0	1	0	0	0	1	1	3	1	2	182	0	0	2	2	6	5	0	0	1	1	58	0	0	0	0	0	0	701	296	1	1	17	277	2
Precinct 9755 - None	1	0	0	0	1	0	0	0	1	0	0	0	1	3	0	0	0	68	0	1	2	0	3	3	0	0	3	0	30	1	0	0	0	0	0	553	120	-1	1	2	118	0
Precinct 9755 - None	1	0	0	1	0	6	1	0	1	0	0	0	0	6	2	0	5	111	1	2	7	1	1	2	0	1	0	3	40	0	0	0	0	0	0	553	201	0	1	8	192	0
Precinct 9756 - None	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	3	70	2	1	3	2	2	1	0	1	0	3	18	0	2	1	0	0	0	908	126	-1	0	12	115	1
Precinct 9756 - None	0	0	2	2	0	7	7	0	2	0	0	0	0	5	2	4	0	155	1	4	13	3	6	9	2	1	2	1	35	1	0	3	0	0	0	908	297	6	3	18	270	3
Precinct 9801 - None	0	2	1	0	0	2	0	2	1	0	0	0	1	1	1	2	2	36	0	1	1	0	1	0	0	0	1	2	14	0	0	0	0	0	0	399	76	0	0	5	71	0
Precinct 9801 - None	1	0	2	1	0	1	1	1	0	0	0	0	0	0	0	0	0	83	0	5	4	0	4	0	0	1	1	0	34	0	0	0	0	0	0	399	148	0	0	8	140	1
Congressional District 12	198	762	1,323	550	365	3,175	1,858	477	694	91	58	214	363	1,363	551	1,462	1,817	129,686	480	1,927	3,244	569	3,223	3,298	526	795	904	1,314	47,163	822	540	710	0	5	0	426,647	225,360	215	961	13,117	211,067	540
Congressional District 14	54	157	142	101	54	648	451	117	147	12	19	50	59	341	130	264	176	15,806	111	349	651	127	517	395	82	88	190	249	4,184	157	87	151	0	0	0	55,344	28,223	31	156	1,842	26,194	128
Assembly District 17	131	351	903	362	215	1,564	934	260	420	57	38	114	219	705	288	825	1,320	85,462	303	1,134	1,657	358	2,018	2,054	342	504	538	783	33,057	422	345	398	0	1	0	280,269	147,301	86	632	8,264	138,319	237
Assembly District 19	121	568	562	289	204	2,259	1,375	334	421	46	39	150	203	999	393	901	673	60,030	288	1,142	2,238	338	1,722	1,639	266	379	556	780	18,290	557	282	463	0	4	0	201,722	106,282	160	485	6,695	98,942	431
BART District 7	20	48	88	54	24	248	120	27	57	13	6	10	26	116	32	80	174	9,309	30	180	227	52	253	213	46	59	95	93	2,232	41	60	51	0	0	0	36,166	15,261	16	95	1,025	14,125	41
BART District 8	127	587	555	296	208	2,429	1,492	360	456	52	41	154	200	1,113	412	1,006	802	64,418	307	1,149	2,437	367	1,723	1,659	290	390	631	865	17,726	598	299	494	0	4	0	215,670	112,119	160	492	7,413	104,054	407
BART District 9	105	284	822	301	187	1,146	697	207	328	38	30	100	196	475	237	640	1,017	71,765	254	947	1,231	277	1,764	1,821	272	434	368	605	31,389	340	268	316	0	1	0	230,155	126,203	70	530	6,521	119,082	220
Supervisorial District 1	21	120	131	66	50	408	226	56	86	9	6	24	41	221	81	169	133	12,170	47	245	466	55	359	388	46	81	122	141	4,647	96	69	85	0	1	0	40,919	22,431	37	93	1,349	20,952	86
Supervisorial District 2	11	113	70	40	26	548	335	55	49	7	1	13	31	32	62	227	242	15,560	37	184	461	57	283	330	56	87	33	191	3,515	114	26	88	0	1	0	48,242	24,389	59	97	1,263	22,970	85
Supervisorial District 3	17	69	97	47	38	306	167	51	69	8	10	18	30	162	49	141	218	10,995	48	147	262	51	278	290	57	66	97	121	2,995	76	41	58	0	0	0	38,273	18,567	-2	80	1,387	17,102	23
Supervisorial District 4	24	146	143	59	54	536	304	94	103	16	10	53	53	344	78	212	118	11,661	68	254	570	83	390	360	63	78	169	175	3,551	145	76	118	0	2	0	41,216	21,994	23	105	1,663	20,203	93
Supervisorial District 5	29	52	184	57	44	217	135	34	57	11	4	19	45	59	56	122	214	16,336	51	238	181	68	404	424	55	120	55	91	7,431	78	58	57	0	0	0	52,114	28,694	27	115	1,517	27,035	49
Supervisorial District 6	25	43	139	53	29	258	122	41	80	8	7	19	37	95	45	122	219	10,039	61	159	242	68	327	326	63	71	82	109	3,156	61	65	64	0	0	0	41,151	17,498	3	122	1,099	16,274	39
Supervisorial District 7	32	123	111	53	41	558	413	88	112	5	7	43	46	196	130	232	170	15,796	53	192	550	75	353	375	61	68	99	204	4,077	146	63	105	0	0	0	46,301	26,230	34	90	1,441	24,665	88
Supervisorial District 8	15	43	177	45	35	237	158	45	55	5	4	15	39	34	46	127	240	21,970	45	213	245	43	391	439	61	107	45	129	9,229	64	28	49	0	1	0	56,415	36,015	-8	79	1,518	34,426	47
Supervisorial District 9	22	69	150	75	35	185	119	24	62	13	9	15	40	102	41	120	153	11,438	39	177	243	42	305	291	43	73	90	128	6,919	49	57	62	0	0	0	41,665	22,565	25	112	1,188	21,240	50
Supervisorial District 10	23	51	127	70	35	229	129	30	70	14	4	14	29	172	39	94	167	10,505	47	218	294	61	304	219	41	69	134	106	2,967	57	78	69	0	0	0	39,848	17,900	39	99	1,256	16,506	40
Supervisorial District 11	33	90	136	86	32	341	201	76	98	7	15	31	31	287	54	160	119	9,022	95	249	381	93	346	251	62	63	168	168	2,860	93	66	106	0	0	0	35,847	17,300	9	125	1,278	15,888	68
Bayview/Hunters Point	8	22	50	44	16	98	62	20	34	8	4	4	10	94	22	32	74	4,717	25	113	126	30	172	95	18	33	73	45	960	22	53	30	0	0	0	19,131	7,881	23	62	661	7,135	21
Chinatown	9	23	33	20	13	125	74	28	28	5	6	4	11	90	18	57	104	4,832	18	70	108	20	120	109	24	20	58	53	1,174	25	20	27	0	0	0	16,742	8,038	-5	43	663	7,337	11
Civic Center/Downtown	12	45	112	45	26	157	91	30	57	4	7	20	28	86	35	86	143	6,810	52	123	164	43	240	245	33	65	72	73	2,204	62	45	43	0	0	0	27,631	12,231	3	72	875	11,281	23
Diamond Heights	1	5	27	5	3	37	37	7	10	2	1	3	8	9	8	36	26	2,915	6	32	48	6	43	53	6	12	16	29	850	14	6	10	0	0	0	6,857	4,487	1	12	195	4,279	8
Excelsior	22	55	103	66	26	265	148	65	82	6	6	22	30	209	42	141	100	6,699	60	164	294	60	228	177	47	45	113	135	2,205	74	48	87	0	0	0	26,541	12,895	5	90	930	11,870	46
Haight Ashbury	3	6	55	6	7	32	21	6	12	4	1	7	14	8	12	29	68	4,850	9	53	38	15	84	117	18	32	8	23	2,420	19	11	12	0	0	0	14,552	8,410	10	25	370	8,005	5
Ingleside	13	40	43	25	10	94	64	14	20	1	9	10	3	92	15	29	27	2,877	42	108	111	40	142	98	17	23	63	44	826	20	22	24	0	0	0	11,506	5,461	8	40	417	4,996	30
Inner Sunset	4	19	44	9	8	68	31	8	10	2	1	3	12	25	10	20	28	3,003	11	48	48	9	79	80	12	20	15	18	1,450	18	8	10	0	0	0	9,393	5,438	8	18	270	5,142	11
Lake Merced	7	29	9	15	10	107	86	21	26	3	1	8	12	27	26	22	23	1,885	6	49	100	11	79	51	11	13	12	26	441	23	18	26	0	0	0	8,641	3,424	2	17	205	3,200	17
Laurel Heights/Anza Vista	3	22	28	6	6	76	47	8	10	3	1	2	16	10	16	38	37	2,943	11	56	59	12	89	88	8	12	9	21	1,084	16	5	8	0	0	0	9,744	5,037	6	21	245	4,765	15
Marina Pacific Heights	12	86	52	32	23	428	258	46	40	5	1	12	21	26	50	186	203	12,156	30	144	386	52	212	249	37	68	25	166	2,690	91	22	78	0	1	0	38,757	19,070	49	75	999	17,947	59
Mission	14	26	107	45	26	73	52	11	42	3	4	11	23	30	30	88	121	7,777	28	121	88	23	238	230	41	65	44	68	5,631	33	33	40	0	0	0	30,096	16,088	11	77	802	15,198	32
Noe Valley	4	9	46	11	11	87	39	10	8	1	1	3	12	8	13	36	79	6,590	9	51	92	12	99	138	14	18	9	47	2,633	15	7	18	0	1	0	16,415	10,584	-11	18	430	10,147	16
North Bernal Heights	4	11	41	12	5	26	22	4	7	0	3	2	2	5	6	13	30	2,965	10	35	24	7	64	53	5	15	3	18	1,831	7	7	5	0	0	0	8,622	5,494	0	17	227	5,250	8
North Embarcadero	3	13	14	11	7	69	41	11	14	1	0	2	6	25	14	38	31	2,182	10	20	58	8	51	39	15	15	8	28	565	10	6	12	0	0	0	6,827	3,580	6	9	234	3,331	4
Portola	4	43	30	16	8	102	65	12	17	8	3	8	12	76	11	32	48	2,415	7	31	141	15	78	58	9	12	49	45	625	18	14	26	0	0	0	8,914	4,445	3	31	355	4,056	18
Potrero Hill	9	17	49	12	17	84	40	1	17	4	0	5	19	27	7	39	82	4,717	8	60	66	20	81	114	20	33	20	36	1,873	21	8	18	0	0	0	15,511	7,917	5	22	353	7,537	13
Richmond	20	105	123	60	44	360	210	54	78	7	5	24	31	212	69	143	116	10,578	44	221	431	46	308	362	41	74	115	124	4,089	91	63	75	0	0	0	35,688	19,724	30	84	1,209	18,401	78
Sea Cliff/Presidio Heights	1	27	8	7	6	100	61	7	10	2	0	0	6	6	12	44	30	3,033	4	24	69	8	49	41	13	21	9	31	634	21	7	19	0	1	0	7,813	4,593	10	13	237	4,333	22
South of Bernal Heights	5	7	31	16	6	35	25	8	13	2	0	1	11	9	9	22	23	3,180	9	51	54	6	61	74	7	15	7	27	1,437	14	11	5	0	0	0	9,230	5,452	8	15	243	5,186	5
South of Market	15	25	69	22	16	179	66	22	43	4	4	10	16	44	25	73	134	5,867	26	72	160	41	165	190	40	28	32	65	1,799	29	34	32	0	0	0	23,278	10,026	-3	71	595	9,363	16
Sunset	24	142	142	57	54	532	302	93	102	16	10	52	52	344	78	210	116	11,503	67	249	567	82	380	356	62	77	165	173	3,472	145	76	117	0	2	0	40,651	21,684	21	104	1,647	19,912	93
Upper Market/Eureka Valley	4	11	55	14	12	65	43	14	17	1	1	3	10	7	11	21	73	7,592	16	68	58	18	123	132	23	38	15	28	3,102	18	5	12	0	0	0	18,424	12,111	5	20	464	11,622	12
Visitation Valley	9	14	25	15	6	72	37	10	25	4	0	5	4	56	11	28	27	1,825	16	54	97	16	57	25	9	11	48	31	304	21	18	24	0	0	0	7,867	3,226	9	19	285	2,913	9
West of Twin Peaks	24	85	87	33	25	422	306	63	82	2	6	33	33	142	98	198	137	12,845	38	116	414	56	248	282	47	47	72	160	3,201	115	40	73	0	0	0	33,960	20,797	29	67	1,111	19,590	60
Western Addition	18	32	82	47	28	130	81	21	37	5	2	10	20	37	33	65	113	8,736	29	143	94	40	250	237	31	71	34	49	3,847	37	40	30	0	0	0	29,200	15,490	13	75	937	14,465	36
