Subtotal Area	JOSH JONES	J. BRIBIESCA	GLORIA ESTELA LA RIVA	PETER Y LIU	ANTONIO VILLARAIGOSA	YVONNE GIRARD	ROBERT DAVIDSON GRIFFIS	SHUBHAM GOEL	TRAVIS ALLEN	AKINYEMI AGBEDE	JOHNNY WATTENBURG	NICKOLAS WILDSTAR	DESMOND SILVEIRA	MICHAEL SHELLENBERGER	ZOLTAN ISTVAN	CHRISTOPHER N. CARLSON	THOMAS JEFFERSON CARES	JOHN CHIANG	JOHN H. COX	AMANDA RENTERIA	DELAINE EASTIN	JEFFREY EDWARD TAYLOR	KLEMENT TINAJ	HAKAN "HAWK" MIKADO	ALBERT CAESAR MEZZETTI	GAVIN NEWSOM	ROBERT C. NEWMAN, II	K. PEARCE	VERONIKA FIMBRES	ARMANDO M. ARREOLA	ARMAN SOLTANI	PETER CRAWFORD VALENTINO	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Ballots Counted	Writein Votes
Precinct 7835 - Vote By Mail	1	0	1	0	21	0	1	0	8	0	0	0	0	0	1	0	0	22	17	4	32	0	0	0	0	222	0	0	0	0	0	0	808	338	0	4	4	330	0
Precinct 7836 - Election Day	0	1	0	1	26	0	0	0	2	1	0	0	0	1	1	0	1	10	5	0	24	0	0	0	0	124	0	0	0	0	0	0	979	199	0	1	1	197	0
Precinct 7836 - Vote By Mail	0	0	0	0	27	0	0	0	4	0	0	1	0	2	2	2	0	24	25	5	41	0	0	0	0	279	0	0	0	0	0	0	979	421	0	4	5	412	0
Precinct 7837 - Election Day	2	0	0	0	19	0	1	0	0	1	0	0	0	0	0	1	1	10	7	0	34	0	0	0	0	158	0	0	0	0	0	0	883	237	0	0	2	235	1
Precinct 7837 - Vote By Mail	1	0	0	1	27	0	0	0	2	0	0	0	0	1	1	0	1	28	11	5	30	0	0	0	1	226	0	0	0	0	0	0	883	339	0	1	3	335	0
Precinct 7838 - Election Day	1	0	0	0	15	0	0	0	0	0	0	1	0	0	0	0	0	4	10	0	21	0	0	0	0	156	0	0	0	0	0	0	891	210	0	0	2	208	0
Precinct 7838 - Vote By Mail	2	0	0	1	33	0	0	0	4	0	0	1	0	0	1	0	0	17	13	4	42	0	0	0	0	282	1	0	0	0	0	0	891	413	0	5	6	402	1
Precinct 7839 - Election Day	0	0	1	0	16	0	0	0	0	0	0	0	0	0	1	0	2	8	4	0	24	0	0	0	0	109	0	0	0	0	0	0	830	172	0	1	6	165	0
Precinct 7839 - Vote By Mail	2	0	0	0	37	0	0	0	2	0	1	1	0	0	1	1	1	20	17	4	38	0	0	0	0	254	1	0	0	0	0	0	830	389	0	3	6	380	0
Precinct 7841 - Election Day	3	0	0	0	29	0	0	0	0	0	0	0	0	1	0	0	0	9	5	4	41	0	0	0	2	140	0	0	0	0	0	0	898	240	0	1	4	235	1
Precinct 7841 - Vote By Mail	0	0	2	0	31	0	0	0	1	0	0	0	0	1	1	0	0	12	7	5	59	0	0	0	0	225	0	0	0	0	0	0	898	353	0	1	7	345	1
Precinct 7842 - Election Day	1	0	0	0	29	0	0	0	1	1	1	0	0	1	2	0	0	12	4	2	34	0	0	0	0	122	0	0	0	0	0	0	873	214	0	2	2	210	0
Precinct 7842 - Vote By Mail	1	0	1	0	34	0	0	0	1	0	0	0	0	1	1	0	1	15	16	4	59	0	0	0	0	170	0	0	0	0	0	0	873	308	0	1	3	304	0
Precinct 7843 - Election Day	1	0	2	0	19	0	0	0	1	0	0	0	0	1	0	2	0	14	3	2	35	0	0	0	1	101	0	0	0	0	0	0	751	182	0	0	0	182	0
Precinct 7843 - Vote By Mail	1	0	2	0	22	0	0	0	1	0	0	0	0	4	2	0	0	18	15	6	40	0	1	0	0	144	1	0	0	0	0	0	751	267	0	2	8	257	0
Precinct 7844 - Election Day	1	0	1	0	20	0	0	0	1	1	0	0	0	0	1	0	0	8	7	2	33	0	0	0	0	80	0	0	0	0	0	0	635	160	0	0	5	155	0
Precinct 7844 - Vote By Mail	1	0	0	0	24	0	0	0	0	0	0	0	0	1	0	0	1	9	6	5	65	0	0	0	1	121	1	0	0	0	0	0	635	245	0	3	6	236	1
Precinct 7845 - Election Day	2	0	3	0	16	0	0	0	1	0	0	0	0	1	0	0	0	8	6	2	25	0	0	0	0	131	0	0	0	0	0	0	803	202	0	2	5	195	0
Precinct 7845 - Vote By Mail	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	1	18	6	1	27	0	0	0	0	228	0	0	0	0	0	0	803	314	0	1	7	306	0
Precinct 7846 - Election Day	2	0	0	0	15	0	0	0	2	0	0	0	0	0	2	0	0	11	16	2	35	0	0	0	0	125	1	0	0	0	0	0	871	221	0	1	8	212	1
Precinct 7846 - Vote By Mail	0	0	1	0	22	1	0	0	6	0	1	0	0	1	0	0	0	23	17	3	23	0	0	0	0	223	1	0	0	0	0	0	871	330	0	2	6	322	0
Precinct 7847 - Election Day	0	0	0	0	17	1	0	0	4	1	0	0	0	0	0	0	1	12	6	0	36	0	0	0	1	128	0	0	0	0	0	0	878	207	0	0	0	207	0
Precinct 7847 - Vote By Mail	0	0	1	0	41	0	0	0	2	0	0	0	0	2	1	0	0	21	11	3	44	0	0	0	1	216	0	0	0	0	0	0	878	358	0	3	12	343	0
Precinct 7848 - Election Day	0	0	0	0	15	0	0	0	0	0	0	0	0	0	2	0	0	17	9	3	23	0	0	0	0	136	0	0	0	0	0	0	838	209	0	0	4	205	0
Precinct 7848 - Vote By Mail	0	0	2	2	35	0	0	2	2	0	0	0	0	0	1	0	0	17	9	0	33	1	0	0	0	233	0	0	0	0	0	0	838	346	0	3	5	338	1
Precinct 7849 - Election Day	0	0	0	0	23	0	0	0	1	0	0	0	0	3	1	0	0	14	11	2	50	0	1	1	0	124	1	0	0	0	0	0	904	237	0	0	5	232	0
Precinct 7849 - Vote By Mail	1	0	0	0	28	0	0	1	2	0	0	1	0	2	4	0	1	24	8	5	57	0	0	1	0	208	0	0	0	0	0	0	904	353	0	4	6	343	0
Precinct 7851 - Election Day	0	0	0	1	7	0	0	0	3	0	0	0	0	0	0	0	0	14	13	0	10	0	0	0	0	70	0	0	0	0	0	0	493	118	0	0	0	118	0
Precinct 7851 - Vote By Mail	0	0	0	0	12	0	0	0	8	0	0	0	0	0	0	0	0	31	17	1	5	0	0	0	0	127	0	0	0	0	0	0	493	204	0	2	1	201	0
Precinct 7852 - Election Day	0	0	0	0	8	0	0	0	1	0	0	0	0	0	1	0	0	10	12	1	8	0	0	0	0	59	0	0	0	0	0	0	634	104	0	1	2	101	1
Precinct 7852 - Vote By Mail	1	0	1	0	23	0	0	0	2	1	0	0	0	0	0	1	0	19	19	2	24	0	0	0	0	201	0	0	0	0	0	0	634	303	0	5	4	294	0
Precinct 7853 - Election Day	0	0	0	0	13	1	0	0	1	0	0	0	0	0	0	0	1	11	8	2	16	0	0	0	1	117	0	0	0	0	0	0	837	180	0	5	3	172	1
Precinct 7853 - Vote By Mail	0	0	0	0	26	0	0	0	3	0	0	0	0	0	0	0	2	15	13	3	24	0	0	0	1	236	1	0	0	0	0	0	837	333	0	5	4	324	0
Precinct 7854 - Election Day	0	0	0	0	28	0	0	0	1	1	0	1	0	1	0	0	0	12	6	2	34	0	0	0	0	127	0	0	0	0	0	0	874	216	0	1	2	213	0
Precinct 7854 - Vote By Mail	2	0	0	0	34	0	0	0	3	0	0	0	0	0	1	0	2	22	8	3	35	1	0	1	0	224	1	0	0	0	0	0	874	346	0	3	6	337	0
Precinct 7855 - Election Day	0	0	2	0	31	0	0	0	0	0	0	0	0	0	0	0	3	17	3	1	52	0	0	0	1	144	0	0	0	0	0	0	949	259	0	0	5	254	0
Precinct 7855 - Vote By Mail	3	0	0	0	25	0	0	0	7	0	0	2	0	0	1	0	0	26	13	2	44	0	0	0	0	221	0	0	0	0	0	0	949	359	0	2	13	344	0
Precinct 7856 - Election Day	0	0	1	0	23	0	0	0	0	1	0	2	0	0	0	0	0	15	2	2	31	0	0	0	0	124	0	0	0	0	0	0	790	204	0	0	3	201	0
Precinct 7856 - Vote By Mail	0	0	0	0	36	0	0	0	2	0	0	1	0	1	2	0	2	23	6	4	34	0	0	0	0	197	1	0	0	0	0	0	790	312	0	1	2	309	0
Precinct 7857 - Election Day	1	0	0	0	27	0	0	0	1	1	0	0	0	2	0	0	0	12	3	5	50	0	0	0	0	115	0	0	0	0	0	0	913	226	0	1	8	217	0
Precinct 7857 - Vote By Mail	2	0	0	0	42	0	0	0	3	0	0	0	0	1	0	0	2	19	11	1	63	0	0	0	1	189	0	0	0	0	0	0	913	350	0	5	11	334	0
Precinct 7858 - Election Day	1	0	2	0	18	0	0	0	0	0	0	0	0	1	1	0	1	14	5	3	36	2	0	1	0	104	0	0	0	0	0	0	743	192	0	0	3	189	0
Precinct 7858 - Vote By Mail	1	1	0	0	35	0	0	0	0	0	0	0	0	1	0	0	0	16	2	5	61	0	0	0	0	123	1	0	0	0	0	0	743	252	0	4	2	246	0
Precinct 7859 - Election Day	0	0	1	0	10	0	0	0	1	1	0	0	0	1	0	0	1	12	8	4	28	0	0	0	0	149	0	0	0	0	0	0	879	219	0	2	1	216	0
Precinct 7859 - Vote By Mail	3	0	0	0	33	0	0	0	6	0	0	0	0	2	0	1	2	12	16	3	29	0	0	0	1	234	1	0	0	0	0	0	879	352	0	1	8	343	0
Precinct 7861 - Election Day	0	1	1	0	22	0	0	0	4	1	0	0	0	0	0	0	0	5	7	1	29	0	0	0	0	111	0	0	0	0	0	0	835	184	0	1	1	182	0
Precinct 7861 - Vote By Mail	1	0	2	0	38	0	0	0	6	0	0	1	0	1	0	0	0	18	18	2	47	0	0	0	0	224	1	0	0	0	0	0	835	367	0	4	3	360	1
Precinct 7862 - Election Day	0	0	1	1	19	0	0	0	2	0	0	0	0	2	0	1	2	22	9	5	40	0	0	0	1	130	0	0	0	0	0	0	850	237	0	1	1	235	0
Precinct 7862 - Vote By Mail	2	0	0	2	21	0	0	0	3	0	0	0	0	0	0	1	0	15	15	4	34	0	0	0	0	222	0	0	0	0	0	0	850	323	0	0	4	319	0
Precinct 7863 - Election Day	0	0	1	0	25	0	0	0	3	0	0	0	1	0	0	0	0	21	8	2	45	0	0	1	0	126	1	0	0	0	0	0	870	237	0	0	2	235	1
Precinct 7863 - Vote By Mail	1	0	0	0	28	0	0	0	2	0	0	0	1	0	0	0	0	19	11	2	45	0	0	0	0	182	1	0	0	0	0	0	870	302	0	3	7	292	0
Precinct 7864 - Election Day	3	0	0	0	15	0	0	0	2	1	0	0	0	0	2	0	0	9	4	1	36	0	0	0	0	113	0	0	0	0	0	0	773	188	0	0	2	186	0
Precinct 7864 - Vote By Mail	2	0	1	0	24	0	1	0	4	1	0	1	0	0	0	0	0	16	10	0	47	0	0	0	0	170	2	0	0	0	0	0	773	284	0	3	2	279	0
Precinct 7865 - Election Day	0	0	0	0	20	0	0	0	2	0	0	0	0	1	0	1	0	10	7	1	32	0	0	1	0	95	0	0	0	0	0	0	808	178	0	3	5	170	0
Precinct 7865 - Vote By Mail	0	0	0	0	35	1	0	0	2	0	0	1	0	0	1	0	0	26	16	3	34	0	0	0	0	180	1	0	1	0	0	0	808	310	0	1	8	301	0
Precinct 7866 - Election Day	0	0	1	0	18	0	0	0	2	0	0	0	0	0	0	0	1	16	15	1	17	0	0	0	1	104	1	0	0	0	0	0	816	184	0	2	4	178	1
Precinct 7866 - Vote By Mail	0	0	1	0	33	0	0	0	10	0	0	0	0	1	0	0	1	42	43	5	19	0	0	0	1	222	0	0	0	0	0	0	816	389	0	4	6	379	1
Precinct 7867 - Election Day	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	1	2	10	10	3	21	0	0	0	1	132	2	0	0	0	0	0	932	209	0	4	6	199	1
Precinct 7867 - Vote By Mail	0	0	2	0	44	0	0	0	5	1	0	2	0	2	1	1	0	23	19	2	38	0	0	0	1	235	0	0	0	0	0	0	932	385	0	5	4	376	0
Precinct 7868 - Election Day	0	0	2	0	24	0	0	0	1	0	0	0	0	0	0	0	2	12	8	2	25	0	1	0	1	130	0	0	0	0	0	0	860	218	0	4	6	208	0
Precinct 7868 - Vote By Mail	1	0	0	0	33	0	0	0	2	0	0	0	2	1	0	0	2	25	12	4	24	0	0	1	0	202	1	0	0	0	0	0	860	324	0	8	6	310	0
Precinct 7869 - Election Day	1	0	1	0	19	0	0	0	2	0	0	2	0	1	0	1	0	8	7	2	31	0	0	0	0	138	1	0	0	0	0	0	842	219	0	2	3	214	0
Precinct 7869 - Vote By Mail	0	0	0	0	50	0	0	0	9	0	0	0	0	1	1	2	0	12	22	4	42	0	0	0	0	224	1	0	0	0	0	0	842	376	0	1	7	368	0
Precinct 7871 - Election Day	1	0	0	0	26	0	0	0	1	0	0	0	0	1	1	0	1	12	9	2	28	0	0	0	0	152	0	0	0	0	0	0	882	240	0	4	2	234	0
Precinct 7871 - Vote By Mail	3	0	0	0	49	0	0	0	4	0	0	1	0	0	1	1	0	24	6	5	21	0	0	0	0	240	0	0	0	0	0	0	882	364	0	2	7	355	0
Precinct 7872 - Election Day	1	0	4	0	23	0	0	0	0	0	0	0	0	0	0	0	1	12	8	2	31	0	0	0	0	155	0	0	0	0	0	0	864	242	0	0	5	237	0
Precinct 7872 - Vote By Mail	1	0	1	1	45	0	0	0	5	0	0	0	0	1	0	0	0	17	11	2	40	0	0	0	1	230	0	0	0	0	0	0	864	369	0	7	7	355	0
Precinct 7873 - Election Day	0	0	0	0	31	0	0	0	2	0	0	0	0	0	0	0	1	8	2	3	36	0	0	0	0	144	0	0	0	0	0	0	841	231	0	1	3	227	0
Precinct 7873 - Vote By Mail	0	0	1	0	33	0	0	0	5	1	0	0	0	1	0	1	0	19	10	5	49	0	0	0	1	252	0	0	0	0	0	0	841	387	0	4	5	378	0
Precinct 7874 - Election Day	0	0	0	0	5	1	0	0	1	0	0	0	0	0	0	0	1	6	3	1	19	0	0	0	3	42	0	0	0	0	0	0	453	85	0	1	2	82	0
Precinct 7874 - Vote By Mail	0	0	1	0	18	0	0	0	1	1	0	0	0	1	0	0	0	17	3	0	16	0	0	0	0	108	0	0	0	0	0	0	453	174	0	4	3	167	1
Precinct 7875 - Election Day	0	0	0	0	20	0	0	0	1	1	0	0	0	1	0	0	1	5	6	1	28	1	0	0	0	60	1	0	0	0	0	0	615	127	0	1	0	126	0
Precinct 7875 - Vote By Mail	1	0	1	0	19	0	0	0	6	0	1	1	0	0	2	0	0	17	11	2	40	0	0	0	0	96	0	0	0	0	0	0	615	203	0	0	6	197	0
Precinct 7876 - Election Day	0	0	0	0	14	0	0	0	0	1	0	0	0	1	0	1	0	5	4	0	9	0	0	0	0	63	0	0	0	0	0	0	491	101	0	0	3	98	0
Precinct 7876 - Vote By Mail	0	0	0	1	15	0	0	0	0	0	0	0	0	1	0	0	0	10	1	2	20	0	0	0	0	95	0	0	0	0	0	0	491	148	0	1	2	145	0
Precinct 7901 - Election Day	1	0	0	0	18	0	0	0	1	1	0	0	0	0	0	0	0	3	2	3	10	0	0	0	1	41	0	0	0	0	0	0	466	87	0	2	4	81	0
Precinct 7901 - Vote By Mail	0	1	0	1	23	0	0	0	1	0	0	0	0	1	1	1	1	8	2	2	13	0	0	0	0	69	0	0	0	0	0	0	466	133	0	7	2	124	0
Precinct 7902 - Election Day	0	0	1	0	19	0	0	0	4	1	0	1	1	0	0	0	2	12	3	2	48	0	1	0	1	83	0	0	0	0	0	0	921	188	0	5	4	179	0
Precinct 7902 - Vote By Mail	0	0	2	0	19	0	0	0	4	0	0	0	0	1	0	1	0	22	5	5	40	0	0	1	1	142	0	0	0	0	0	0	921	259	0	10	5	244	1
Precinct 7903 - Election Day	1	0	0	0	29	0	0	0	1	0	0	0	0	1	0	0	2	7	6	1	19	0	0	0	0	74	0	0	0	0	0	0	819	144	0	2	0	142	1
Precinct 7903 - Vote By Mail	1	0	0	0	34	0	0	0	1	0	0	0	0	1	1	1	0	16	13	0	33	2	1	0	0	120	0	0	0	0	0	0	819	244	0	13	7	224	0
Precinct 7904 - Election Day	0	0	1	0	16	1	0	0	1	0	0	0	0	0	1	1	0	5	6	0	41	0	0	0	0	60	0	0	0	0	0	0	846	137	0	1	3	133	0
Precinct 7904 - Vote By Mail	1	1	3	0	38	2	1	0	9	0	0	1	0	0	2	0	0	25	4	1	46	0	0	0	1	105	0	0	0	0	0	0	846	248	0	5	3	240	0
Precinct 7905 - Election Day	1	1	1	0	27	0	0	0	2	1	0	0	0	1	0	0	2	4	3	3	35	0	0	0	1	113	0	0	0	0	0	0	821	199	0	4	0	195	0
Precinct 7905 - Vote By Mail	0	2	2	0	27	0	0	0	3	0	1	0	0	2	2	0	0	20	8	6	37	0	0	0	0	159	0	0	0	0	0	0	821	275	0	4	2	269	0
Precinct 7906 - Election Day	1	0	0	0	13	0	0	0	1	0	0	1	0	0	1	3	0	8	0	1	48	0	0	1	0	81	0	0	0	0	0	0	769	164	0	4	1	159	0
Precinct 7906 - Vote By Mail	1	1	1	0	25	0	0	0	0	0	0	0	1	1	0	0	1	11	5	2	39	0	0	1	0	120	0	0	0	0	0	0	769	214	0	2	3	209	0
Precinct 7907 - Election Day	0	2	2	0	20	0	1	0	2	0	0	0	0	2	1	0	0	9	3	2	60	0	1	0	0	92	0	0	0	0	0	0	926	201	0	1	3	197	0
Precinct 7907 - Vote By Mail	1	0	2	0	37	0	0	0	5	0	1	0	0	1	1	0	1	29	0	5	51	1	0	0	0	139	1	0	0	0	0	0	926	286	0	3	8	275	0
Precinct 7908 - Election Day	0	0	1	0	25	0	0	0	1	0	0	0	0	1	0	0	0	9	8	3	37	0	0	0	0	83	2	0	0	0	0	0	936	191	0	13	7	171	1
Precinct 7908 - Vote By Mail	0	0	0	0	31	0	0	0	8	0	0	0	0	3	0	0	0	20	7	6	47	0	0	0	0	125	2	0	0	0	0	0	936	267	0	10	7	250	1
Precinct 7909 - Election Day	2	0	1	0	15	0	1	0	0	1	0	0	0	0	0	3	1	12	1	5	57	0	0	0	0	87	0	0	0	0	0	0	726	190	0	1	3	186	0
Precinct 7909 - Vote By Mail	0	0	1	0	25	0	0	0	1	0	0	0	0	2	0	0	0	10	2	3	45	0	0	0	1	117	0	0	0	0	0	0	726	221	0	7	7	207	0
Precinct 7911 - Election Day	1	0	1	0	20	0	0	0	0	0	0	0	0	1	0	0	1	12	4	2	45	0	0	0	0	99	0	0	0	0	0	0	849	192	0	1	3	188	2
Precinct 7911 - Vote By Mail	0	0	0	0	32	0	0	0	1	0	0	0	0	1	0	0	0	18	11	1	37	0	0	0	1	135	0	0	1	0	0	0	849	250	0	5	6	239	1
Precinct 7912 - Election Day	1	0	1	0	34	0	0	0	1	0	0	0	0	1	0	0	1	13	2	3	62	0	1	0	0	80	1	0	0	0	0	0	1,036	215	0	4	10	201	0
Precinct 7912 - Vote By Mail	1	3	3	0	33	0	0	0	5	0	0	0	0	0	0	1	1	23	4	3	61	0	1	0	0	165	0	0	0	0	0	0	1,036	314	0	8	2	304	0
Precinct 7913 - Election Day	0	0	1	1	36	0	0	0	0	0	0	0	0	2	0	1	0	8	7	4	68	0	1	0	0	105	0	0	0	0	0	0	887	240	0	0	6	234	0
Precinct 7913 - Vote By Mail	1	0	1	0	28	0	0	0	3	0	0	0	0	0	0	1	0	27	6	3	46	0	0	0	0	122	0	0	2	0	0	0	887	244	0	2	2	240	0
Precinct 7914 - Election Day	2	0	2	0	26	0	0	0	1	0	0	1	0	1	0	0	2	13	5	2	50	0	0	0	0	93	0	0	0	0	0	0	833	208	0	3	7	198	0
Precinct 7914 - Vote By Mail	1	0	0	0	32	0	0	0	4	0	0	2	0	1	0	0	0	26	1	3	46	0	0	0	1	127	3	0	0	0	0	0	833	253	0	5	1	247	0
Precinct 7915 - Election Day	2	0	0	0	22	0	0	0	1	1	0	0	0	0	1	0	0	11	6	1	53	0	0	0	2	103	0	0	0	0	0	0	802	213	0	6	4	203	0
Precinct 7915 - Vote By Mail	0	0	0	0	29	0	0	0	3	0	0	0	0	0	0	0	0	19	1	4	52	0	0	0	0	109	0	0	0	0	0	0	802	222	0	3	2	217	0
Precinct 7916 - Election Day	1	0	4	1	38	0	0	0	0	0	0	0	0	0	0	1	1	12	3	3	62	0	0	0	0	84	0	0	0	0	0	0	887	215	0	0	5	210	0
Precinct 7916 - Vote By Mail	0	0	2	0	46	0	0	0	2	0	0	1	0	1	1	0	0	13	9	4	59	0	0	0	0	147	0	0	0	0	0	0	887	289	0	2	2	285	0
Precinct 7917 - Election Day	0	0	5	1	37	0	0	0	3	0	0	1	0	0	0	2	2	14	8	2	77	0	0	1	0	88	0	0	0	0	0	0	983	254	0	6	7	241	0
Precinct 7917 - Vote By Mail	0	0	0	2	44	0	0	0	2	0	0	0	0	3	1	0	1	21	3	3	68	0	0	1	1	123	0	0	1	0	0	0	983	287	0	6	7	274	0
Precinct 7918 - Election Day	0	0	2	0	26	0	0	0	0	0	0	0	0	0	0	1	0	15	3	3	61	0	0	0	0	73	0	0	0	0	0	0	790	191	0	1	5	185	1
Precinct 7918 - Vote By Mail	0	0	0	0	33	0	0	0	2	1	0	0	0	0	0	0	1	11	4	1	55	0	0	0	0	119	0	0	0	0	0	0	790	234	0	3	3	228	1
Precinct 7919 - Election Day	0	0	5	0	40	0	0	0	1	0	0	1	0	0	0	0	1	10	2	3	58	0	0	0	0	79	0	0	0	0	0	0	857	217	0	14	3	200	0
Precinct 7919 - Vote By Mail	2	0	3	0	39	0	0	0	2	0	0	2	0	0	1	1	0	15	7	1	59	0	0	0	0	96	0	0	0	0	0	0	857	241	0	11	2	228	0
Precinct 7921 - Election Day	1	0	3	0	22	0	2	0	0	0	0	0	0	1	0	0	2	6	2	2	36	1	0	0	1	65	0	0	0	0	0	0	883	151	0	3	3	145	1
Precinct 7921 - Vote By Mail	2	1	2	0	26	0	0	0	6	0	0	1	0	0	0	1	0	8	10	3	38	0	0	1	0	96	1	0	0	0	0	0	883	210	0	11	2	197	1
Precinct 7922 - Election Day	1	0	3	0	21	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	59	0	0	0	0	86	1	0	0	0	0	0	797	182	0	2	5	175	0
Precinct 7922 - Vote By Mail	1	0	0	0	35	0	0	0	4	0	0	0	0	1	0	0	0	11	10	5	41	0	0	0	1	124	1	0	0	0	0	0	797	241	0	4	3	234	0
Precinct 7923 - Election Day	1	0	1	0	24	0	0	0	1	0	1	0	0	3	0	2	0	6	3	0	63	0	1	0	0	82	0	0	0	0	0	0	863	202	0	7	7	188	0
Precinct 7923 - Vote By Mail	3	0	1	0	38	0	0	0	3	0	0	0	0	0	1	1	2	14	7	1	59	0	1	0	1	99	0	0	0	0	0	0	863	241	0	3	7	231	0
Precinct 7924 - Election Day	1	0	2	0	19	0	0	0	0	1	0	0	0	0	1	0	2	11	2	3	50	0	0	0	0	73	2	0	0	0	0	0	806	172	0	1	4	167	0
Precinct 7924 - Vote By Mail	2	1	2	0	28	0	0	0	3	1	0	0	0	3	1	0	1	21	10	2	48	0	0	0	0	114	0	0	0	0	0	0	806	247	0	6	4	237	0
Precinct 7925 - Election Day	0	0	0	0	20	0	0	0	1	0	0	0	0	1	0	0	0	3	0	2	29	0	0	0	0	53	0	0	0	0	0	0	570	114	0	0	5	109	0
Precinct 7925 - Vote By Mail	2	0	2	0	21	0	0	0	1	0	0	0	0	1	1	0	0	14	4	0	39	0	1	0	0	96	0	0	0	0	0	0	570	191	0	7	2	182	0
Precinct 7926 - Election Day	1	0	0	0	21	0	0	0	1	1	0	0	0	1	0	0	0	6	2	1	45	0	0	0	1	91	1	0	0	0	0	0	768	177	0	2	3	172	0
Precinct 7926 - Vote By Mail	0	0	5	0	22	0	0	0	5	0	0	0	0	6	2	0	0	17	11	5	53	1	0	0	0	153	0	0	0	0	0	0	768	296	0	9	7	280	0
Precinct 7927 - Election Day	2	0	0	0	22	0	0	0	1	0	0	0	0	1	1	0	1	4	2	1	46	0	1	0	0	98	0	0	0	0	0	0	733	187	0	4	3	180	0
Precinct 7927 - Vote By Mail	1	2	0	0	38	0	0	0	3	0	0	0	0	0	0	0	0	12	2	3	56	1	0	0	0	165	0	0	0	0	0	0	733	289	0	1	5	283	0
Precinct 7928 - Election Day	2	0	3	0	20	0	0	0	0	1	0	0	0	0	0	0	1	10	5	1	55	0	1	0	0	145	1	0	0	0	0	0	899	253	0	1	7	245	0
Precinct 7928 - Vote By Mail	1	2	2	0	29	0	0	0	2	1	0	0	0	0	0	0	0	18	4	3	62	0	2	0	0	162	0	0	0	0	0	0	899	297	0	4	5	288	0
Precinct 7929 - Election Day	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	1	10	3	1	39	0	0	0	0	118	0	0	0	0	0	0	840	200	0	0	5	195	0
Precinct 7929 - Vote By Mail	0	0	0	0	47	0	0	0	1	0	0	0	0	0	0	1	0	25	10	4	54	0	0	0	1	209	0	0	0	0	0	0	840	367	0	2	13	352	0
Precinct 7931 - Election Day	0	0	1	0	18	0	0	0	2	0	0	0	0	0	1	0	1	6	4	3	32	0	0	0	0	117	0	0	0	0	0	0	732	189	0	3	1	185	0
Precinct 7931 - Vote By Mail	0	0	1	0	26	0	0	0	1	0	0	0	0	1	0	0	0	16	4	3	46	0	0	0	0	214	1	0	0	0	0	0	732	317	0	1	3	313	0
Precinct 7932 - Election Day	0	0	1	0	10	0	0	0	1	0	0	0	0	0	0	0	0	9	3	0	27	0	0	0	0	59	0	0	0	0	0	0	551	112	0	0	1	111	1
Precinct 7932 - Vote By Mail	0	0	2	0	16	0	0	0	5	0	0	0	0	0	0	0	2	13	5	2	35	0	0	1	0	138	0	0	0	0	0	0	551	225	0	1	5	219	0
Precinct 7933 MB - Vote By Mail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	8	4	0	0	0	4	0
Precinct 7934 - Election Day	0	1	4	0	13	0	0	1	0	0	0	0	1	0	1	0	0	8	5	2	51	0	0	0	1	102	0	0	0	0	0	0	885	195	0	1	4	190	0
Precinct 7934 - Vote By Mail	1	0	0	0	33	0	0	0	2	0	0	0	0	1	0	0	0	16	7	3	78	0	0	0	0	175	0	0	0	0	0	0	885	328	0	6	5	317	1
Precinct 7935 - Election Day	2	0	2	0	22	0	0	0	3	0	0	1	0	0	0	0	1	6	4	3	73	0	0	0	0	158	0	0	0	0	0	0	938	283	0	2	5	276	1
Precinct 7935 - Vote By Mail	3	1	1	0	38	0	0	0	2	0	0	0	0	0	1	1	0	16	11	7	67	0	0	0	0	213	0	0	0	0	0	0	938	370	0	3	6	361	0
Precinct 7936 - Election Day	0	1	2	0	22	0	0	0	0	0	0	0	0	0	0	0	0	14	7	4	65	0	0	0	0	126	0	0	0	0	0	0	832	246	0	0	5	241	0
Precinct 7936 - Vote By Mail	1	0	2	0	44	0	0	0	3	1	0	0	0	0	2	0	1	15	2	3	61	0	0	2	0	179	0	0	0	0	0	0	832	326	0	6	4	316	0
Precinct 7937 - Election Day	0	0	1	1	26	0	0	0	0	0	0	0	0	0	0	1	1	17	3	1	58	0	1	0	0	103	1	0	0	0	0	0	874	223	0	2	7	214	0
Precinct 7937 - Vote By Mail	0	0	1	0	28	0	0	0	0	0	0	0	1	1	0	0	0	13	13	2	52	0	0	0	2	186	3	0	0	0	0	0	874	309	0	3	4	302	0
Precinct 7938 - Election Day	0	0	0	0	21	0	0	0	0	0	0	0	0	1	0	0	1	12	5	2	27	0	0	1	0	87	0	0	0	0	0	0	774	162	0	1	4	157	0
Precinct 7938 - Vote By Mail	0	0	3	0	21	0	0	0	3	0	0	0	0	0	0	0	0	23	6	6	52	0	0	0	0	122	0	0	0	0	0	0	774	247	0	7	4	236	0
