Subtotal Area	YES	NO	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes
All Precincts - Total	153,812	81,383	481,991	253,583	-56	70	18,374	235,195
All Precincts - Election Day	55,974	26,816	481,991	89,756	-87	16	7,037	82,790
All Precincts - Vote By Mail	97,838	54,567	481,991	163,827	31	54	11,337	152,405
Precinct 1101 - Election Day	49	30	544	83	-1	0	5	79
Precinct 1101 - Vote By Mail	83	102	544	198	1	0	12	185
Precinct 1102 - Election Day	102	69	964	188	1	0	16	171
Precinct 1102 - Vote By Mail	155	162	964	337	-2	0	22	317
Precinct 1103 - Election Day	110	44	914	163	0	0	9	154
Precinct 1103 - Vote By Mail	173	156	914	348	0	0	19	329
Precinct 1104/1105 - Election Day	88	63	953	167	0	0	16	151
Precinct 1104/1105 - Vote By Mail	157	120	953	292	1	0	14	277
Precinct 1106 - Election Day	53	50	740	113	0	0	10	103
Precinct 1106 - Vote By Mail	117	104	740	231	-1	1	10	221
Precinct 1107 - Election Day	49	45	721	101	0	0	7	94
Precinct 1107 - Vote By Mail	94	126	721	240	1	0	19	220
Precinct 1108 - Election Day	85	51	882	156	0	0	20	136
Precinct 1108 - Vote By Mail	166	137	882	328	1	0	24	303
Precinct 1109 - Election Day	71	48	758	124	-3	0	8	119
Precinct 1109 - Vote By Mail	101	139	758	265	3	0	22	240
Precinct 1111 - Election Day	79	41	938	132	-2	0	14	120
Precinct 1111 - Vote By Mail	148	156	938	330	5	0	21	304
Precinct 1112 - Election Day	48	35	702	96	2	0	11	83
Precinct 1112 - Vote By Mail	101	105	702	221	0	0	15	206
Precinct 1113 - Election Day	46	27	701	82	-1	0	10	73
Precinct 1113 - Vote By Mail	112	125	701	272	0	0	35	237
Precinct 1114 - Election Day	69	59	915	139	0	0	11	128
Precinct 1114 - Vote By Mail	148	112	915	280	1	1	18	260
Precinct 1115 - Election Day	57	32	835	97	0	0	8	89
Precinct 1115 - Vote By Mail	128	129	835	279	-1	0	23	257
Precinct 1116 - Election Day	67	54	842	141	-1	0	21	121
Precinct 1116 - Vote By Mail	113	135	842	275	0	0	27	248
Precinct 1117 - Election Day	65	61	827	138	-1	0	13	126
Precinct 1117 - Vote By Mail	113	116	827	240	0	1	10	229
Precinct 1118 - Election Day	84	57	974	158	2	0	15	141
Precinct 1118 - Vote By Mail	149	155	974	335	2	0	29	304
Precinct 1119 - Election Day	62	28	745	97	-1	0	8	90
