Subtotal Area	YES	NO	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes
All Precincts - Total	159,187	69,907	500,516	372,848	106	114	143,534	229,094
All Precincts - Election Day	53,200	26,225	500,516	127,886	80	25	48,356	79,425
All Precincts - Vote By Mail	105,987	43,682	500,516	244,962	26	89	95,178	149,669
Precinct 1101 - Election Day	56	30	553	126	0	0	40	86
Precinct 1101 - Vote By Mail	119	55	553	266	0	0	92	174
Precinct 1102 - Election Day	122	72	995	266	0	0	72	194
Precinct 1102 - Vote By Mail	209	102	995	480	0	0	169	311
Precinct 1103 - Election Day	107	50	951	246	1	0	88	157
Precinct 1103 - Vote By Mail	191	83	951	445	0	0	171	274
Precinct 1104/1105 - Election Day	108	57	993	249	0	0	84	165
Precinct 1104/1105 - Vote By Mail	198	79	993	414	0	1	136	277
Precinct 1106 - Election Day	83	38	765	191	0	0	70	121
Precinct 1106 - Vote By Mail	139	71	765	343	0	0	133	210
Precinct 1107 - Election Day	67	34	746	163	0	0	62	101
Precinct 1107 - Vote By Mail	149	61	746	336	0	0	126	210
Precinct 1108 - Election Day	83	39	909	232	0	0	110	122
Precinct 1108 - Vote By Mail	189	80	909	438	0	0	169	269
Precinct 1109 - Election Day	59	49	798	166	0	0	58	108
Precinct 1109 - Vote By Mail	172	57	798	365	0	1	135	229
Precinct 1111 - Election Day	100	38	1,002	205	0	0	67	138
Precinct 1111 - Vote By Mail	222	61	1,002	460	0	0	177	283
Precinct 1112 - Election Day	76	32	769	151	0	0	43	108
Precinct 1112 - Vote By Mail	151	67	769	344	0	0	126	218
Precinct 1113 - Election Day	49	33	746	135	0	0	53	82
Precinct 1113 - Vote By Mail	170	61	746	360	0	0	129	231
Precinct 1114 - Election Day	99	44	957	226	0	0	83	143
Precinct 1114 - Vote By Mail	184	84	957	404	0	0	136	268
Precinct 1115 - Election Day	57	46	895	174	0	0	71	103
Precinct 1115 - Vote By Mail	140	87	895	371	0	0	144	227
Precinct 1116 - Election Day	83	52	895	225	0	0	90	135
Precinct 1116 - Vote By Mail	168	87	895	376	0	1	120	255
Precinct 1117 - Election Day	88	35	858	185	0	0	62	123
Precinct 1117 - Vote By Mail	159	71	858	357	0	0	127	230
Precinct 1118 - Election Day	89	51	1,043	213	0	0	73	140
Precinct 1118 - Vote By Mail	231	86	1,043	476	0	0	159	317
Precinct 1119 - Election Day	65	31	791	165	0	0	69	96
Precinct 1119 - Vote By Mail	166	84	791	386	0	0	136	250
Precinct 1121 - Election Day	60	46	691	160	0	0	54	106
Precinct 1121 - Vote By Mail	119	56	691	313	0	0	138	175
Precinct 1122 - Election Day	48	25	632	110	0	0	37	73
Precinct 1122 - Vote By Mail	129	60	632	310	0	0	121	189
Precinct 1123 - Election Day	86	45	915	179	0	0	48	131
Precinct 1123 - Vote By Mail	140	90	915	364	0	0	134	230
Precinct 1124 - Election Day	66	41	819	152	0	0	45	107
Precinct 1124 - Vote By Mail	158	65	819	302	0	0	79	223
Precinct 1125 - Election Day	66	38	1,047	159	0	0	55	104
Precinct 1125 - Vote By Mail	240	82	1,047	466	0	0	144	322
Precinct 1126 - Election Day	105	40	922	191	0	0	46	145
Precinct 1126 - Vote By Mail	218	62	922	400	0	1	119	280
Precinct 1127 - Election Day	102	31	920	200	0	0	67	133
Precinct 1127 - Vote By Mail	180	82	920	382	0	0	120	262
Precinct 1128 - Election Day	64	40	838	154	0	0	50	104
Precinct 1128 - Vote By Mail	175	67	838	362	0	0	120	242
Precinct 1129 - Election Day	89	56	980	227	0	0	82	145
Precinct 1129 - Vote By Mail	211	72	980	416	0	0	133	283
Precinct 1131 - Election Day	67	22	797	132	0	0	43	89
Precinct 1131 - Vote By Mail	155	79	797	371	0	0	137	234
Precinct 1132 - Election Day	81	27	969	179	0	0	71	108
Precinct 1132 - Vote By Mail	211	66	969	427	0	0	150	277
Precinct 1133 - Election Day	75	26	863	161	0	0	60	101
Precinct 1133 - Vote By Mail	187	69	863	410	0	0	154	256
Precinct 1134 - Election Day	75	41	759	170	0	0	54	116
Precinct 1134 - Vote By Mail	141	51	759	318	0	0	126	192
Precinct 1135 - Election Day	32	19	540	87	0	0	36	51
Precinct 1135 - Vote By Mail	129	52	540	295	0	0	114	181
Precinct 1136 - Election Day	65	34	829	144	0	0	45	99
Precinct 1136 - Vote By Mail	180	75	829	412	0	0	157	255
Precinct 1141 - Election Day	94	56	1,041	223	0	0	73	150
Precinct 1141 - Vote By Mail	247	94	1,041	484	0	0	143	341
Precinct 1142 - Election Day	75	46	861	175	0	0	54	121
Precinct 1142 - Vote By Mail	195	61	861	393	0	0	137	256
Precinct 1143 - Election Day	119	50	1,034	229	0	0	60	169
Precinct 1143 - Vote By Mail	205	89	1,034	440	0	0	146	294
Precinct 1144 - Election Day	104	46	907	205	0	0	55	150
Precinct 1144 - Vote By Mail	189	90	907	387	0	0	108	279
Precinct 1145 - Election Day	79	40	888	189	0	0	70	119
Precinct 1145 - Vote By Mail	218	83	888	461	0	0	160	301
Precinct 1146 - Election Day	87	43	1,011	186	0	0	56	130
Precinct 1146 - Vote By Mail	226	84	1,011	454	0	0	144	310
Precinct 1147 - Election Day	77	58	877	210	0	0	75	135
Precinct 1147 - Vote By Mail	197	91	877	396	0	0	108	288
Precinct 1148 - Election Day	89	47	962	196	0	0	60	136
Precinct 1148 - Vote By Mail	216	86	962	444	0	0	142	302
Precinct 1149 - Election Day	102	40	907	210	0	0	68	142
Precinct 1149 - Vote By Mail	186	85	907	407	0	0	136	271
Precinct 1152 - Election Day	82	50	864	198	0	0	66	132
Precinct 1152 - Vote By Mail	201	71	864	388	0	0	116	272
Precinct 1153 - Election Day	94	41	951	210	0	1	74	135
Precinct 1153 - Vote By Mail	177	82	951	415	0	0	156	259
Precinct 7001 - Election Day	77	32	776	176	2	0	65	109
Precinct 7001 - Vote By Mail	166	95	776	429	0	0	168	261
Precinct 7002 - Election Day	72	41	706	176	0	0	63	113
Precinct 7002 - Vote By Mail	139	71	706	332	0	0	122	210
Precinct 7003 - Election Day	100	42	884	238	0	0	96	142
Precinct 7003 - Vote By Mail	201	83	884	498	0	0	214	284
Precinct 7004 - Election Day	105	42	881	241	1	0	93	147
Precinct 7004 - Vote By Mail	214	92	881	496	0	0	190	306
Precinct 7005 - Election Day	82	70	847	253	0	0	101	152
Precinct 7005 - Vote By Mail	197	93	847	480	0	0	190	290
Precinct 7006 - Election Day	77	69	917	254	0	0	108	146
Precinct 7006 - Vote By Mail	185	119	917	442	0	1	137	304
Precinct 7007 - Election Day	123	69	949	283	0	0	91	192
Precinct 7007 - Vote By Mail	203	106	949	516	0	0	207	309
Precinct 7008 - Election Day	117	48	932	264	1	0	98	165
Precinct 7008 - Vote By Mail	230	89	932	546	1	1	225	319
Precinct 7009 - Election Day	80	40	905	185	0	0	65	120
Precinct 7009 - Vote By Mail	230	108	905	513	0	0	175	338
Precinct 7011 - Election Day	92	47	985	204	0	0	65	139
Precinct 7011 - Vote By Mail	131	60	985	294	0	0	103	191
Precinct 7012 - Election Day	135	61	1,109	313	0	0	117	196
Precinct 7012 - Vote By Mail	260	114	1,109	594	0	1	219	374
Precinct 7013 - Election Day	105	54	956	267	0	0	108	159
Precinct 7013 - Vote By Mail	230	98	956	501	0	0	173	328
Precinct 7014 - Election Day	170	58	1,460	367	0	0	139	228
Precinct 7014 - Vote By Mail	351	165	1,460	802	0	1	285	516
Precinct 7015 MB - Vote By Mail	16	14	95	44	0	0	14	30
Precinct 7016 - Election Day	81	40	918	171	0	0	50	121
Precinct 7016 - Vote By Mail	121	62	918	280	0	1	96	183
Precinct 7017 - Election Day	57	30	754	149	0	1	61	87
Precinct 7017 - Vote By Mail	105	54	754	252	0	1	92	159
Precinct 7018 - Election Day	63	32	977	155	0	0	60	95
Precinct 7018 - Vote By Mail	216	70	977	448	0	0	162	286
Precinct 7019 - Election Day	79	48	899	182	0	0	55	127
Precinct 7019 - Vote By Mail	200	64	899	413	0	0	149	264
Precinct 7021 - Election Day	82	44	947	184	0	0	58	126
Precinct 7021 - Vote By Mail	151	46	947	305	0	0	108	197
Precinct 7022 - Election Day	104	43	945	215	0	0	68	147
Precinct 7022 - Vote By Mail	163	83	945	352	0	0	106	246
Precinct 7023 - Election Day	84	30	928	178	0	0	64	114
Precinct 7023 - Vote By Mail	196	63	928	400	0	0	141	259
Precinct 7024 - Election Day	32	13	414	70	0	0	25	45
Precinct 7024 - Vote By Mail	45	8	414	78	0	0	25	53
Precinct 7025 - Election Day	40	14	477	85	0	0	31	54
Precinct 7025 - Vote By Mail	54	35	477	128	0	0	39	89
Precinct 7026 - Election Day	74	24	1,011	149	0	0	51	98
Precinct 7026 - Vote By Mail	208	75	1,011	455	0	0	172	283
Precinct 7027 - Election Day	88	30	869	195	0	0	77	118
Precinct 7027 - Vote By Mail	160	76	869	353	0	0	117	236
Precinct 7028 - Election Day	88	57	850	213	0	0	68	145
Precinct 7028 - Vote By Mail	134	60	850	282	0	0	88	194
Precinct 7029 - Election Day	68	48	901	184	0	0	68	116
Precinct 7029 - Vote By Mail	121	50	901	251	0	0	80	171
Precinct 7030 - Election Day	47	28	759	119	0	0	44	75
Precinct 7030 - Vote By Mail	163	77	759	357	0	0	117	240
Precinct 7031 - Election Day	40	12	641	91	0	0	39	52
Precinct 7031 - Vote By Mail	168	47	641	309	0	0	94	215
Precinct 7032 - Election Day	71	42	904	173	1	0	59	113
Precinct 7032 - Vote By Mail	158	62	904	316	0	0	96	220
Precinct 7033 - Election Day	86	42	798	191	0	0	63	128
Precinct 7033 - Vote By Mail	133	44	798	247	0	1	69	177
Precinct 7034 - Election Day	78	48	958	197	0	0	71	126
Precinct 7034 - Vote By Mail	85	39	958	201	0	0	77	124
Precinct 7035 - Election Day	53	25	606	122	0	0	44	78
Precinct 7035 - Vote By Mail	138	42	606	262	0	0	82	180
