Subtotal Area	YES	NO	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes
All Precincts	207,164	138,046	500,516	372,848	942	279	26,417	345,210
All Precincts - None	73,397	45,258	500,516	127,886	135	55	9,041	118,655
All Precincts - None	133,767	92,788	500,516	244,962	807	224	17,376	226,555
Precinct 1101 - None	77	40	553	126	0	0	9	117
Precinct 1101 - None	153	94	553	266	1	1	17	247
Precinct 1102 - None	128	122	995	266	0	0	16	250
Precinct 1102 - None	258	188	995	480	-1	0	35	446
Precinct 1103 - None	150	79	951	246	1	0	16	229
Precinct 1103 - None	237	183	951	445	0	0	25	420
Precinct 1104/1105 - None	148	85	993	249	0	0	16	233
Precinct 1104/1105 - None	274	114	993	414	-2	0	28	388
Precinct 1106 - None	106	76	765	191	-1	0	10	182
Precinct 1106 - None	170	148	765	343	1	0	24	318
Precinct 1107 - None	90	57	746	163	1	0	15	147
Precinct 1107 - None	176	124	746	336	3	1	32	300
Precinct 1108 - None	133	76	909	232	-1	0	24	209
Precinct 1108 - None	226	174	909	438	-1	0	39	400
Precinct 1109 - None	88	60	798	166	0	0	18	148
Precinct 1109 - None	179	160	798	365	1	0	25	339
Precinct 1111 - None	123	61	1,002	205	0	0	21	184
Precinct 1111 - None	253	172	1,002	460	-1	0	36	425
Precinct 1112 - None	91	52	769	151	0	0	8	143
Precinct 1112 - None	180	128	769	344	0	0	36	308
Precinct 1113 - None	86	37	746	135	2	0	10	123
Precinct 1113 - None	183	156	746	360	0	0	21	339
Precinct 1114 - None	136	64	957	226	0	0	26	200
Precinct 1114 - None	240	139	957	404	2	0	23	379
Precinct 1115 - None	104	54	895	174	1	0	15	158
Precinct 1115 - None	207	141	895	371	-2	0	25	348
Precinct 1116 - None	133	56	895	225	0	0	36	189
Precinct 1116 - None	183	155	895	376	2	1	35	338
Precinct 1117 - None	95	69	858	185	1	0	20	164
Precinct 1117 - None	201	128	858	357	1	0	27	329
Precinct 1118 - None	123	80	1,043	213	-2	0	12	203
Precinct 1118 - None	268	178	1,043	476	-3	0	33	446
Precinct 1119 - None	121	31	791	165	0	0	13	152
Precinct 1119 - None	216	135	791	386	1	0	34	351
Precinct 1121 - None	77	71	691	160	0	0	12	148
Precinct 1121 - None	172	117	691	313	4	0	20	289
Precinct 1122 - None	64	39	632	110	0	0	7	103
Precinct 1122 - None	168	124	632	310	0	0	18	292
Precinct 1123 - None	118	47	915	179	0	1	13	165
Precinct 1123 - None	197	123	915	364	0	0	44	320
Precinct 1124 - None	97	41	819	152	-1	0	15	138
Precinct 1124 - None	174	102	819	302	-2	0	28	276
Precinct 1125 - None	90	55	1,047	159	1	0	13	145
Precinct 1125 - None	251	173	1,047	466	-3	2	43	424
Precinct 1126 - None	116	57	922	191	0	0	18	173
Precinct 1126 - None	236	142	922	400	-1	0	23	378
Precinct 1127 - None	125	61	920	200	0	0	14	186
Precinct 1127 - None	231	125	920	382	0	0	26	356
Precinct 1128 - None	84	56	838	154	0	0	14	140
Precinct 1128 - None	213	112	838	362	0	0	37	325
Precinct 1129 - None	142	63	980	227	1	0	21	205
Precinct 1129 - None	238	140	980	416	5	0	33	378
Precinct 1131 - None	74	47	797	132	0	0	11	121
Precinct 1131 - None	199	149	797	371	-1	1	23	348
Precinct 1132 - None	106	54	969	179	2	0	17	160
Precinct 1132 - None	235	153	969	427	0	1	38	388
Precinct 1133 - None	94	50	863	161	1	0	16	144
Precinct 1133 - None	234	143	863	410	0	1	32	377
Precinct 1134 - None	111	45	759	170	2	0	12	156
Precinct 1134 - None	174	120	759	318	-1	0	25	294
Precinct 1135 - None	35	44	540	87	1	0	7	79
Precinct 1135 - None	146	124	540	295	0	0	25	270
