Subtotal Area	YES	NO	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes
All Precincts	263,769	89,382	500,516	372,848	942	161	18,594	353,151
All Precincts - None	94,419	27,029	500,516	127,886	135	45	6,258	121,448
All Precincts - None	169,350	62,353	500,516	244,962	807	116	12,336	231,703
Precinct 1101 - None	90	27	553	126	0	1	8	117
Precinct 1101 - None	170	86	553	266	1	0	9	256
Precinct 1102 - None	197	59	995	266	0	0	10	256
Precinct 1102 - None	297	156	995	480	-1	0	28	453
Precinct 1103 - None	185	48	951	246	1	0	12	233
Precinct 1103 - None	297	127	951	445	0	0	21	424
Precinct 1104/1105 - None	174	63	993	249	0	0	12	237
Precinct 1104/1105 - None	294	102	993	414	-2	0	20	396
Precinct 1106 - None	128	56	765	191	-1	0	8	184
Precinct 1106 - None	207	116	765	343	1	0	19	323
Precinct 1107 - None	123	30	746	163	1	0	9	153
Precinct 1107 - None	200	116	746	336	3	0	17	316
Precinct 1108 - None	165	51	909	232	-1	1	16	216
Precinct 1108 - None	288	126	909	438	-1	1	24	414
Precinct 1109 - None	111	41	798	166	0	0	14	152
Precinct 1109 - None	221	130	798	365	1	0	13	351
Precinct 1111 - None	155	35	1,002	205	0	0	15	190
Precinct 1111 - None	260	169	1,002	460	-1	0	32	429
Precinct 1112 - None	112	32	769	151	0	0	7	144
Precinct 1112 - None	220	105	769	344	0	0	19	325
Precinct 1113 - None	86	41	746	135	2	0	6	127
Precinct 1113 - None	210	134	746	360	0	1	15	344
Precinct 1114 - None	151	52	957	226	0	2	21	203
Precinct 1114 - None	276	110	957	404	2	1	15	386
Precinct 1115 - None	126	37	895	174	1	0	10	163
Precinct 1115 - None	227	132	895	371	-2	0	14	359
Precinct 1116 - None	166	38	895	225	0	0	21	204
Precinct 1116 - None	236	113	895	376	2	1	24	349
Precinct 1117 - None	127	44	858	185	1	0	13	171
Precinct 1117 - None	230	110	858	357	1	0	16	340
Precinct 1118 - None	155	50	1,043	213	-2	0	10	205
Precinct 1118 - None	291	170	1,043	476	-3	0	18	461
Precinct 1119 - None	130	25	791	165	0	0	10	155
Precinct 1119 - None	267	92	791	386	1	0	26	359
Precinct 1121 - None	92	58	691	160	0	0	10	150
Precinct 1121 - None	181	110	691	313	4	0	18	291
Precinct 1122 - None	68	36	632	110	0	0	6	104
Precinct 1122 - None	163	130	632	310	0	0	17	293
Precinct 1123 - None	133	35	915	179	0	0	11	168
Precinct 1123 - None	203	121	915	364	0	1	39	324
Precinct 1124 - None	104	38	819	152	-1	0	11	142
Precinct 1124 - None	202	87	819	302	-2	0	15	289
Precinct 1125 - None	106	42	1,047	159	1	0	10	148
Precinct 1125 - None	285	148	1,047	466	-3	0	36	433
Precinct 1126 - None	137	40	922	191	0	0	14	177
Precinct 1126 - None	263	123	922	400	-1	1	14	386
Precinct 1127 - None	127	62	920	200	0	0	11	189
Precinct 1127 - None	224	140	920	382	0	1	17	364
Precinct 1128 - None	97	46	838	154	0	0	11	143
Precinct 1128 - None	221	118	838	362	0	0	23	339
Precinct 1129 - None	145	63	980	227	1	1	17	208
Precinct 1129 - None	247	143	980	416	5	0	21	390
Precinct 1131 - None	93	28	797	132	0	1	10	121
Precinct 1131 - None	205	144	797	371	-1	0	23	349
Precinct 1132 - None	119	48	969	179	2	0	10	167
Precinct 1132 - None	253	140	969	427	0	2	32	393
Precinct 1133 - None	114	38	863	161	1	0	8	152
Precinct 1133 - None	233	155	863	410	0	0	22	388
Precinct 1134 - None	115	38	759	170	2	1	14	153
Precinct 1134 - None	162	144	759	318	-1	0	13	306
Precinct 1135 - None	56	27	540	87	1	0	3	83
Precinct 1135 - None	167	110	540	295	0	0	18	277
Precinct 1136 - None	102	35	829	144	0	0	7	137
Precinct 1136 - None	248	139	829	412	1	1	23	387
Precinct 1141 - None	149	60	1,041	223	0	0	14	209
Precinct 1141 - None	295	169	1,041	484	0	1	19	464
Precinct 1142 - None	124	38	861	175	0	0	13	162
Precinct 1142 - None	260	108	861	393	0	0	25	368
Precinct 1143 - None	179	43	1,034	229	1	0	6	222
Precinct 1143 - None	288	123	1,034	440	4	1	24	411
Precinct 1144 - None	136	61	907	205	1	0	7	197
Precinct 1144 - None	262	113	907	387	-1	0	13	375
Precinct 1145 - None	139	42	888	189	0	0	8	181
Precinct 1145 - None	301	134	888	461	0	1	25	435
Precinct 1146 - None	141	38	1,011	186	0	0	7	179
Precinct 1146 - None	300	130	1,011	454	2	0	22	430
Precinct 1147 - None	148	53	877	210	1	0	8	201
Precinct 1147 - None	257	111	877	396	1	1	26	368
Precinct 1148 - None	128	57	962	196	0	0	11	185
Precinct 1148 - None	250	169	962	444	0	0	25	419
Precinct 1149 - None	145	55	907	210	2	0	8	200
Precinct 1149 - None	268	123	907	407	-8	0	24	391
Precinct 1152 - None	130	54	864	198	0	0	14	184
Precinct 1152 - None	251	116	864	388	0	0	21	367
Precinct 1153 - None	129	63	951	210	0	0	18	192
Precinct 1153 - None	254	140	951	415	-1	1	21	394
Precinct 7001 - None	134	31	776	176	2	0	9	165
Precinct 7001 - None	327	80	776	429	3	0	19	407
Precinct 7002 - None	141	25	706	176	0	0	10	166
Precinct 7002 - None	253	67	706	332	-3	0	15	320
