Subtotal Area	YES	NO	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes
Precinct 1124 - None	33	113	819	152	-1	0	7	146
Precinct 1124 - None	66	222	819	302	-2	1	15	288
Precinct 1125 - None	35	115	1,047	159	1	0	8	150
Precinct 1125 - None	142	295	1,047	466	-3	2	30	437
Precinct 1126 - None	45	132	922	191	0	0	14	177
Precinct 1126 - None	94	286	922	400	-1	0	21	380
Precinct 1127 - None	50	137	920	200	0	0	13	187
Precinct 1127 - None	108	252	920	382	0	0	22	360
Precinct 1128 - None	35	103	838	154	0	0	16	138
Precinct 1128 - None	102	231	838	362	0	0	29	333
Precinct 1129 - None	53	155	980	227	1	0	18	208
Precinct 1129 - None	103	280	980	416	5	0	28	383
Precinct 1131 - None	35	84	797	132	0	0	13	119
Precinct 1131 - None	103	247	797	371	-1	0	22	350
Precinct 1132 - None	36	128	969	179	2	0	13	164
Precinct 1132 - None	125	269	969	427	0	0	33	394
Precinct 1133 - None	43	106	863	161	1	0	11	149
Precinct 1133 - None	87	299	863	410	0	1	23	386
Precinct 1134 - None	43	114	759	170	2	0	11	157
Precinct 1134 - None	73	227	759	318	-1	3	16	300
Precinct 1135 - None	17	67	540	87	1	0	2	84
Precinct 1135 - None	69	205	540	295	0	0	21	274
Precinct 1136 - None	38	94	829	144	0	0	12	132
Precinct 1136 - None	95	286	829	412	1	0	30	381
Precinct 1141 - None	48	164	1,041	223	0	0	11	212
Precinct 1141 - None	107	356	1,041	484	0	0	21	463
Precinct 1142 - None	25	135	861	175	0	0	15	160
Precinct 1142 - None	82	283	861	393	0	0	28	365
Precinct 1143 - None	48	173	1,034	229	1	0	7	221
Precinct 1143 - None	98	309	1,034	440	4	0	29	407
Precinct 1144 - None	42	153	907	205	1	0	9	195
Precinct 1144 - None	95	270	907	387	-1	0	23	365
Precinct 1145 - None	40	140	888	189	0	0	9	180
Precinct 1145 - None	91	350	888	461	0	0	20	441
Precinct 1146 - None	35	145	1,011	186	0	0	6	180
Precinct 1146 - None	92	329	1,011	454	2	1	30	421
Precinct 1147 - None	37	159	877	210	1	0	13	196
Precinct 1147 - None	87	278	877	396	1	0	30	365
Precinct 1148 - None	38	144	962	196	0	1	13	182
Precinct 1148 - None	133	284	962	444	0	1	26	417
Precinct 1149 - None	40	157	907	210	2	0	11	197
Precinct 1149 - None	83	301	907	407	-8	0	31	384
Precinct 1152 - None	43	139	864	198	0	0	16	182
Precinct 1152 - None	102	266	864	388	0	0	20	368
Precinct 1153 - None	46	143	951	210	0	2	19	189
Precinct 1153 - None	105	288	951	415	-1	0	23	393
Precinct 7001 - None	23	142	776	176	2	1	8	165
Precinct 7001 - None	37	371	776	429	3	0	18	408
Precinct 7002 - None	16	149	706	176	0	0	11	165
Precinct 7002 - None	40	284	706	332	-3	0	11	324
Precinct 7003 - None	35	191	884	238	0	0	12	226
Precinct 7003 - None	49	432	884	498	5	0	12	481
Precinct 7004 - None	26	209	881	241	1	0	5	235
Precinct 7004 - None	41	441	881	496	1	0	13	482
Precinct 7005 - None	28	217	847	253	0	0	8	245
Precinct 7005 - None	36	427	847	480	-1	0	18	463
Precinct 7006 - None	22	223	917	254	1	0	8	245
Precinct 7006 - None	39	384	917	442	1	0	18	423
Precinct 7007 - None	29	249	949	283	0	1	4	278
Precinct 7007 - None	56	442	949	516	2	0	16	498
Precinct 7008 - None	24	236	932	264	1	0	3	260
Precinct 7008 - None	55	466	932	546	5	1	19	521
Precinct 7009 - None	30	143	905	185	0	0	12	173
Precinct 7009 - None	61	432	905	513	1	1	18	493
Precinct 7011 - None	33	156	985	204	0	0	15	189
Precinct 7011 - None	38	239	985	294	0	0	17	277
Precinct 7012 - None	44	262	1,109	313	0	0	7	306
Precinct 7012 - None	55	517	1,109	594	4	0	18	572
Precinct 7013 - None	37	223	956	267	0	0	7	260
Precinct 7013 - None	46	428	956	501	4	2	21	474
Precinct 7014 - None	40	317	1,460	367	0	0	10	357
Precinct 7014 - None	74	698	1,460	802	3	0	27	772
Precinct 7015 MB - None	2	39	95	44	0	0	3	41
Precinct 7016 - None	40	117	918	171	0	0	14	157
Precinct 7016 - None	57	203	918	280	0	0	20	260
Precinct 7017 - None	37	100	754	149	0	0	12	137
Precinct 7017 - None	38	195	754	252	2	0	17	233
Precinct 7018 - None	36	99	977	155	0	0	20	135
Precinct 7018 - None	107	306	977	448	-1	0	36	413
Precinct 7019 - None	35	136	899	182	0	1	10	171
Precinct 7019 - None	80	305	899	413	0	1	27	385
Precinct 7021 - None	28	143	947	184	1	0	12	171
Precinct 7021 - None	72	217	947	305	0	0	16	289
Precinct 7022 - None	33	169	945	215	0	2	11	202
Precinct 7022 - None	62	260	945	352	0	0	30	322
Precinct 7023 - None	37	136	928	178	-1	0	6	173
Precinct 7023 - None	63	310	928	400	0	1	26	373
Precinct 7024 - None	16	50	414	70	0	0	4	66
Precinct 7024 - None	21	51	414	78	0	0	6	72
Precinct 7025 - None	21	55	477	85	0	0	9	76
Precinct 7025 - None	28	92	477	128	-1	1	8	120
Precinct 7026 - None	36	104	1,011	149	0	0	9	140
Precinct 7026 - None	119	309	1,011	455	1	0	26	428
Precinct 7027 - None	45	132	869	195	0	0	18	177
Precinct 7027 - None	81	251	869	353	-1	0	22	332
Precinct 7028 - None	35	162	850	213	-1	1	16	197
Precinct 7028 - None	58	206	850	282	0	0	18	264
Precinct 7029 - None	44	122	901	184	1	0	17	166
Precinct 7029 - None	46	188	901	251	1	2	14	234
Precinct 7030 - None	37	75	759	119	0	1	6	112
Precinct 7030 - None	103	232	759	357	0	0	22	335
Precinct 7031 - None	18	61	641	91	0	0	12	79
Precinct 7031 - None	72	215	641	309	-2	1	23	287
Precinct 7032 - None	38	123	904	173	-1	0	13	161
Precinct 7032 - None	71	213	904	316	2	0	30	284
Precinct 7033 - None	49	123	798	191	3	0	16	172
Precinct 7033 - None	44	191	798	247	-1	1	12	235
Precinct 7034 - None	53	123	958	197	0	0	21	176
Precinct 7034 - None	42	146	958	201	2	0	11	188
Precinct 7035 - None	27	85	606	122	0	0	10	112
Precinct 7035 - None	50	201	606	262	0	1	10	251
Precinct 7036 - None	31	78	921	117	0	0	8	109
Precinct 7036 - None	87	238	921	342	2	0	15	325
Precinct 7037 - None	28	97	735	135	-4	0	14	125
Precinct 7037 - None	29	62	735	98	-1	0	8	91
Precinct 7038 - None	38	83	911	135	0	0	14	121
Precinct 7038 - None	107	222	911	351	-2	1	23	329
Precinct 7039 - None	50	119	784	178	0	0	9	169
Precinct 7039 - None	97	193	784	306	3	0	13	290
Precinct 7041 MB - None	13	20	61	33	0	0	0	33
Precinct 7042 - None	33	78	639	118	0	0	7	111
Precinct 7042 - None	60	184	639	258	-1	0	15	244
Precinct 7043 - None	43	126	957	176	0	1	6	169
Precinct 7043 - None	98	282	957	404	0	1	23	380
Precinct 7044 - None	51	98	827	167	1	0	17	149
Precinct 7044 - None	44	130	827	193	-1	1	19	174
Precinct 7045 - None	29	76	779	120	0	0	15	105
Precinct 7045 - None	107	212	779	344	3	0	22	319
Precinct 7046 - None	27	62	402	94	0	0	5	89
Precinct 7046 - None	30	135	402	175	3	0	7	165
Precinct 7047 - None	26	84	823	119	0	0	9	110
Precinct 7047 - None	104	261	823	388	1	0	22	365
Precinct 7048 - None	34	99	858	150	4	0	13	133
Precinct 7048 - None	88	206	858	318	1	0	23	294
Precinct 7049 - None	44	110	792	173	-1	0	20	154
Precinct 7049 - None	88	199	792	305	2	1	15	287
Precinct 7051 - None	26	74	861	114	1	0	13	100
Precinct 7051 - None	101	243	861	380	1	0	35	344
Precinct 7052 - None	42	109	852	161	1	0	9	151
Precinct 7052 - None	109	267	852	402	0	1	25	376
Precinct 7053 - None	13	83	548	102	1	0	5	96
Precinct 7053 - None	63	200	548	278	0	1	14	263
Precinct 7054 - None	37	167	1,073	215	1	0	10	204
Precinct 7054 - None	77	310	1,073	410	3	1	19	387
Precinct 7055 - None	17	162	808	190	0	0	11	179
Precinct 7055 - None	67	350	808	440	0	0	23	417
Precinct 7101 MB - None	9	105	155	120	1	0	5	114
Precinct 7201 - None	33	198	936	245	1	1	12	231
Precinct 7201 - None	103	383	936	518	2	1	29	486
Precinct 7202 - None	29	188	850	227	-1	0	11	217
Precinct 7202 - None	87	320	850	431	4	0	20	407
Precinct 7203 - None	34	245	921	291	3	0	9	279
Precinct 7203 - None	55	350	921	423	-1	0	19	405
Precinct 7204 - None	38	179	918	233	0	0	16	217
Precinct 7204 - None	70	433	918	531	3	2	23	503
Precinct 7205 - None	32	201	875	251	1	0	17	233
Precinct 7205 - None	78	396	875	485	0	0	11	474
Precinct 7206 - None	20	108	378	135	1	0	6	128
Precinct 7206 - None	35	145	378	191	2	0	9	180
Precinct 7207 - None	33	147	812	196	-2	0	18	180
Precinct 7207 - None	63	343	812	434	6	0	22	406
Precinct 7208 - None	11	91	600	111	-1	0	10	102
Precinct 7208 - None	38	267	600	328	-1	0	24	305
Precinct 7209 - None	18	87	626	107	0	0	2	105
Precinct 7209 - None	44	344	626	423	2	0	33	388
Precinct 7301 - None	43	165	1,016	228	0	0	20	208
Precinct 7301 - None	76	322	1,016	435	1	3	33	398
Precinct 7302 - None	30	140	814	188	0	0	18	170
Precinct 7302 - None	73	337	814	458	2	0	46	410
Precinct 7303 - None	46	221	1,042	281	0	0	14	267
Precinct 7303 - None	74	379	1,042	482	2	0	27	453
Precinct 7304 - None	39	225	1,002	278	0	0	14	264
Precinct 7304 - None	67	400	1,002	493	1	0	25	467
Precinct 7305 - None	42	185	871	240	0	0	13	227
Precinct 7305 - None	71	368	871	460	0	0	21	439
Precinct 7306 - None	62	239	1,056	317	0	0	16	301
Precinct 7306 - None	83	384	1,056	498	0	1	30	467
Precinct 7307 - None	32	170	767	210	0	0	8	202
Precinct 7307 - None	47	270	767	346	3	0	26	317
Precinct 7308 - None	27	141	603	177	0	1	8	168
Precinct 7308 - None	44	250	603	313	4	0	15	294
Precinct 7309 - None	41	204	884	263	0	0	18	245
Precinct 7309 - None	73	334	884	439	4	0	28	407
Precinct 7311 - None	36	220	917	268	2	0	10	256
Precinct 7311 - None	69	362	917	448	-3	1	19	431
Precinct 7312 - None	35	154	821	203	0	0	14	189
Precinct 7312 - None	78	353	821	470	3	0	36	431
Precinct 7313 - None	27	180	968	225	1	0	17	207
Precinct 7313 - None	81	366	968	485	5	0	33	447
Precinct 7314 - None	22	86	787	125	0	0	17	108
Precinct 7314 - None	58	155	787	271	-2	0	60	213
Precinct 7315 - None	39	166	760	220	-2	0	17	205
Precinct 7315 - None	41	219	760	282	2	0	20	260
Precinct 7316 - None	31	159	853	205	0	0	15	190
Precinct 7316 - None	70	261	853	367	1	0	35	331
Precinct 7317 - None	31	141	904	189	0	1	16	172
Precinct 7317 - None	88	337	904	454	0	1	28	425
Precinct 7318 - None	33	134	727	179	0	0	12	167
Precinct 7318 - None	80	275	727	390	0	1	34	355
Precinct 7319 - None	38	241	1,079	301	1	1	20	279
Precinct 7319 - None	85	383	1,079	516	4	2	42	468
Precinct 7321 - None	30	107	671	149	0	0	12	137
Precinct 7321 - None	63	197	671	286	1	0	25	260
Precinct 7322 - None	12	43	874	65	0	1	9	55
Precinct 7322 - None	102	177	874	337	0	0	58	279
Precinct 7323 - None	42	178	950	234	0	0	14	220
Precinct 7323 - None	63	354	950	455	2	1	35	417
Precinct 7324 - None	28	141	755	190	1	2	18	169
Precinct 7324 - None	48	286	755	364	2	0	28	334
Precinct 7325 - None	39	182	904	243	0	0	22	221
Precinct 7325 - None	50	357	904	436	3	0	26	407
Precinct 7326 - None	26	156	876	200	0	0	18	182
Precinct 7326 - None	85	311	876	430	2	1	31	396
Precinct 7327 - None	11	52	699	71	0	0	8	63
Precinct 7327 - None	68	163	699	276	-1	0	46	231
Precinct 7328 - None	18	60	973	94	-2	0	18	78
Precinct 7328 - None	100	217	973	394	0	0	77	317
Precinct 7329 - None	20	85	640	112	0	0	7	105
Precinct 7329 - None	67	223	640	321	5	0	26	290
Precinct 7331 - None	58	136	852	213	-1	0	20	194
Precinct 7331 - None	75	355	852	461	3	0	28	430
Precinct 7332 - None	35	179	834	225	0	1	10	214
Precinct 7332 - None	45	290	834	364	1	0	28	335
Precinct 7333 - None	52	230	1,044	298	0	0	16	282
Precinct 7333 - None	96	413	1,044	543	5	2	27	509
Precinct 7334 - None	33	150	881	199	0	0	16	183
Precinct 7334 - None	83	345	881	462	5	0	29	428
Precinct 7335 - None	33	178	970	225	0	0	14	211
Precinct 7335 - None	81	414	970	523	3	1	24	495
Precinct 7336 - None	30	197	955	238	-1	0	12	227
Precinct 7336 - None	97	396	955	523	3	0	27	493
Precinct 7337 - None	33	135	851	179	0	0	11	168
Precinct 7337 - None	81	350	851	464	3	0	30	431
Precinct 7338 - None	20	113	915	153	1	0	19	133
Precinct 7338 - None	107	260	915	426	1	2	56	367
Precinct 7339 - None	26	142	669	174	0	0	6	168
Precinct 7339 - None	57	232	669	309	0	0	20	289
Precinct 7341 - None	38	202	908	260	0	0	20	240
Precinct 7341 - None	71	304	908	401	3	1	22	375
Precinct 7342 - None	52	260	947	334	-1	0	23	312
Precinct 7342 - None	59	340	947	414	1	2	12	399
Precinct 7343 - None	31	188	731	234	1	0	14	219
Precinct 7343 - None	30	269	731	316	6	0	11	299
Precinct 7344 - None	43	230	1,110	291	1	0	17	273
Precinct 7344 - None	84	435	1,110	538	-4	0	23	519
Precinct 7345 - None	52	260	1,141	329	-1	0	18	312
Precinct 7345 - None	68	429	1,141	521	3	0	21	497
Precinct 7346 - None	26	208	920	250	1	0	15	234
Precinct 7346 - None	56	306	920	384	-2	0	24	362
Precinct 7347 - None	39	182	1,040	241	1	0	19	221
Precinct 7347 - None	49	402	1,040	480	6	0	23	451
Precinct 7348 - None	31	164	861	210	1	0	14	195
Precinct 7348 - None	63	268	861	353	-1	0	23	331
Precinct 7349 - None	36	200	957	248	0	0	12	236
Precinct 7349 - None	81	312	957	427	3	0	31	393
Precinct 7501 - None	14	150	565	172	-1	0	9	164
Precinct 7501 - None	38	252	565	308	4	0	14	290
Precinct 7502 - None	34	138	784	180	1	0	7	172
Precinct 7502 - None	61	347	784	447	2	1	36	408
Precinct 7503 - None	24	167	764	208	1	0	16	191
Precinct 7503 - None	63	300	764	388	4	0	21	363
Precinct 7504 - None	21	79	503	112	0	0	12	100
Precinct 7504 - None	34	165	503	222	2	0	21	199
Precinct 7505 - None	23	121	869	158	2	1	11	144
Precinct 7505 - None	84	402	869	532	5	4	37	486
Precinct 7506 - None	34	176	999	226	0	1	15	210
Precinct 7506 - None	69	374	999	473	3	0	27	443
Precinct 7507 - None	44	152	955	211	0	0	15	196
Precinct 7507 - None	51	274	955	344	-2	0	21	325
Precinct 7508 - None	30	114	727	154	0	1	9	144
Precinct 7508 - None	58	331	727	427	3	0	35	389
Precinct 7509/7511 - None	34	185	932	235	3	0	13	219
Precinct 7509/7511 - None	59	378	932	470	4	0	29	437
Precinct 7512 - None	44	91	612	150	0	0	15	135
Precinct 7512 - None	78	185	612	283	-1	0	21	263
Precinct 7513 - None	46	156	818	225	0	1	22	202
Precinct 7513 - None	74	219	818	315	3	0	19	293
Precinct 7514 - None	39	84	874	140	0	0	17	123
Precinct 7514 - None	76	191	874	305	1	2	35	267
Precinct 7515 - None	27	172	869	212	0	0	13	199
Precinct 7515 - None	62	309	869	389	-1	1	18	371
Precinct 7516 - None	22	138	922	172	1	0	11	160
Precinct 7516 - None	83	415	922	538	-1	1	40	498
Precinct 7517 - None	35	239	863	289	0	1	14	274
Precinct 7517 - None	23	371	863	410	0	1	15	394
Precinct 7518 - None	38	260	950	309	0	0	11	298
Precinct 7518 - None	32	417	950	480	2	0	29	449
Precinct 7519 - None	24	193	737	224	0	0	7	217
Precinct 7519 - None	34	304	737	355	1	2	14	338
Precinct 7521 - None	22	244	812	292	6	0	20	266
Precinct 7521 - None	19	315	812	354	0	1	19	334
Precinct 7522 - None	17	179	764	207	0	0	11	196
Precinct 7522 - None	31	355	764	397	2	0	9	386
Precinct 7523 - None	29	233	747	275	-1	0	14	262
Precinct 7523 - None	24	319	747	359	3	0	13	343
Precinct 7524 - None	29	143	615	181	1	0	8	172
Precinct 7524 - None	23	224	615	262	3	1	11	247
Precinct 7525 - None	28	162	800	205	0	0	15	190
Precinct 7525 - None	38	281	800	341	-1	0	23	319
Precinct 7526 - None	24	253	1,011	292	0	0	15	277
Precinct 7526 - None	57	458	1,011	552	2	1	34	515
Precinct 7527/7528 - None	29	168	725	211	0	0	14	197
Precinct 7527/7528 - None	44	271	725	339	0	0	24	315
Precinct 7529 - None	32	245	948	295	-3	1	20	277
Precinct 7529 - None	44	419	948	486	1	1	21	463
Precinct 7531 - None	29	189	865	228	-1	0	11	218
Precinct 7531 - None	33	396	865	442	1	0	12	429
Precinct 7532 - None	34	195	852	246	3	0	14	229
Precinct 7532 - None	42	337	852	398	0	0	19	379
Precinct 7533 - None	27	320	1,015	357	0	1	9	347
Precinct 7533 - None	41	429	1,015	490	0	0	20	470
Precinct 7534 - None	33	279	936	322	0	1	9	312
Precinct 7534 - None	44	356	936	415	0	0	15	400
Precinct 7535 - None	25	228	767	262	2	0	7	253
Precinct 7535 - None	28	332	767	387	3	0	24	360
Precinct 7536 - None	24	255	863	291	-1	0	13	279
Precinct 7536 - None	23	383	863	421	0	1	14	406
Precinct 7537 - None	24	207	752	240	-1	0	10	231
Precinct 7537 - None	25	328	752	363	0	1	9	353
Precinct 7538 - None	23	205	771	246	0	0	18	228
Precinct 7538 - None	23	352	771	400	2	0	23	375
Precinct 7539 - None	22	292	922	330	0	0	16	314
Precinct 7539 - None	23	388	922	428	2	0	15	411
Precinct 7541 - None	32	204	805	248	0	0	12	236
Precinct 7541 - None	31	359	805	400	0	0	10	390
Precinct 7542 - None	19	243	821	272	0	0	10	262
Precinct 7542 - None	32	350	821	389	0	0	7	382
Precinct 7543 - None	12	186	909	216	0	2	16	198
Precinct 7543 - None	35	417	909	467	3	0	12	452
Precinct 7544 - None	18	226	898	258	0	0	14	244
Precinct 7544 - None	35	427	898	479	4	0	13	462
Precinct 7545 - None	31	230	918	273	0	0	12	261
Precinct 7545 - None	47	409	918	480	-1	0	25	456
Precinct 7546 - None	31	261	982	304	0	0	12	292
Precinct 7546 - None	26	470	982	517	5	0	16	496
Precinct 7547 - None	19	285	1,029	315	0	0	11	304
Precinct 7547 - None	24	461	1,029	505	2	0	18	485
Precinct 7548 - None	22	280	1,073	319	1	0	16	302
Precinct 7548 - None	37	455	1,073	512	1	0	19	492
Precinct 7549 - None	19	179	811	215	0	0	17	198
Precinct 7549 - None	41	366	811	431	-3	1	26	407
Precinct 7551 - None	20	212	741	239	0	0	7	232
Precinct 7551 - None	18	359	741	394	1	0	16	377
Precinct 7552 - None	21	207	727	241	1	0	12	228
Precinct 7552 - None	20	328	727	361	1	0	12	348
Precinct 7553 MB - None	13	107	180	126	1	0	5	120
Precinct 7554 - None	24	215	808	247	0	0	8	239
Precinct 7554 - None	38	384	808	442	4	0	16	422
Precinct 7555 - None	27	257	886	290	-6	0	12	284
Precinct 7555 - None	33	407	886	459	1	0	18	440
Precinct 7556/7557 - None	37	231	969	275	1	0	6	268
Precinct 7556/7557 - None	45	515	969	573	0	1	12	560
Precinct 7601 - None	27	150	767	191	0	0	14	177
Precinct 7601 - None	57	217	767	290	1	0	15	274
Precinct 7602 - None	36	159	901	213	0	0	18	195
Precinct 7602 - None	55	302	901	379	3	0	19	357
Precinct 7603 - None	27	207	830	250	0	1	15	234
Precinct 7603 - None	42	320	830	376	0	1	13	362
Precinct 7604 - None	52	198	954	266	0	0	16	250
Precinct 7604 - None	54	275	954	352	2	0	21	329
Precinct 7605 - None	18	89	648	120	0	0	13	107
Precinct 7605 - None	45	137	648	203	-1	0	22	182
Precinct 7606 - None	33	144	924	205	3	0	25	177
Precinct 7606 - None	61	250	924	330	1	0	18	311
Precinct 7607 - None	33	158	960	215	-1	2	23	191
Precinct 7607 - None	71	316	960	407	3	0	17	387
Precinct 7608 - None	15	42	392	70	0	0	13	57
Precinct 7608 - None	37	86	392	136	0	0	13	123
Precinct 7609 - None	31	68	926	120	-1	0	22	99
Precinct 7609 - None	88	201	926	352	5	0	58	289
Precinct 7611 - None	24	88	755	126	0	0	14	112
Precinct 7611 - None	61	167	755	269	2	0	39	228
Precinct 7612 - None	17	68	583	97	1	0	11	85
Precinct 7612 - None	43	189	583	265	0	0	33	232
Precinct 7613 - None	45	143	908	204	-1	1	16	188
Precinct 7613 - None	71	243	908	340	1	0	25	314
Precinct 7614 - None	36	152	1,029	223	2	0	33	188
Precinct 7614 - None	51	302	1,029	375	1	0	21	353
Precinct 7615 - None	44	83	762	162	2	0	33	127
Precinct 7615 - None	64	147	762	237	-2	0	28	211
Precinct 7616 - None	47	253	1,203	324	0	1	23	300
Precinct 7616 - None	62	602	1,203	686	0	0	22	664
Precinct 7617 - None	19	68	768	102	1	0	14	87
Precinct 7617 - None	55	179	768	261	0	0	27	234
Precinct 7618 - None	22	135	862	168	0	1	10	157
Precinct 7618 - None	48	342	862	407	4	0	13	390
Precinct 7619 - None	30	181	1,063	219	0	0	8	211
Precinct 7619 - None	90	439	1,063	563	-1	2	33	529
Precinct 7621 - None	48	220	1,320	287	1	2	16	268
Precinct 7621 - None	98	530	1,320	668	4	0	36	628
Precinct 7622 - None	34	115	988	170	0	0	21	149
Precinct 7622 - None	63	209	988	301	4	0	25	272
Precinct 7623 - None	30	140	746	184	0	0	14	170
Precinct 7623 - None	44	236	746	297	2	0	15	280
Precinct 7624 - None	35	98	859	142	0	0	9	133
Precinct 7624 - None	48	217	859	290	1	0	24	265
Precinct 7625 - None	10	49	822	66	0	0	7	59
Precinct 7625 - None	132	264	822	475	1	0	78	396
Precinct 7626 - None	35	175	1,114	227	0	1	16	210
Precinct 7626 - None	76	506	1,114	612	0	1	29	582
Precinct 7627 - None	49	201	1,187	267	0	0	17	250
Precinct 7627 - None	96	444	1,187	582	5	1	36	540
Precinct 7628 - None	35	200	960	241	0	0	6	235
Precinct 7628 - None	46	361	960	428	2	0	19	407
Precinct 7629 - None	22	176	809	208	1	0	9	198
Precinct 7629 - None	48	282	809	343	3	0	10	330
Precinct 7631 - None	45	206	1,155	270	0	1	18	251
Precinct 7631 - None	86	458	1,155	577	2	1	30	544
Precinct 7632 - None	34	238	1,124	289	3	0	14	272
Precinct 7632 - None	63	483	1,124	561	1	0	14	546
Precinct 7633 - None	24	103	741	137	0	0	10	127
Precinct 7633 - None	62	295	741	392	1	1	33	357
Precinct 7634 - None	38	138	900	195	0	0	19	176
Precinct 7634 - None	84	302	900	421	2	1	32	386
Precinct 7635 - None	17	133	840	158	0	0	8	150
Precinct 7635 - None	49	310	840	382	2	0	21	359
Precinct 7636 - None	41	193	938	251	1	1	15	234
Precinct 7636 - None	62	374	938	465	3	0	26	436
Precinct 7637 - None	32	148	809	193	-1	1	13	180
Precinct 7637 - None	61	328	809	404	1	1	13	389
Precinct 7638 - None	52	222	1,467	295	0	0	21	274
Precinct 7638 - None	124	697	1,467	871	10	2	38	821
Precinct 7639 - None	36	193	1,011	242	0	0	13	229
Precinct 7639 - None	79	456	1,011	559	1	0	23	535
Precinct 7641 - None	43	148	972	205	-1	1	14	191
Precinct 7641 - None	88	436	972	549	3	1	21	524
Precinct 7642 - None	20	123	937	153	0	0	10	143
Precinct 7642 - None	59	278	937	394	2	0	55	337
Precinct 7643 - None	28	126	920	169	0	1	14	154
Precinct 7643 - None	101	380	920	507	1	1	24	481
Precinct 7644 - None	49	264	1,175	330	1	0	16	313
Precinct 7644 - None	59	463	1,175	554	4	0	28	522
Precinct 7645 - None	14	99	640	120	-1	0	8	113
Precinct 7645 - None	56	301	640	377	2	0	18	357
Precinct 7646 - None	40	212	1,100	267	0	0	15	252
Precinct 7646 - None	78	486	1,100	592	5	1	22	564
Precinct 7647 - None	48	133	1,075	205	-1	0	25	181
Precinct 7647 - None	52	218	1,075	283	-1	0	14	270
Precinct 7648 MB - None	0	0	1	0	0	0	0	0
Precinct 7649 - None	31	134	891	178	1	1	11	165
Precinct 7649 - None	63	300	891	395	5	0	27	363
Precinct 7651 - None	24	127	677	166	1	0	14	151
Precinct 7651 - None	58	273	677	351	4	1	15	331
Precinct 7652 - None	18	107	628	135	0	0	10	125
Precinct 7652 - None	35	244	628	301	6	0	16	279
Precinct 7653 - None	41	233	1,280	300	1	0	25	274
Precinct 7653 - None	87	552	1,280	673	4	0	30	639
Precinct 7701 - None	34	249	1,064	296	0	0	13	283
Precinct 7701 - None	90	471	1,064	597	3	0	33	561
Precinct 7702 - None	37	131	748	180	-1	0	13	168
Precinct 7702 - None	77	318	748	415	3	1	16	395
Precinct 7703 MB - None	20	49	171	79	0	0	10	69
Precinct 7704 - None	55	192	1,008	257	0	0	10	247
Precinct 7704 - None	114	413	1,008	557	3	2	25	527
Precinct 7705 - None	27	119	568	149	-2	0	5	146
Precinct 7705 - None	64	252	568	335	0	0	19	316
Precinct 7706 - None	32	212	840	252	1	0	7	244
Precinct 7706 - None	95	347	840	467	4	0	21	442
Precinct 7707 - None	40	192	857	241	1	0	8	232
Precinct 7707 - None	73	396	857	495	1	0	25	469
