Subtotal Area	YES	NO	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes
All Precincts - Total	253,202	94,437	500,516	372,848	942	239	24,028	347,639
All Precincts - Election Day	89,909	29,520	500,516	127,886	135	73	8,249	119,429
All Precincts - Vote By Mail	163,293	64,917	500,516	244,962	807	166	15,779	228,210
Precinct 1101 - Election Day	86	27	553	126	0	0	13	113
Precinct 1101 - Vote By Mail	181	68	553	266	1	0	16	249
Precinct 1102 - Election Day	174	77	995	266	0	0	15	251
Precinct 1102 - Vote By Mail	306	137	995	480	-1	1	37	443
Precinct 1103 - Election Day	177	52	951	246	1	1	15	229
Precinct 1103 - Vote By Mail	303	115	951	445	0	0	27	418
Precinct 1104/1105 - Election Day	178	55	993	249	0	0	16	233
Precinct 1104/1105 - Vote By Mail	300	93	993	414	-2	0	23	393
Precinct 1106 - Election Day	122	60	765	191	-1	0	10	182
Precinct 1106 - Vote By Mail	208	111	765	343	1	0	23	319
Precinct 1107 - Election Day	119	32	746	163	1	1	10	151
Precinct 1107 - Vote By Mail	183	117	746	336	3	0	33	300
Precinct 1108 - Election Day	160	48	909	232	-1	1	24	208
Precinct 1108 - Vote By Mail	287	119	909	438	-1	0	33	406
Precinct 1109 - Election Day	112	38	798	166	0	0	16	150
Precinct 1109 - Vote By Mail	240	106	798	365	1	0	18	346
Precinct 1111 - Election Day	147	39	1,002	205	0	0	19	186
Precinct 1111 - Vote By Mail	302	124	1,002	460	-1	0	35	426
Precinct 1112 - Election Day	110	33	769	151	0	0	8	143
Precinct 1112 - Vote By Mail	228	84	769	344	0	0	32	312
Precinct 1113 - Election Day	90	37	746	135	2	0	6	127
Precinct 1113 - Vote By Mail	228	113	746	360	0	0	19	341
Precinct 1114 - Election Day	156	40	957	226	0	0	30	196
Precinct 1114 - Vote By Mail	271	106	957	404	2	0	25	377
Precinct 1115 - Election Day	130	31	895	174	1	0	12	161
Precinct 1115 - Vote By Mail	237	117	895	371	-2	0	19	354
Precinct 1116 - Election Day	168	30	895	225	0	0	27	198
Precinct 1116 - Vote By Mail	247	97	895	376	2	0	30	344
Precinct 1117 - Election Day	132	35	858	185	1	0	17	167
Precinct 1117 - Vote By Mail	242	92	858	357	1	1	21	334
Precinct 1118 - Election Day	151	53	1,043	213	-2	1	10	204
Precinct 1118 - Vote By Mail	319	135	1,043	476	-3	0	25	454
Precinct 1119 - Election Day	126	32	791	165	0	0	7	158
Precinct 1119 - Vote By Mail	269	86	791	386	1	0	30	355
Precinct 1121 - Election Day	96	52	691	160	0	0	12	148
Precinct 1121 - Vote By Mail	204	84	691	313	4	0	21	288
Precinct 1122 - Election Day	77	26	632	110	0	0	7	103
Precinct 1122 - Vote By Mail	186	103	632	310	0	1	20	289
Precinct 1123 - Election Day	131	35	915	179	0	0	13	166
Precinct 1123 - Vote By Mail	215	103	915	364	0	0	46	318
Precinct 1124 - Election Day	115	26	819	152	-1	0	12	141
Precinct 1124 - Vote By Mail	198	88	819	302	-2	1	17	286
Precinct 1125 - Election Day	122	26	1,047	159	1	0	10	148
Precinct 1125 - Vote By Mail	296	131	1,047	466	-3	0	42	427
Precinct 1126 - Election Day	130	41	922	191	0	0	20	171
Precinct 1126 - Vote By Mail	290	95	922	400	-1	0	16	385
Precinct 1127 - Election Day	146	40	920	200	0	0	14	186
Precinct 1127 - Vote By Mail	246	109	920	382	0	0	27	355
Precinct 1128 - Election Day	98	44	838	154	0	0	12	142
Precinct 1128 - Vote By Mail	242	89	838	362	0	0	31	331
Precinct 1129 - Election Day	162	45	980	227	1	0	19	207
Precinct 1129 - Vote By Mail	269	115	980	416	5	0	27	384
Precinct 1131 - Election Day	97	28	797	132	0	0	7	125
Precinct 1131 - Vote By Mail	215	130	797	371	-1	0	27	345
Precinct 1132 - Election Day	128	36	969	179	2	0	13	164
Precinct 1132 - Vote By Mail	263	127	969	427	0	0	37	390
Precinct 1133 - Election Day	103	42	863	161	1	0	15	145
Precinct 1133 - Vote By Mail	266	111	863	410	0	1	32	377
Precinct 1134 - Election Day	119	34	759	170	2	0	15	153
Precinct 1134 - Vote By Mail	198	105	759	318	-1	0	16	303
Precinct 1135 - Election Day	51	30	540	87	1	0	5	81
Precinct 1135 - Vote By Mail	166	106	540	295	0	0	23	272
Precinct 1136 - Election Day	90	43	829	144	0	0	11	133
Precinct 1136 - Vote By Mail	257	121	829	412	1	0	33	378
Precinct 1141 - Election Day	157	52	1,041	223	0	0	14	209
Precinct 1141 - Vote By Mail	325	136	1,041	484	0	0	23	461
Precinct 1142 - Election Day	131	31	861	175	0	0	13	162
Precinct 1142 - Vote By Mail	240	128	861	393	0	0	25	368
Precinct 1143 - Election Day	185	33	1,034	229	1	0	10	218
Precinct 1143 - Vote By Mail	302	101	1,034	440	4	0	33	403
Precinct 1144 - Election Day	139	54	907	205	1	0	11	193
Precinct 1144 - Vote By Mail	234	124	907	387	-1	1	29	358
Precinct 1145 - Election Day	143	31	888	189	0	0	15	174
Precinct 1145 - Vote By Mail	296	133	888	461	0	2	30	429
Precinct 1146 - Election Day	151	30	1,011	186	0	0	5	181
Precinct 1146 - Vote By Mail	295	127	1,011	454	2	2	28	422
Precinct 1147 - Election Day	146	50	877	210	1	0	13	196
Precinct 1147 - Vote By Mail	255	111	877	396	1	0	29	366
Precinct 1148 - Election Day	136	44	962	196	0	0	16	180
Precinct 1148 - Vote By Mail	266	150	962	444	0	2	26	416
Precinct 1149 - Election Day	145	48	907	210	2	1	14	193
Precinct 1149 - Vote By Mail	283	102	907	407	-8	0	30	385
Precinct 1152 - Election Day	133	45	864	198	0	0	20	178
Precinct 1152 - Vote By Mail	264	101	864	388	0	0	23	365
Precinct 1153 - Election Day	142	47	951	210	0	2	19	189
Precinct 1153 - Vote By Mail	266	118	951	415	-1	1	31	384
Precinct 7001 - Election Day	133	30	776	176	2	0	11	163
Precinct 7001 - Vote By Mail	291	116	776	429	3	0	19	407
Precinct 7002 - Election Day	137	28	706	176	0	0	11	165
Precinct 7002 - Vote By Mail	226	91	706	332	-3	0	18	317
Precinct 7003 - Election Day	158	64	884	238	0	0	16	222
Precinct 7003 - Vote By Mail	354	122	884	498	5	0	17	476
Precinct 7004 - Election Day	165	63	881	241	1	0	12	228
Precinct 7004 - Vote By Mail	338	130	881	496	1	0	27	468
Precinct 7005 - Election Day	179	58	847	253	0	0	16	237
Precinct 7005 - Vote By Mail	335	121	847	480	-1	1	24	456
Precinct 7006 - Election Day	187	52	917	254	1	0	14	239
Precinct 7006 - Vote By Mail	321	93	917	442	1	0	27	414
Precinct 7007 - Election Day	223	50	949	283	0	0	10	273
Precinct 7007 - Vote By Mail	358	125	949	516	2	0	31	483
Precinct 7008 - Election Day	209	51	932	264	1	0	3	260
Precinct 7008 - Vote By Mail	360	150	932	546	5	0	31	510
Precinct 7009 - Election Day	132	39	905	185	0	0	14	171
Precinct 7009 - Vote By Mail	353	140	905	513	1	0	19	493
Precinct 7011 - Election Day	146	43	985	204	0	0	15	189
Precinct 7011 - Vote By Mail	209	69	985	294	0	1	15	278
Precinct 7012 - Election Day	220	83	1,109	313	0	0	10	303
