Subtotal Area	YES	NO	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes
Precinct 7033 - Election Day	48	121	798	191	3	0	19	169
Precinct 7033 - Vote By Mail	54	179	798	247	-1	1	14	233
Precinct 7034 - Election Day	57	120	958	197	0	0	20	177
Precinct 7034 - Vote By Mail	46	138	958	201	2	0	15	184
Precinct 7035 - Election Day	28	80	606	122	0	0	14	108
Precinct 7035 - Vote By Mail	58	192	606	262	0	0	12	250
Precinct 7036 - Election Day	29	78	921	117	0	0	10	107
Precinct 7036 - Vote By Mail	101	218	921	342	2	0	21	319
Precinct 7037 - Election Day	35	88	735	135	-4	0	16	123
Precinct 7037 - Vote By Mail	24	59	735	98	-1	0	16	83
Precinct 7038 - Election Day	37	75	911	135	0	1	22	112
Precinct 7038 - Vote By Mail	106	220	911	351	-2	0	27	326
Precinct 7039 - Election Day	43	121	784	178	0	0	14	164
Precinct 7039 - Vote By Mail	99	185	784	306	3	1	18	284
Precinct 7041 MB - Vote By Mail	11	21	61	33	0	0	1	32
Precinct 7042 - Election Day	36	72	639	118	0	0	10	108
Precinct 7042 - Vote By Mail	61	179	639	258	-1	1	18	240
Precinct 7043 - Election Day	33	132	957	176	0	0	11	165
Precinct 7043 - Vote By Mail	109	271	957	404	0	0	24	380
Precinct 7044 - Election Day	62	88	827	167	1	0	16	150
Precinct 7044 - Vote By Mail	64	113	827	193	-1	0	17	177
Precinct 7045 - Election Day	35	70	779	120	0	0	15	105
Precinct 7045 - Vote By Mail	110	200	779	344	3	0	31	310
Precinct 7046 - Election Day	30	57	402	94	0	0	7	87
Precinct 7046 - Vote By Mail	49	112	402	175	3	0	11	161
Precinct 7047 - Election Day	33	76	823	119	0	0	10	109
Precinct 7047 - Vote By Mail	116	237	823	388	1	2	32	353
Precinct 7048 - Election Day	44	90	858	150	4	0	12	134
Precinct 7048 - Vote By Mail	92	190	858	318	1	1	34	282
Precinct 7049 - Election Day	61	88	792	173	-1	1	24	149
Precinct 7049 - Vote By Mail	83	192	792	305	2	0	28	275
Precinct 7051 - Election Day	21	76	861	114	1	0	16	97
Precinct 7051 - Vote By Mail	119	225	861	380	1	0	35	344
Precinct 7052 - Election Day	56	96	852	161	1	1	7	152
Precinct 7052 - Vote By Mail	115	257	852	402	0	0	30	372
Precinct 7053 - Election Day	25	67	548	102	1	0	9	92
Precinct 7053 - Vote By Mail	73	188	548	278	0	0	17	261
Precinct 7054 - Election Day	38	166	1,073	215	1	0	10	204
Precinct 7054 - Vote By Mail	89	289	1,073	410	3	0	29	378
Precinct 7055 - Election Day	30	148	808	190	0	1	11	178
Precinct 7055 - Vote By Mail	102	315	808	440	0	0	23	417
Precinct 7101 MB - Vote By Mail	9	100	155	120	1	0	10	109
Precinct 7201 - Election Day	51	169	936	245	1	0	24	220
Precinct 7201 - Vote By Mail	115	364	936	518	2	1	36	479
Precinct 7202 - Election Day	50	166	850	227	-1	0	12	216
Precinct 7202 - Vote By Mail	116	278	850	431	4	0	33	394
Precinct 7203 - Election Day	47	227	921	291	3	0	14	274
Precinct 7203 - Vote By Mail	83	313	921	423	-1	0	28	396
Precinct 7204 - Election Day	69	142	918	233	0	0	22	211
Precinct 7204 - Vote By Mail	136	361	918	531	3	0	31	497
Precinct 7205 - Election Day	59	167	875	251	1	0	24	226
Precinct 7205 - Vote By Mail	142	327	875	485	0	0	16	469
Precinct 7206 - Election Day	29	96	378	135	1	0	9	125
Precinct 7206 - Vote By Mail	50	131	378	191	2	0	8	181
Precinct 7207 - Election Day	36	142	812	196	-2	0	20	178
Precinct 7207 - Vote By Mail	81	311	812	434	6	1	35	392
Precinct 7208 - Election Day	24	77	600	111	-1	0	11	101
Precinct 7208 - Vote By Mail	69	231	600	328	-1	0	29	300
Precinct 7209 - Election Day	29	75	626	107	0	0	3	104
Precinct 7209 - Vote By Mail	78	303	626	423	2	0	40	381
Precinct 7301 - Election Day	47	148	1,016	228	0	0	33	195
Precinct 7301 - Vote By Mail	106	279	1,016	435	1	0	49	385
Precinct 7302 - Election Day	54	115	814	188	0	0	19	169
Precinct 7302 - Vote By Mail	120	290	814	458	2	1	45	410
Precinct 7303 - Election Day	46	219	1,042	281	0	0	16	265
Precinct 7303 - Vote By Mail	97	349	1,042	482	2	1	33	446
Precinct 7304 - Election Day	64	186	1,002	278	0	1	27	250
Precinct 7304 - Vote By Mail	102	354	1,002	493	1	0	36	456
Precinct 7305 - Election Day	60	163	871	240	0	0	17	223
Precinct 7305 - Vote By Mail	104	337	871	460	0	0	19	441
Precinct 7306 - Election Day	72	219	1,056	317	0	0	26	291
Precinct 7306 - Vote By Mail	111	339	1,056	498	0	0	48	450
Precinct 7307 - Election Day	45	155	767	210	0	0	10	200
Precinct 7307 - Vote By Mail	80	232	767	346	3	0	31	312
Precinct 7308 - Election Day	35	134	603	177	0	0	8	169
Precinct 7308 - Vote By Mail	70	221	603	313	4	0	18	291
Precinct 7309 - Election Day	49	191	884	263	0	0	23	240
Precinct 7309 - Vote By Mail	99	298	884	439	4	0	38	397
Precinct 7311 - Election Day	42	209	917	268	2	0	15	251
Precinct 7311 - Vote By Mail	96	326	917	448	-3	1	28	422
Precinct 7312 - Election Day	47	139	821	203	0	0	17	186
Precinct 7312 - Vote By Mail	119	307	821	470	3	0	41	426
Precinct 7313 - Election Day	38	164	968	225	1	1	21	202
Precinct 7313 - Vote By Mail	115	328	968	485	5	0	37	443
Precinct 7314 - Election Day	24	79	787	125	0	0	22	103
Precinct 7314 - Vote By Mail	67	145	787	271	-2	0	61	212
Precinct 7315 - Election Day	48	152	760	220	-2	1	21	200
Precinct 7315 - Vote By Mail	64	194	760	282	2	0	22	258
Precinct 7316 - Election Day	44	141	853	205	0	0	20	185
Precinct 7316 - Vote By Mail	83	246	853	367	1	0	37	329
Precinct 7317 - Election Day	41	127	904	189	0	0	21	168
Precinct 7317 - Vote By Mail	115	299	904	454	0	0	40	414
Precinct 7318 - Election Day	41	125	727	179	0	0	13	166
Precinct 7318 - Vote By Mail	101	251	727	390	0	0	38	352
Precinct 7319 - Election Day	74	200	1,079	301	1	0	26	274
Precinct 7319 - Vote By Mail	124	343	1,079	516	4	1	44	467
Precinct 7321 - Election Day	39	97	671	149	0	0	13	136
Precinct 7321 - Vote By Mail	71	184	671	286	1	0	30	255
Precinct 7322 - Election Day	17	37	874	65	0	0	11	54
Precinct 7322 - Vote By Mail	108	161	874	337	0	0	68	269
Precinct 7323 - Election Day	39	182	950	234	0	0	13	221
Precinct 7323 - Vote By Mail	85	323	950	455	2	0	45	408
Precinct 7324 - Election Day	37	130	755	190	1	1	21	167
Precinct 7324 - Vote By Mail	65	263	755	364	2	0	34	328
Precinct 7325 - Election Day	45	173	904	243	0	0	25	218
Precinct 7325 - Vote By Mail	77	318	904	436	3	0	38	395
Precinct 7326 - Election Day	37	138	876	200	0	0	25	175
Precinct 7326 - Vote By Mail	93	294	876	430	2	0	41	387
Precinct 7327 - Election Day	20	42	699	71	0	0	9	62
Precinct 7327 - Vote By Mail	79	148	699	276	-1	0	50	227
Precinct 7328 - Election Day	19	54	973	94	-2	0	23	73
Precinct 7328 - Vote By Mail	119	183	973	394	0	0	92	302
Precinct 7329 - Election Day	31	71	640	112	0	0	10	102
Precinct 7329 - Vote By Mail	82	204	640	321	5	0	30	286
Precinct 7331 - Election Day	62	126	852	213	-1	1	25	188
Precinct 7331 - Vote By Mail	97	323	852	461	3	0	38	420
Precinct 7332 - Election Day	37	171	834	225	0	1	16	208
Precinct 7332 - Vote By Mail	62	272	834	364	1	0	29	334
Precinct 7333 - Election Day	63	212	1,044	298	0	0	23	275
Precinct 7333 - Vote By Mail	122	381	1,044	543	5	1	34	503
Precinct 7334 - Election Day	39	140	881	199	0	0	20	179
Precinct 7334 - Vote By Mail	81	340	881	462	5	0	36	421
Precinct 7335 - Election Day	42	168	970	225	0	0	15	210
Precinct 7335 - Vote By Mail	119	361	970	523	3	1	39	480
Precinct 7336 - Election Day	52	167	955	238	-1	0	20	219
Precinct 7336 - Vote By Mail	128	357	955	523	3	1	34	485
Precinct 7337 - Election Day	41	124	851	179	0	0	14	165
Precinct 7337 - Vote By Mail	109	318	851	464	3	1	33	427
Precinct 7338 - Election Day	32	99	915	153	1	1	20	131
Precinct 7338 - Vote By Mail	124	241	915	426	1	0	60	365
Precinct 7339 - Election Day	30	130	669	174	0	0	14	160
Precinct 7339 - Vote By Mail	72	214	669	309	0	0	23	286
Precinct 7341 - Election Day	47	192	908	260	0	0	21	239
Precinct 7341 - Vote By Mail	76	291	908	401	3	0	31	367
Precinct 7342 - Election Day	79	227	947	334	-1	0	29	306
Precinct 7342 - Vote By Mail	92	295	947	414	1	0	26	387
Precinct 7343 - Election Day	45	171	731	234	1	0	17	216
Precinct 7343 - Vote By Mail	48	237	731	316	6	0	25	285
Precinct 7344 - Election Day	67	203	1,110	291	1	0	20	270
Precinct 7344 - Vote By Mail	130	387	1,110	538	-4	1	24	517
Precinct 7345 - Election Day	59	245	1,141	329	-1	0	26	304
Precinct 7345 - Vote By Mail	86	400	1,141	521	3	1	31	486
Precinct 7346 - Election Day	41	185	920	250	1	0	23	226
Precinct 7346 - Vote By Mail	65	291	920	384	-2	0	30	356
Precinct 7347 - Election Day	49	164	1,040	241	1	0	27	213
Precinct 7347 - Vote By Mail	71	373	1,040	480	6	0	30	444
Precinct 7348 - Election Day	39	150	861	210	1	0	20	189
Precinct 7348 - Vote By Mail	72	252	861	353	-1	0	30	324
Precinct 7349 - Election Day	42	188	957	248	0	0	18	230
Precinct 7349 - Vote By Mail	92	294	957	427	3	0	38	386
Precinct 7501 - Election Day	35	126	565	172	-1	0	12	161
Precinct 7501 - Vote By Mail	77	210	565	308	4	0	17	287
Precinct 7502 - Election Day	54	116	784	180	1	0	9	170
Precinct 7502 - Vote By Mail	83	318	784	447	2	0	44	401
Precinct 7503 - Election Day	53	134	764	208	1	0	20	187
Precinct 7503 - Vote By Mail	98	257	764	388	4	0	29	355
Precinct 7504 - Election Day	31	69	503	112	0	0	12	100
Precinct 7504 - Vote By Mail	44	152	503	222	2	0	24	196
Precinct 7505 - Election Day	24	117	869	158	2	0	15	141
Precinct 7505 - Vote By Mail	98	383	869	532	5	0	46	481
Precinct 7506 - Election Day	39	169	999	226	0	0	18	208
Precinct 7506 - Vote By Mail	91	345	999	473	3	1	33	436
Precinct 7507 - Election Day	55	137	955	211	0	0	19	192
Precinct 7507 - Vote By Mail	55	259	955	344	-2	0	32	314
Precinct 7508 - Election Day	35	101	727	154	0	0	18	136
Precinct 7508 - Vote By Mail	105	280	727	427	3	0	39	385
Precinct 7509/7511 - Election Day	38	178	932	235	3	0	16	216
Precinct 7509/7511 - Vote By Mail	101	327	932	470	4	1	37	428
Precinct 7512 - Election Day	32	99	612	150	0	0	19	131
Precinct 7512 - Vote By Mail	67	193	612	283	-1	0	24	260
Precinct 7513 - Election Day	51	143	818	225	0	2	29	194
Precinct 7513 - Vote By Mail	71	217	818	315	3	0	24	288
Precinct 7514 - Election Day	29	87	874	140	0	0	24	116
Precinct 7514 - Vote By Mail	65	195	874	305	1	0	44	260
Precinct 7515 - Election Day	43	147	869	212	0	0	22	190
Precinct 7515 - Vote By Mail	86	276	869	389	-1	0	28	362
Precinct 7516 - Election Day	29	126	922	172	1	0	16	155
Precinct 7516 - Vote By Mail	132	358	922	538	-1	1	48	490
Precinct 7517 - Election Day	53	221	863	289	0	1	14	274
Precinct 7517 - Vote By Mail	61	321	863	410	0	1	27	382
Precinct 7518 - Election Day	44	249	950	309	0	1	15	293
Precinct 7518 - Vote By Mail	72	370	950	480	2	0	36	442
Precinct 7519 - Election Day	40	178	737	224	0	0	6	218
Precinct 7519 - Vote By Mail	64	275	737	355	1	1	14	339
Precinct 7521 - Election Day	50	214	812	292	6	0	22	264
Precinct 7521 - Vote By Mail	43	288	812	354	0	0	23	331
Precinct 7522 - Election Day	28	167	764	207	0	0	12	195
Precinct 7522 - Vote By Mail	50	324	764	397	2	0	21	374
Precinct 7523 - Election Day	35	229	747	275	-1	0	12	264
Precinct 7523 - Vote By Mail	54	292	747	359	3	0	10	346
Precinct 7524 - Election Day	47	122	615	181	1	1	10	169
Precinct 7524 - Vote By Mail	53	193	615	262	3	0	13	246
Precinct 7525 - Election Day	43	145	800	205	0	0	17	188
Precinct 7525 - Vote By Mail	61	248	800	341	-1	0	33	309
Precinct 7526 - Election Day	41	230	1,011	292	0	0	21	271
Precinct 7526 - Vote By Mail	92	426	1,011	552	2	1	31	518
Precinct 7527/7528 - Election Day	34	161	725	211	0	0	16	195
Precinct 7527/7528 - Vote By Mail	67	248	725	339	0	1	23	315
Precinct 7529 - Election Day	38	236	948	295	-3	0	24	274
Precinct 7529 - Vote By Mail	60	395	948	486	1	1	29	455
Precinct 7531 - Election Day	35	180	865	228	-1	0	14	215
Precinct 7531 - Vote By Mail	63	353	865	442	1	0	25	416
Precinct 7532 - Election Day	45	185	852	246	3	0	13	230
Precinct 7532 - Vote By Mail	65	307	852	398	0	1	25	372
Precinct 7533 - Election Day	49	295	1,015	357	0	0	13	344
Precinct 7533 - Vote By Mail	75	386	1,015	490	0	0	29	461
Precinct 7534 - Election Day	50	252	936	322	0	0	20	302
Precinct 7534 - Vote By Mail	63	328	936	415	0	0	24	391
Precinct 7535 - Election Day	37	213	767	262	2	0	10	250
Precinct 7535 - Vote By Mail	55	300	767	387	3	0	29	355
Precinct 7536 - Election Day	48	226	863	291	-1	0	18	274
Precinct 7536 - Vote By Mail	81	322	863	421	0	0	18	403
Precinct 7537 - Election Day	41	190	752	240	-1	0	10	231
Precinct 7537 - Vote By Mail	41	310	752	363	0	1	11	351
Precinct 7538 - Election Day	29	192	771	246	0	0	25	221
Precinct 7538 - Vote By Mail	51	321	771	400	2	0	26	372
Precinct 7539 - Election Day	42	271	922	330	0	0	17	313
Precinct 7539 - Vote By Mail	55	347	922	428	2	2	22	402
Precinct 7541 - Election Day	44	186	805	248	0	0	18	230
Precinct 7541 - Vote By Mail	56	332	805	400	0	1	11	388
Precinct 7542 - Election Day	30	228	821	272	0	1	13	258
Precinct 7542 - Vote By Mail	55	321	821	389	0	0	13	376
Precinct 7543 - Election Day	32	166	909	216	0	1	17	198
Precinct 7543 - Vote By Mail	57	392	909	467	3	0	15	449
Precinct 7544 - Election Day	34	204	898	258	0	0	20	238
Precinct 7544 - Vote By Mail	77	380	898	479	4	0	18	457
Precinct 7545 - Election Day	35	221	918	273	0	0	17	256
Precinct 7545 - Vote By Mail	88	360	918	480	-1	1	32	448
Precinct 7546 - Election Day	58	229	982	304	0	0	17	287
Precinct 7546 - Vote By Mail	75	409	982	517	5	0	28	484
Precinct 7547 - Election Day	39	255	1,029	315	0	0	21	294
Precinct 7547 - Vote By Mail	58	425	1,029	505	2	0	20	483
Precinct 7548 - Election Day	50	245	1,073	319	1	0	23	295
Precinct 7548 - Vote By Mail	83	403	1,073	512	1	0	25	486
Precinct 7549 - Election Day	34	162	811	215	0	1	18	196
Precinct 7549 - Vote By Mail	78	321	811	431	-3	0	35	399
Precinct 7551 - Election Day	43	183	741	239	0	0	13	226
Precinct 7551 - Vote By Mail	57	315	741	394	1	0	21	372
Precinct 7552 - Election Day	34	192	727	241	1	0	14	226
Precinct 7552 - Vote By Mail	57	283	727	361	1	0	20	340
Precinct 7553 MB - Vote By Mail	25	92	180	126	1	0	8	117
Precinct 7554 - Election Day	52	183	808	247	0	0	12	235
Precinct 7554 - Vote By Mail	93	324	808	442	4	0	21	417
Precinct 7555 - Election Day	36	241	886	290	-6	0	19	277
Precinct 7555 - Vote By Mail	79	350	886	459	1	0	29	429
Precinct 7556/7557 - Election Day	64	200	969	275	1	0	10	264
Precinct 7556/7557 - Vote By Mail	114	438	969	573	0	0	21	552
Precinct 7601 - Election Day	36	136	767	191	0	0	19	172
Precinct 7601 - Vote By Mail	72	193	767	290	1	1	23	265
Precinct 7602 - Election Day	42	146	901	213	0	0	25	188
Precinct 7602 - Vote By Mail	61	286	901	379	3	1	28	347
Precinct 7603 - Election Day	37	195	830	250	0	0	18	232
Precinct 7603 - Vote By Mail	66	291	830	376	0	0	19	357
Precinct 7604 - Election Day	55	190	954	266	0	0	21	245
Precinct 7604 - Vote By Mail	63	260	954	352	2	0	27	323
Precinct 7605 - Election Day	26	76	648	120	0	0	18	102
Precinct 7605 - Vote By Mail	37	137	648	203	-1	0	30	174
Precinct 7606 - Election Day	47	126	924	205	3	0	29	173
Precinct 7606 - Vote By Mail	78	223	924	330	1	0	28	301
Precinct 7607 - Election Day	47	142	960	215	-1	0	27	189
Precinct 7607 - Vote By Mail	87	297	960	407	3	1	19	384
Precinct 7608 - Election Day	16	38	392	70	0	0	16	54
Precinct 7608 - Vote By Mail	38	77	392	136	0	0	21	115
Precinct 7609 - Election Day	30	63	926	120	-1	0	28	93
Precinct 7609 - Vote By Mail	92	190	926	352	5	0	65	282
Precinct 7611 - Election Day	30	75	755	126	0	0	21	105
Precinct 7611 - Vote By Mail	74	150	755	269	2	0	43	224
Precinct 7612 - Election Day	20	64	583	97	1	0	12	84
Precinct 7612 - Vote By Mail	61	169	583	265	0	0	35	230
Precinct 7613 - Election Day	50	125	908	204	-1	0	30	175
Precinct 7613 - Vote By Mail	80	229	908	340	1	0	30	309
Precinct 7614 - Election Day	48	135	1,029	223	2	0	38	183
Precinct 7614 - Vote By Mail	77	269	1,029	375	1	1	27	346
Precinct 7615 - Election Day	38	83	762	162	2	1	38	121
Precinct 7615 - Vote By Mail	79	132	762	237	-2	1	27	211
Precinct 7616 - Election Day	63	225	1,203	324	0	0	36	288
Precinct 7616 - Vote By Mail	112	544	1,203	686	0	0	30	656
Precinct 7617 - Election Day	21	60	768	102	1	0	20	81
Precinct 7617 - Vote By Mail	74	149	768	261	0	0	38	223
Precinct 7618 - Election Day	27	127	862	168	0	0	14	154
Precinct 7618 - Vote By Mail	84	300	862	407	4	0	19	384
Precinct 7619 - Election Day	39	169	1,063	219	0	0	11	208
Precinct 7619 - Vote By Mail	89	438	1,063	563	-1	0	37	527
Precinct 7621 - Election Day	62	200	1,320	287	1	1	23	262
Precinct 7621 - Vote By Mail	129	492	1,320	668	4	0	43	621
