Subtotal Area	YES	NO	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Ballots Counted
Precinct 7622 - Election Day	135	17	988	170	0	0	18	152
Precinct 7622 - Vote By Mail	241	39	988	301	4	0	17	280
Precinct 7623 - Election Day	161	13	746	184	0	1	9	174
Precinct 7623 - Vote By Mail	234	48	746	297	2	0	13	282
Precinct 7624 - Election Day	120	15	859	142	0	0	7	135
Precinct 7624 - Vote By Mail	226	45	859	290	1	0	18	271
Precinct 7625 - Election Day	44	15	822	66	0	0	7	59
Precinct 7625 - Vote By Mail	287	115	822	475	1	0	72	402
Precinct 7626 - Election Day	178	38	1,114	227	0	0	11	216
Precinct 7626 - Vote By Mail	499	91	1,114	612	0	0	22	590
Precinct 7627 - Election Day	214	42	1,187	267	0	0	11	256
Precinct 7627 - Vote By Mail	416	132	1,187	582	5	0	29	548
Precinct 7628 - Election Day	203	27	960	241	0	0	11	230
Precinct 7628 - Vote By Mail	350	56	960	428	2	0	20	406
Precinct 7629 - Election Day	181	17	809	208	1	0	9	198
Precinct 7629 - Vote By Mail	276	51	809	343	3	0	13	327
Precinct 7631 - Election Day	226	32	1,155	270	0	0	12	258
Precinct 7631 - Vote By Mail	460	86	1,155	577	2	0	29	546
Precinct 7632 - Election Day	238	39	1,124	289	3	0	9	277
Precinct 7632 - Vote By Mail	469	81	1,124	561	1	0	10	550
Precinct 7633 - Election Day	109	19	741	137	0	0	9	128
Precinct 7633 - Vote By Mail	273	89	741	392	1	0	29	362
Precinct 7634 - Election Day	143	37	900	195	0	0	15	180
Precinct 7634 - Vote By Mail	323	69	900	421	2	0	27	392
Precinct 7635 - Election Day	129	21	840	158	0	0	8	150
Precinct 7635 - Vote By Mail	295	66	840	382	2	0	19	361
Precinct 7636 - Election Day	203	35	938	251	1	0	12	238
Precinct 7636 - Vote By Mail	336	107	938	465	3	0	19	443
Precinct 7637 - Election Day	137	44	809	193	-1	0	13	181
Precinct 7637 - Vote By Mail	296	95	809	404	1	0	12	391
Precinct 7638 - Election Day	212	62	1,467	295	0	0	21	274
Precinct 7638 - Vote By Mail	603	225	1,467	871	10	0	33	828
Precinct 7639 - Election Day	181	47	1,011	242	0	0	14	228
Precinct 7639 - Vote By Mail	413	122	1,011	559	1	0	23	535
Precinct 7641 - Election Day	149	47	972	205	-1	0	10	196
Precinct 7641 - Vote By Mail	416	105	972	549	3	1	24	521
Precinct 7642 - Election Day	122	21	937	153	0	0	10	143
Precinct 7642 - Vote By Mail	279	62	937	394	2	0	51	341
Precinct 7643 - Election Day	120	35	920	169	0	1	13	155
Precinct 7643 - Vote By Mail	360	117	920	507	1	0	29	477
Precinct 7644 - Election Day	263	51	1,175	330	1	0	15	314
Precinct 7644 - Vote By Mail	433	91	1,175	554	4	0	26	524
Precinct 7645 - Election Day	91	23	640	120	-1	0	7	114
Precinct 7645 - Vote By Mail	294	63	640	377	2	0	18	357
Precinct 7646 - Election Day	226	34	1,100	267	0	0	7	260
Precinct 7646 - Vote By Mail	456	108	1,100	592	5	0	23	564
Precinct 7647 - Election Day	166	26	1,075	205	-1	0	14	192
Precinct 7647 - Vote By Mail	231	43	1,075	283	-1	0	10	274
Precinct 7648 MB - Vote By Mail	0	0	1	0	0	0	0	0
Precinct 7649 - Election Day	152	18	891	178	1	0	7	170
Precinct 7649 - Vote By Mail	302	68	891	395	5	0	20	370
Precinct 7651 - Election Day	124	31	677	166	1	1	9	155
Precinct 7651 - Vote By Mail	269	68	677	351	4	0	10	337
Precinct 7652 - Election Day	102	26	628	135	0	0	7	128
Precinct 7652 - Vote By Mail	230	51	628	301	6	0	14	281
Precinct 7653 - Election Day	228	50	1,280	300	1	0	21	278
Precinct 7653 - Vote By Mail	526	115	1,280	673	4	0	28	641
Precinct 7701 - Election Day	244	40	1,064	296	0	0	12	284
Precinct 7701 - Vote By Mail	465	101	1,064	597	3	0	28	566
Precinct 7702 - Election Day	127	45	748	180	-1	0	9	172
Precinct 7702 - Vote By Mail	293	98	748	415	3	0	21	391
Precinct 7703 MB - Vote By Mail	60	7	171	79	0	0	12	67
Precinct 7704 - Election Day	180	65	1,008	257	0	0	12	245
Precinct 7704 - Vote By Mail	373	152	1,008	557	3	0	29	525
Precinct 7705 - Election Day	111	35	568	149	-2	0	5	146
Precinct 7705 - Vote By Mail	228	86	568	335	0	0	21	314
Precinct 7706 - Election Day	181	60	840	252	1	0	10	241
Precinct 7706 - Vote By Mail	336	108	840	467	4	0	19	444
Precinct 7707 - Election Day	176	59	857	241	1	0	5	235
Precinct 7707 - Vote By Mail	360	110	857	495	1	0	24	470
Precinct 7708 - Election Day	153	44	871	205	-1	0	9	197
Precinct 7708 - Vote By Mail	374	133	871	540	2	1	30	507
Precinct 7709 - Election Day	80	19	391	102	0	0	3	99
Precinct 7709 - Vote By Mail	158	50	391	222	1	0	13	208
Precinct 7711 - Election Day	164	32	766	198	-1	0	3	196
Precinct 7711 - Vote By Mail	332	67	766	422	-3	0	26	399
Precinct 7712 - Election Day	122	23	529	149	0	0	4	145
Precinct 7712 - Vote By Mail	241	44	529	296	0	0	11	285
Precinct 7801 - Election Day	218	38	1,001	264	2	0	6	256
Precinct 7801 - Vote By Mail	483	88	1,001	596	2	1	22	571
Precinct 7802 - Election Day	191	29	788	230	1	0	9	220
Precinct 7802 - Vote By Mail	364	61	788	458	2	0	31	425
Precinct 7803 - Election Day	140	26	828	174	0	0	8	166
Precinct 7803 - Vote By Mail	451	81	828	552	1	0	19	532
Precinct 7804 - Election Day	210	33	893	257	1	0	13	243
Precinct 7804 - Vote By Mail	449	70	893	533	1	1	12	519
Precinct 7805 - Election Day	202	20	825	228	0	0	6	222
Precinct 7805 - Vote By Mail	407	62	825	484	1	1	13	469
Precinct 7806 - Election Day	182	22	716	208	1	0	3	204
Precinct 7806 - Vote By Mail	349	48	716	407	1	1	8	397
Precinct 7807 - Election Day	247	24	844	276	0	1	4	271
Precinct 7807 - Vote By Mail	366	39	844	417	2	0	10	405
Precinct 7808 - Election Day	188	15	655	211	-2	0	10	203
Precinct 7808 - Vote By Mail	279	32	655	333	1	0	21	311
Precinct 7809 - Election Day	215	15	781	238	1	0	7	230
Precinct 7809 - Vote By Mail	365	25	781	405	3	0	12	390
Precinct 7811 - Election Day	221	28	783	249	0	0	0	249
Precinct 7811 - Vote By Mail	350	35	783	404	6	0	13	385
Precinct 7812 - Election Day	208	32	877	257	0	0	17	240
Precinct 7812 - Vote By Mail	409	33	877	454	-1	0	13	442
Precinct 7813 - Election Day	264	32	1,064	308	1	0	11	296
Precinct 7813 - Vote By Mail	500	56	1,064	585	3	0	26	556
Precinct 7814 - Election Day	197	28	936	228	-1	0	4	225
Precinct 7814 - Vote By Mail	303	30	936	341	-2	1	9	333
Precinct 7815 - Election Day	208	22	954	238	0	0	8	230
Precinct 7815 - Vote By Mail	482	65	954	573	1	1	24	547
Precinct 7816 - Election Day	200	32	865	236	0	0	4	232
Precinct 7816 - Vote By Mail	442	67	865	531	4	0	18	509
Precinct 7817 - Election Day	246	22	823	277	0	0	9	268
Precinct 7817 - Vote By Mail	394	33	823	439	4	0	8	427
Precinct 7818 - Election Day	203	25	860	234	1	0	5	228
Precinct 7818 - Vote By Mail	388	52	860	452	1	0	11	440
Precinct 7819 - Election Day	164	23	793	191	0	0	4	187
Precinct 7819 - Vote By Mail	350	43	793	420	1	0	26	393
Precinct 7821 - Election Day	215	25	985	248	0	0	8	240
Precinct 7821 - Vote By Mail	535	74	985	630	5	0	16	609
Precinct 7822 - Election Day	226	44	908	275	0	0	5	270
Precinct 7822 - Vote By Mail	407	53	908	480	1	0	19	460
Precinct 7823 - Election Day	230	27	879	270	7	0	6	257
Precinct 7823 - Vote By Mail	421	61	879	501	3	0	16	482
Precinct 7824 - Election Day	211	26	768	247	0	0	10	237
Precinct 7824 - Vote By Mail	323	43	768	383	1	0	16	366
Precinct 7825 - Election Day	168	20	597	191	0	0	3	188
Precinct 7825 - Vote By Mail	272	20	597	302	-1	0	11	292
Precinct 7826 - Election Day	230	21	684	258	1	0	6	251
Precinct 7826 - Vote By Mail	274	30	684	319	0	0	15	304
Precinct 7827 - Election Day	230	18	831	261	0	0	13	248
Precinct 7827 - Vote By Mail	308	45	831	361	0	0	8	353
Precinct 7828 - Election Day	207	44	1,018	261	0	1	9	251
Precinct 7828 - Vote By Mail	452	78	1,018	549	1	0	18	530
Precinct 7829 - Election Day	190	35	907	237	1	0	11	225
Precinct 7829 - Vote By Mail	443	96	907	557	1	0	17	539
Precinct 7831 - Election Day	202	22	882	233	0	0	9	224
Precinct 7831 - Vote By Mail	450	59	882	544	15	0	20	509
Precinct 7832 - Election Day	168	19	780	188	0	0	1	187
Precinct 7832 - Vote By Mail	421	54	780	488	0	0	13	475
Precinct 7833 - Election Day	195	27	747	230	2	0	6	222
Precinct 7833 - Vote By Mail	360	38	747	412	2	0	12	398
Precinct 7834 - Election Day	243	21	867	277	1	0	12	264
Precinct 7834 - Vote By Mail	385	36	867	439	2	0	16	421
Precinct 7835 - Election Day	174	31	847	211	0	1	5	205
Precinct 7835 - Vote By Mail	393	88	847	505	6	0	18	481
Precinct 7836 - Election Day	213	39	1,023	260	0	0	8	252
Precinct 7836 - Vote By Mail	494	109	1,023	623	-2	0	22	603
Precinct 7837 - Election Day	221	32	911	260	1	1	5	253
Precinct 7837 - Vote By Mail	384	94	911	509	3	0	28	478
Precinct 7838 - Election Day	203	28	926	239	0	0	8	231
Precinct 7838 - Vote By Mail	438	83	926	546	6	0	19	521
Precinct 7839 - Election Day	164	31	842	205	0	0	10	195
Precinct 7839 - Vote By Mail	428	70	842	515	-5	1	21	498
Precinct 7841 - Election Day	240	36	937	291	0	0	15	276
Precinct 7841 - Vote By Mail	436	65	937	526	4	3	18	501
Precinct 7842 - Election Day	241	33	903	283	0	0	9	274
Precinct 7842 - Vote By Mail	371	50	903	434	-2	0	15	421
Precinct 7843 - Election Day	209	18	767	232	0	0	5	227
Precinct 7843 - Vote By Mail	336	39	767	380	0	0	5	375
Precinct 7844 - Election Day	173	18	663	196	0	0	5	191
Precinct 7844 - Vote By Mail	288	26	663	329	2	0	13	314
Precinct 7845 - Election Day	186	46	849	241	-1	0	10	232
Precinct 7845 - Vote By Mail	384	67	849	469	-2	0	20	451
Precinct 7846 - Election Day	214	37	904	262	0	0	11	251
Precinct 7846 - Vote By Mail	401	91	904	509	1	1	15	492
Precinct 7847 - Election Day	211	36	929	261	1	1	12	247
Precinct 7847 - Vote By Mail	449	58	929	529	1	0	21	507
Precinct 7848 - Election Day	188	34	834	233	0	0	11	222
Precinct 7848 - Vote By Mail	414	61	834	491	-2	0	18	475
Precinct 7849 - Election Day	225	29	929	264	0	0	10	254
Precinct 7849 - Vote By Mail	432	69	929	522	1	0	20	501
Precinct 7851 - Election Day	106	26	513	136	0	0	4	132
Precinct 7851 - Vote By Mail	219	66	513	298	-1	1	13	285
Precinct 7852 - Election Day	111	24	647	143	0	0	8	135
Precinct 7852 - Vote By Mail	307	70	647	394	0	0	17	377
Precinct 7853 - Election Day	172	33	850	214	-2	0	11	205
Precinct 7853 - Vote By Mail	373	73	850	479	7	0	26	446
Precinct 7854 - Election Day	202	35	894	248	0	0	11	237
Precinct 7854 - Vote By Mail	425	54	894	500	0	0	21	479
Precinct 7855 - Election Day	256	32	986	301	0	0	13	288
Precinct 7855 - Vote By Mail	428	75	986	522	-3	0	22	503
Precinct 7856 - Election Day	229	30	800	265	0	0	6	259
Precinct 7856 - Vote By Mail	334	71	800	425	1	0	19	405
Precinct 7857 - Election Day	244	24	933	276	1	0	7	268
Precinct 7857 - Vote By Mail	422	79	933	517	-2	0	18	501
Precinct 7858 - Election Day	211	26	775	245	0	0	8	237
Precinct 7858 - Vote By Mail	351	34	775	394	1	0	8	385
Precinct 7859 - Election Day	201	40	891	250	0	0	9	241
Precinct 7859 - Vote By Mail	408	85	891	513	1	0	19	493
Precinct 7861 - Election Day	178	30	859	217	0	0	9	208
Precinct 7861 - Vote By Mail	420	75	859	510	3	1	11	495
Precinct 7862 - Election Day	252	41	866	302	1	0	8	293
Precinct 7862 - Vote By Mail	394	59	866	472	0	1	18	453
Precinct 7863 - Election Day	274	27	907	311	0	0	10	301
Precinct 7863 - Vote By Mail	365	54	907	440	0	0	21	419
Precinct 7864 - Election Day	200	25	807	232	0	0	7	225
Precinct 7864 - Vote By Mail	343	68	807	427	-2	0	18	411
Precinct 7865 - Election Day	212	21	823	241	0	0	8	233
Precinct 7865 - Vote By Mail	358	83	823	463	4	1	17	441
Precinct 7866 - Election Day	156	48	836	209	-1	0	6	204
Precinct 7866 - Vote By Mail	345	124	836	491	3	0	19	469
Precinct 7867 - Election Day	217	43	955	266	0	0	6	260
Precinct 7867 - Vote By Mail	389	94	955	512	8	0	21	483
Precinct 7868 - Election Day	204	25	881	242	1	0	12	229
Precinct 7868 - Vote By Mail	360	73	881	449	1	0	15	433
Precinct 7869 - Election Day	200	32	867	239	0	0	7	232
Precinct 7869 - Vote By Mail	408	72	867	489	1	0	8	480
Precinct 7871 - Election Day	198	45	900	259	0	0	16	243
Precinct 7871 - Vote By Mail	401	76	900	502	2	1	22	477
Precinct 7872 - Election Day	230	46	862	288	0	0	12	276
Precinct 7872 - Vote By Mail	377	82	862	472	3	0	10	459
Precinct 7873 - Election Day	214	32	861	257	1	0	10	246
Precinct 7873 - Vote By Mail	418	62	861	502	-1	0	23	480
Precinct 7874 - Election Day	103	28	477	137	1	0	5	131
Precinct 7874 - Vote By Mail	206	41	477	256	2	0	7	247
Precinct 7875 - Election Day	153	22	623	180	0	0	5	175
Precinct 7875 - Vote By Mail	210	62	623	285	0	1	12	272
Precinct 7876 - Election Day	119	17	498	154	10	0	8	136
Precinct 7876 - Vote By Mail	229	25	498	269	1	1	13	254
Precinct 7901 - Election Day	106	23	522	136	0	0	7	129
Precinct 7901 - Vote By Mail	166	25	522	198	1	0	6	191
Precinct 7902 - Election Day	219	22	968	258	0	0	17	241
Precinct 7902 - Vote By Mail	344	48	968	401	1	0	8	392
Precinct 7903 - Election Day	173	16	840	201	0	0	12	189
Precinct 7903 - Vote By Mail	293	41	840	350	-2	0	18	334
Precinct 7904 - Election Day	182	20	877	212	1	0	9	202
Precinct 7904 - Vote By Mail	336	49	877	403	2	0	16	385
Precinct 7905 - Election Day	216	27	851	254	0	0	11	243
Precinct 7905 - Vote By Mail	322	67	851	409	5	2	13	389
Precinct 7906 - Election Day	210	24	787	245	0	0	11	234
Precinct 7906 - Vote By Mail	277	42	787	335	0	0	16	319
Precinct 7907 - Election Day	246	22	950	278	0	0	10	268
Precinct 7907 - Vote By Mail	369	42	950	425	-4	0	18	411
Precinct 7908 - Election Day	235	30	949	284	1	0	18	265
Precinct 7908 - Vote By Mail	349	42	949	408	2	1	14	391
Precinct 7909 - Election Day	217	24	733	251	0	0	10	241
Precinct 7909 - Vote By Mail	260	29	733	303	-1	0	15	289
Precinct 7911 - Election Day	202	30	860	244	-1	0	13	232
Precinct 7911 - Vote By Mail	328	52	860	395	-1	0	16	380
Precinct 7912 - Election Day	254	24	1,065	291	0	0	13	278
Precinct 7912 - Vote By Mail	404	45	1,065	463	2	0	12	449
Precinct 7913 - Election Day	265	36	913	312	1	0	10	301
Precinct 7913 - Vote By Mail	312	52	913	378	-1	0	15	364
Precinct 7914 - Election Day	235	31	883	278	-1	0	13	266
Precinct 7914 - Vote By Mail	378	36	883	425	3	0	8	414
Precinct 7915 - Election Day	231	29	831	266	0	0	6	260
Precinct 7915 - Vote By Mail	285	51	831	351	0	0	15	336
Precinct 7916 - Election Day	254	21	888	284	1	0	8	275
Precinct 7916 - Vote By Mail	361	43	888	421	0	0	17	404
Precinct 7917 - Election Day	279	26	1,015	315	0	0	10	305
Precinct 7917 - Vote By Mail	370	38	1,015	428	3	0	17	408
Precinct 7918 - Election Day	222	20	836	253	0	0	11	242
Precinct 7918 - Vote By Mail	338	21	836	379	0	0	20	359
Precinct 7919 - Election Day	278	20	895	309	1	0	10	298
Precinct 7919 - Vote By Mail	328	34	895	376	-1	0	15	362
Precinct 7921 - Election Day	201	19	917	232	1	0	11	220
Precinct 7921 - Vote By Mail	308	42	917	366	1	0	15	350
Precinct 7922 - Election Day	222	18	831	250	1	0	9	240
Precinct 7922 - Vote By Mail	340	24	831	383	0	0	19	364
Precinct 7923 - Election Day	226	30	885	262	0	0	6	256
Precinct 7923 - Vote By Mail	349	40	885	403	-1	0	15	389
Precinct 7924 - Election Day	209	22	842	238	0	0	7	231
Precinct 7924 - Vote By Mail	299	69	842	382	0	0	14	368
Precinct 7925 - Election Day	138	15	567	156	0	0	3	153
Precinct 7925 - Vote By Mail	256	30	567	293	0	0	7	286
Precinct 7926 - Election Day	195	26	795	229	0	0	8	221
Precinct 7926 - Vote By Mail	330	46	795	390	4	0	10	376
Precinct 7927 - Election Day	205	28	747	241	1	0	7	233
Precinct 7927 - Vote By Mail	331	44	747	392	4	0	13	375
Precinct 7928 - Election Day	237	35	931	284	1	0	11	272
Precinct 7928 - Vote By Mail	417	55	931	489	0	0	17	472
Precinct 7929 - Election Day	213	30	864	248	0	0	5	243
Precinct 7929 - Vote By Mail	438	59	864	509	1	1	10	497
Precinct 7931 - Election Day	190	27	738	219	0	0	2	217
Precinct 7931 - Vote By Mail	343	54	738	408	2	0	9	397
Precinct 7932 - Election Day	125	25	551	157	1	0	6	150
Precinct 7932 - Vote By Mail	228	48	551	285	1	0	8	276
Precinct 7933 MB - Vote By Mail	3	1	6	4	0	0	0	4
Precinct 7934 - Election Day	218	25	890	250	-1	0	8	243
Precinct 7934 - Vote By Mail	402	52	890	472	0	0	18	454
Precinct 7935 - Election Day	268	26	970	305	0	1	10	294
Precinct 7935 - Vote By Mail	444	63	970	519	-2	1	13	507
Precinct 7936 - Election Day	243	28	856	287	2	0	14	271
Precinct 7936 - Vote By Mail	377	38	856	428	-1	0	14	415
Precinct 7937 - Election Day	233	20	886	267	1	1	12	253
Precinct 7937 - Vote By Mail	366	55	886	435	3	0	11	421
Precinct 7938 - Election Day	182	21	788	213	0	0	10	203
Precinct 7938 - Vote By Mail	277	46	788	337	2	0	12	323
Precinct 7939 - Election Day	222	26	688	254	-2	0	8	248
Precinct 7939 - Vote By Mail	277	29	688	326	0	0	20	306
Precinct 7941 - Election Day	185	19	751	218	-1	0	15	204
Precinct 7941 - Vote By Mail	285	45	751	348	0	0	18	330
Precinct 7942 - Election Day	209	34	914	259	1	0	15	243
Precinct 7942 - Vote By Mail	313	71	914	412	-1	0	29	384
Precinct 7943 - Election Day	213	30	872	258	4	0	11	243
Precinct 7943 - Vote By Mail	330	78	872	439	0	0	31	408
Precinct 7944 - Election Day	206	30	801	243	0	0	7	236
Precinct 7944 - Vote By Mail	323	44	801	381	2	0	12	367
Precinct 7945 - Election Day	147	26	915	186	0	0	13	173
Precinct 7945 - Vote By Mail	333	60	915	414	1	0	20	393
Precinct 7946 - Election Day	137	37	945	183	0	0	9	174
Precinct 7946 - Vote By Mail	283	131	945	451	0	0	37	414
Precinct 7947 - Election Day	131	40	946	182	1	0	10	171
Precinct 7947 - Vote By Mail	255	151	946	430	2	0	22	406
Precinct 7948 - Election Day	147	53	928	210	0	0	10	200
Precinct 7948 - Vote By Mail	257	142	928	422	-5	0	28	399
Precinct 7949 - Election Day	64	27	569	100	1	0	8	91
Precinct 7949 - Vote By Mail	158	120	569	292	1	0	13	278
Precinct 7951 - Election Day	116	39	854	166	0	1	10	155
Precinct 7951 - Vote By Mail	240	164	854	425	2	0	19	404
Precinct 7952 - Election Day	106	44	866	167	0	0	17	150
Precinct 7952 - Vote By Mail	202	129	866	359	1	0	27	331
Precinct 7953 - Election Day	129	42	824	186	2	0	13	171
Precinct 7953 - Vote By Mail	237	148	824	402	0	1	16	385
Precinct 7955 - Election Day	133	51	902	199	4	0	11	184
Precinct 7955 - Vote By Mail	255	142	902	435	1	0	37	397
Precinct 7956 - Election Day	94	32	823	136	0	0	10	126
Precinct 7956 - Vote By Mail	207	125	823	353	0	0	21	332
Precinct 7957 - Election Day	106	31	646	147	0	0	10	137
Precinct 7957 - Vote By Mail	211	68	646	298	1	0	18	279
Precinct 7958 MB - Vote By Mail	97	36	290	141	1	0	7	133
Precinct 7959 - Election Day	133	21	727	160	1	0	5	154
Precinct 7959 - Vote By Mail	273	38	727	326	1	0	14	311
Precinct 9001 MB - Vote By Mail	104	34	273	142	-2	0	6	138
Precinct 9101 - Election Day	192	56	888	260	0	1	11	248
Precinct 9101 - Vote By Mail	308	112	888	438	4	0	14	420
Precinct 9102 - Election Day	181	61	985	257	0	0	15	242
Precinct 9102 - Vote By Mail	332	109	985	471	2	0	28	441
Precinct 9103 - Election Day	187	67	954	273	0	0	19	254
Precinct 9103 - Vote By Mail	300	102	954	431	7	0	22	402
Precinct 9104 - Election Day	181	45	988	239	0	0	13	226
Precinct 9104 - Vote By Mail	341	100	988	465	3	0	21	441
Precinct 9105 - Election Day	194	43	919	247	1	0	9	237
Precinct 9105 - Vote By Mail	341	125	919	488	-4	0	26	466
Precinct 9106 - Election Day	208	44	937	268	1	0	15	252
Precinct 9106 - Vote By Mail	377	96	937	497	4	0	20	473
Precinct 9107 - Election Day	159	53	849	219	0	0	7	212
Precinct 9107 - Vote By Mail	265	84	849	372	-1	0	24	349
Precinct 9108 - Election Day	189	48	790	247	0	0	10	237
Precinct 9108 - Vote By Mail	264	82	790	373	2	0	25	346
Precinct 9109 - Election Day	187	63	884	263	0	0	13	250
Precinct 9109 - Vote By Mail	325	76	884	428	1	0	26	401
Precinct 9111 - Election Day	177	46	779	229	0	0	6	223
Precinct 9111 - Vote By Mail	251	76	779	346	2	0	17	327
Precinct 9112 - Election Day	229	49	976	284	-1	0	7	278
Precinct 9112 - Vote By Mail	345	99	976	467	1	0	22	444
Precinct 9113 - Election Day	237	64	999	311	0	0	10	301
Precinct 9113 - Vote By Mail	358	115	999	505	4	0	28	473
Precinct 9114 - Election Day	218	34	877	263	-1	0	12	252
Precinct 9114 - Vote By Mail	299	87	877	405	-1	0	20	386
Precinct 9115 - Election Day	210	33	911	258	1	0	14	243
Precinct 9115 - Vote By Mail	331	75	911	429	3	0	20	406
Precinct 9116 - Election Day	218	47	944	281	0	0	16	265
Precinct 9116 - Vote By Mail	346	97	944	473	2	0	28	443
Precinct 9117 - Election Day	166	49	783	222	0	0	7	215
Precinct 9117 - Vote By Mail	262	117	783	398	0	0	19	379
Precinct 9118 - Election Day	212	66	974	286	-2	0	10	278
Precinct 9118 - Vote By Mail	281	114	974	426	3	0	28	395
Precinct 9119 - Election Day	182	40	891	237	-1	1	15	222
Precinct 9119 - Vote By Mail	305	114	891	447	1	3	24	419
Precinct 9121 - Election Day	167	77	930	256	-1	1	12	244
Precinct 9121 - Vote By Mail	300	109	930	434	-1	0	26	409
Precinct 9122 - Election Day	149	42	953	210	0	0	19	191
Precinct 9122 - Vote By Mail	306	125	953	454	0	0	23	431
Precinct 9123 - Election Day	168	47	858	232	0	1	16	215
Precinct 9123 - Vote By Mail	281	120	858	418	1	0	16	401
Precinct 9124 - Election Day	153	40	874	202	0	0	9	193
Precinct 9124 - Vote By Mail	283	131	874	438	2	0	22	414
Precinct 9125 - Election Day	157	40	861	210	-2	0	15	197
Precinct 9125 - Vote By Mail	319	94	861	437	2	0	22	413
Precinct 9126 - Election Day	186	42	1,015	245	-2	0	19	228
Precinct 9126 - Vote By Mail	340	175	1,015	533	-2	0	20	515
Precinct 9127 - Election Day	197	61	960	269	0	0	11	258
Precinct 9127 - Vote By Mail	367	108	960	498	0	0	23	475
Precinct 9128 - Election Day	194	45	828	248	-1	0	10	239
Precinct 9128 - Vote By Mail	289	96	828	412	3	1	23	385
Precinct 9129 - Election Day	191	40	741	243	1	0	11	231
Precinct 9129 - Vote By Mail	263	73	741	348	0	0	12	336
Precinct 9131 - Election Day	148	36	759	193	1	0	8	184
Precinct 9131 - Vote By Mail	297	84	759	403	3	0	19	381
Precinct 9132 - Election Day	202	33	837	248	0	0	13	235
Precinct 9132 - Vote By Mail	292	59	837	371	0	1	19	351
Precinct 9133 - Election Day	214	44	1,021	271	0	0	13	258
Precinct 9133 - Vote By Mail	369	101	1,021	503	2	0	31	470
Precinct 9134 - Election Day	157	39	893	210	0	0	14	196
Precinct 9134 - Vote By Mail	337	112	893	469	0	0	20	449
Precinct 9135 - Election Day	146	62	808	215	0	0	7	208
Precinct 9135 - Vote By Mail	265	101	808	389	2	0	21	366
Precinct 9136 - Election Day	193	40	929	253	1	0	19	233
Precinct 9136 - Vote By Mail	309	108	929	439	-2	1	23	417
Precinct 9137 - Election Day	185	66	1,006	260	-1	1	9	251
Precinct 9137 - Vote By Mail	298	139	1,006	467	1	0	29	437
Precinct 9138 - Election Day	163	46	943	226	2	0	15	209
Precinct 9138 - Vote By Mail	302	148	943	477	1	0	26	450
Precinct 9139 - Election Day	171	60	975	243	0	0	12	231
Precinct 9139 - Vote By Mail	316	158	975	510	6	0	30	474
Precinct 9141 - Election Day	172	63	953	252	-1	0	18	235
Precinct 9141 - Vote By Mail	318	132	953	477	4	0	23	450
Precinct 9142 - Election Day	214	42	966	276	0	0	20	256
Precinct 9142 - Vote By Mail	317	120	966	459	-1	0	23	437
Precinct 9143 - Election Day	188	50	920	251	0	0	13	238
Precinct 9143 - Vote By Mail	311	116	920	463	7	0	29	427
Precinct 9144 - Election Day	227	56	962	293	0	0	10	283
Precinct 9144 - Vote By Mail	337	114	962	482	3	0	28	451
Precinct 9145 - Election Day	209	33	861	249	2	0	5	242
Precinct 9145 - Vote By Mail	318	82	861	423	2	0	21	400
Precinct 9146 - Election Day	186	44	885	245	-1	0	16	230
Precinct 9146 - Vote By Mail	341	87	885	464	2	0	34	428
Precinct 9147 - Election Day	219	54	971	281	0	0	8	273
Precinct 9147 - Vote By Mail	376	97	971	492	-2	0	21	473
Precinct 9148 - Election Day	254	58	1,034	325	0	0	13	312
Precinct 9148 - Vote By Mail	392	95	1,034	513	1	0	25	487
Precinct 9149 - Election Day	211	42	948	264	0	0	11	253
Precinct 9149 - Vote By Mail	383	68	948	478	4	0	23	451
Precinct 9151 - Election Day	179	38	872	227	0	0	10	217
Precinct 9151 - Vote By Mail	302	85	872	418	4	0	27	387
Precinct 9152 - Election Day	232	33	721	270	-2	0	7	265
Precinct 9152 - Vote By Mail	239	32	721	279	-2	0	10	271
Precinct 9201 - Election Day	248	43	1,004	300	0	0	9	291
Precinct 9201 - Vote By Mail	404	58	1,004	475	-1	0	14	462
Precinct 9202 - Election Day	235	48	971	294	0	0	11	283
Precinct 9202 - Vote By Mail	339	59	971	426	2	0	26	398
Precinct 9203 - Election Day	168	58	1,002	239	0	0	13	226
Precinct 9203 - Vote By Mail	372	133	1,002	536	3	0	28	505
Precinct 9204 - Election Day	181	76	873	273	5	0	11	257
Precinct 9204 - Vote By Mail	265	105	873	393	4	0	19	370
Precinct 9205 - Election Day	156	43	728	208	0	0	9	199
Precinct 9205 - Vote By Mail	270	73	728	376	7	0	26	343
Precinct 9206 - Election Day	175	62	931	249	-1	0	13	237
Precinct 9206 - Vote By Mail	338	118	931	479	3	0	20	456
Precinct 9207 - Election Day	178	75	981	262	0	0	9	253
Precinct 9207 - Vote By Mail	350	120	981	502	3	1	28	470
Precinct 9208 - Election Day	206	62	1,002	287	0	1	18	268
Precinct 9208 - Vote By Mail	363	97	1,002	491	3	2	26	460
Precinct 9209 - Election Day	169	63	711	245	0	0	13	232
Precinct 9209 - Vote By Mail	231	75	711	327	4	1	16	306
Precinct 9211 - Election Day	166	57	889	234	0	0	11	223
Precinct 9211 - Vote By Mail	305	100	889	432	1	0	26	405
Precinct 9212 - Election Day	165	57	803	234	0	0	12	222
