Subtotal Area	YES	NO	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes
All Precincts - Total	215,491	135,835	500,516	372,848	282	282	20,958	351,326
All Precincts - Election Day	78,950	41,403	500,516	127,886	68	67	7,398	120,353
All Precincts - Vote By Mail	136,541	94,432	500,516	244,962	214	215	13,560	230,973
Precinct 1101 - Election Day	79	44	553	126	0	0	3	123
Precinct 1101 - Vote By Mail	156	99	553	266	0	0	11	255
Precinct 1102 - Election Day	173	82	995	266	0	0	11	255
Precinct 1102 - Vote By Mail	243	201	995	480	-2	0	38	444
Precinct 1103 - Election Day	151	78	951	246	1	0	16	229
Precinct 1103 - Vote By Mail	251	177	951	445	-1	1	17	428
Precinct 1104/1105 - Election Day	150	84	993	249	-1	0	16	234
Precinct 1104/1105 - Vote By Mail	238	163	993	414	-2	0	15	401
Precinct 1106 - Election Day	96	82	765	191	0	0	13	178
Precinct 1106 - Vote By Mail	165	162	765	343	-1	0	17	327
Precinct 1107 - Election Day	94	55	746	163	0	0	14	149
Precinct 1107 - Vote By Mail	165	144	746	336	5	0	22	309
Precinct 1108 - Election Day	144	71	909	232	-1	0	18	215
Precinct 1108 - Vote By Mail	225	187	909	438	-1	0	27	412
Precinct 1109 - Election Day	91	70	798	166	0	0	5	161
Precinct 1109 - Vote By Mail	184	162	798	365	-2	0	21	346
Precinct 1111 - Election Day	124	63	1,002	205	0	0	18	187
Precinct 1111 - Vote By Mail	214	220	1,002	460	-3	0	29	434
Precinct 1112 - Election Day	91	49	769	151	2	0	9	140
Precinct 1112 - Vote By Mail	186	129	769	344	-1	1	29	315
Precinct 1113 - Election Day	76	47	746	135	0	0	12	123
Precinct 1113 - Vote By Mail	172	168	746	360	0	0	20	340
Precinct 1114 - Election Day	138	68	957	226	-2	0	22	206
Precinct 1114 - Vote By Mail	204	173	957	404	0	2	25	377
Precinct 1115 - Election Day	119	47	895	174	0	0	8	166
Precinct 1115 - Vote By Mail	185	167	895	371	-3	0	22	352
Precinct 1116 - Election Day	145	58	895	225	1	1	20	203
Precinct 1116 - Vote By Mail	191	162	895	376	-2	0	25	353
Precinct 1117 - Election Day	110	65	858	185	0	0	10	175
Precinct 1117 - Vote By Mail	188	146	858	357	1	1	21	334
Precinct 1118 - Election Day	133	69	1,043	213	0	0	11	202
Precinct 1118 - Vote By Mail	252	204	1,043	476	-3	0	23	456
Precinct 1119 - Election Day	112	44	791	165	0	0	9	156
Precinct 1119 - Vote By Mail	205	160	791	386	0	0	21	365
Precinct 1121 - Election Day	76	70	691	160	0	1	13	146
Precinct 1121 - Vote By Mail	152	151	691	313	-1	0	11	303
Precinct 1122 - Election Day	59	43	632	110	0	0	8	102
Precinct 1122 - Vote By Mail	142	149	632	310	-1	0	20	291
Precinct 1123 - Election Day	120	52	915	179	0	0	7	172
Precinct 1123 - Vote By Mail	177	164	915	364	-1	0	24	341
Precinct 1124 - Election Day	97	44	819	152	0	0	11	141
Precinct 1124 - Vote By Mail	159	130	819	302	-2	0	15	289
Precinct 1125 - Election Day	91	54	1,047	159	1	1	12	145
Precinct 1125 - Vote By Mail	221	214	1,047	466	0	1	30	435
Precinct 1126 - Election Day	103	76	922	191	0	0	12	179
Precinct 1126 - Vote By Mail	218	164	922	400	-2	2	18	382
Precinct 1127 - Election Day	99	85	920	200	0	0	16	184
Precinct 1127 - Vote By Mail	181	176	920	382	-2	0	27	357
Precinct 1128 - Election Day	97	45	838	154	0	0	12	142
Precinct 1128 - Vote By Mail	157	184	838	362	0	0	21	341
Precinct 1129 - Election Day	114	90	980	227	1	0	22	204
Precinct 1129 - Vote By Mail	192	197	980	416	2	0	25	389
Precinct 1131 - Election Day	82	34	797	132	0	0	16	116
Precinct 1131 - Vote By Mail	141	214	797	371	0	1	15	355
Precinct 1132 - Election Day	90	69	969	179	2	0	18	159
Precinct 1132 - Vote By Mail	224	186	969	427	-1	0	18	410
Precinct 1133 - Election Day	87	66	863	161	1	0	7	153
Precinct 1133 - Vote By Mail	197	191	863	410	0	0	22	388
Precinct 1134 - Election Day	112	40	759	170	2	0	16	152
Precinct 1134 - Vote By Mail	140	153	759	318	-3	0	28	293
Precinct 1135 - Election Day	43	33	540	87	1	0	10	76
Precinct 1135 - Vote By Mail	153	127	540	295	1	1	13	280
Precinct 1136 - Election Day	89	49	829	144	0	0	6	138
Precinct 1136 - Vote By Mail	201	182	829	412	1	0	28	383
Precinct 1141 - Election Day	139	62	1,041	223	3	0	19	201
Precinct 1141 - Vote By Mail	264	196	1,041	484	-1	2	23	460
Precinct 1142 - Election Day	105	63	861	175	-1	0	8	168
Precinct 1142 - Vote By Mail	228	137	861	393	-2	0	30	365
Precinct 1143 - Election Day	143	72	1,034	229	1	0	13	215
Precinct 1143 - Vote By Mail	241	175	1,034	440	1	0	23	416
Precinct 1144 - Election Day	116	77	907	205	2	0	10	193
Precinct 1144 - Vote By Mail	211	151	907	387	0	0	25	362
Precinct 1145 - Election Day	115	65	888	189	1	0	8	180
Precinct 1145 - Vote By Mail	269	172	888	461	-3	0	23	441
Precinct 1146 - Election Day	115	66	1,011	186	-1	0	6	181
Precinct 1146 - Vote By Mail	249	183	1,011	454	0	1	21	432
Precinct 1147 - Election Day	134	60	877	210	4	0	12	194
Precinct 1147 - Vote By Mail	231	141	877	396	2	0	22	372
Precinct 1148 - Election Day	116	62	962	196	1	0	17	178
Precinct 1148 - Vote By Mail	203	213	962	444	0	0	28	416
Precinct 1149 - Election Day	132	68	907	210	1	0	9	200
Precinct 1149 - Vote By Mail	212	173	907	407	-6	1	27	385
Precinct 1152 - Election Day	118	64	864	198	-1	0	17	182
Precinct 1152 - Vote By Mail	196	174	864	388	0	0	18	370
Precinct 1153 - Election Day	107	79	951	210	0	1	23	186
Precinct 1153 - Vote By Mail	222	171	951	415	-1	1	22	393
Precinct 7001 - Election Day	123	44	776	176	0	0	9	167
Precinct 7001 - Vote By Mail	260	153	776	429	0	0	16	413
Precinct 7002 - Election Day	116	46	706	176	1	0	13	162
Precinct 7002 - Vote By Mail	214	103	706	332	1	0	14	317
Precinct 7003 - Election Day	152	75	884	238	0	0	11	227
Precinct 7003 - Vote By Mail	307	170	884	498	0	1	20	477
Precinct 7004 - Election Day	151	73	881	241	1	0	16	224
Precinct 7004 - Vote By Mail	312	164	881	496	1	1	18	476
Precinct 7005 - Election Day	191	57	847	253	1	0	4	248
Precinct 7005 - Vote By Mail	316	147	847	480	-1	1	17	463
Precinct 7006 - Election Day	191	50	917	254	1	0	12	241
Precinct 7006 - Vote By Mail	315	118	917	442	1	0	8	433
Precinct 7007 - Election Day	199	74	949	283	0	0	10	273
Precinct 7007 - Vote By Mail	324	172	949	516	-1	0	21	496
Precinct 7008 - Election Day	184	66	932	264	-1	0	15	250
Precinct 7008 - Vote By Mail	314	197	932	546	2	0	33	511
Precinct 7009 - Election Day	131	50	905	185	0	0	4	181
Precinct 7009 - Vote By Mail	325	163	905	513	0	1	24	488
Precinct 7011 - Election Day	131	57	985	204	0	0	16	188
Precinct 7011 - Vote By Mail	189	88	985	294	-1	1	17	277
Precinct 7012 - Election Day	197	101	1,109	313	0	0	15	298
Precinct 7012 - Vote By Mail	371	199	1,109	594	1	1	22	570
Precinct 7013 - Election Day	164	93	956	267	0	0	10	257
Precinct 7013 - Vote By Mail	297	173	956	501	3	0	28	470
Precinct 7014 - Election Day	230	124	1,460	367	-2	0	15	354
Precinct 7014 - Vote By Mail	501	257	1,460	802	0	0	44	758
Precinct 7015 MB - Vote By Mail	33	11	95	44	0	0	0	44
Precinct 7016 - Election Day	96	58	918	171	1	0	16	154
Precinct 7016 - Vote By Mail	155	115	918	280	-1	2	9	270
Precinct 7017 - Election Day	85	43	754	149	0	0	21	128
Precinct 7017 - Vote By Mail	168	68	754	252	2	0	14	236
Precinct 7018 - Election Day	92	43	977	155	0	0	20	135
Precinct 7018 - Vote By Mail	205	211	977	448	-2	1	33	416
Precinct 7019 - Election Day	120	47	899	182	4	0	11	167
Precinct 7019 - Vote By Mail	232	159	899	413	1	0	21	391
Precinct 7021 - Election Day	135	38	947	184	0	0	11	173
Precinct 7021 - Vote By Mail	184	100	947	305	-1	0	22	284
Precinct 7022 - Election Day	137	65	945	215	0	0	13	202
Precinct 7022 - Vote By Mail	206	119	945	352	0	0	27	325
Precinct 7023 - Election Day	116	49	928	178	-1	0	14	165
Precinct 7023 - Vote By Mail	224	146	928	400	1	0	29	370
Precinct 7024 - Election Day	51	16	414	70	0	0	3	67
Precinct 7024 - Vote By Mail	50	24	414	78	0	0	4	74
Precinct 7025 - Election Day	55	23	477	85	0	0	7	78
Precinct 7025 - Vote By Mail	83	39	477	128	-1	0	7	122
Precinct 7026 - Election Day	71	66	1,011	149	0	0	12	137
Precinct 7026 - Vote By Mail	205	233	1,011	455	0	0	17	438
Precinct 7027 - Election Day	124	51	869	195	0	0	20	175
Precinct 7027 - Vote By Mail	190	141	869	353	-1	1	22	331
Precinct 7028 - Election Day	134	66	850	213	-1	0	14	200
Precinct 7028 - Vote By Mail	165	96	850	282	0	0	21	261
Precinct 7029 - Election Day	114	53	901	184	0	0	17	167
Precinct 7029 - Vote By Mail	163	68	901	251	0	0	20	231
Precinct 7030 - Election Day	59	58	759	119	0	0	2	117
Precinct 7030 - Vote By Mail	161	178	759	357	0	0	18	339
Precinct 7031 - Election Day	53	27	641	91	0	0	11	80
Precinct 7031 - Vote By Mail	174	120	641	309	-1	0	16	294
Precinct 7032 - Election Day	120	39	904	173	1	0	13	159
Precinct 7032 - Vote By Mail	196	98	904	316	2	0	20	294
Precinct 7033 - Election Day	126	53	798	191	1	0	11	179
Precinct 7033 - Vote By Mail	156	73	798	247	-2	1	19	229
Precinct 7034 - Election Day	113	53	958	197	0	0	31	166
Precinct 7034 - Vote By Mail	136	52	958	201	0	1	12	188
Precinct 7035 - Election Day	77	36	606	122	1	0	8	113
Precinct 7035 - Vote By Mail	153	99	606	262	-1	0	11	252
Precinct 7036 - Election Day	54	50	921	117	0	0	13	104
Precinct 7036 - Vote By Mail	159	156	921	342	2	0	25	315
Precinct 7037 - Election Day	100	28	735	135	-5	0	12	128
Precinct 7037 - Vote By Mail	61	28	735	98	-1	0	10	89
Precinct 7038 - Election Day	79	46	911	135	0	0	10	125
Precinct 7038 - Vote By Mail	176	159	911	351	0	0	16	335
Precinct 7039 - Election Day	97	69	784	178	1	0	11	166
Precinct 7039 - Vote By Mail	138	148	784	306	3	0	17	286
Precinct 7041 MB - Vote By Mail	19	12	61	33	0	0	2	31
Precinct 7042 - Election Day	67	43	639	118	0	0	8	110
Precinct 7042 - Vote By Mail	138	104	639	258	0	1	15	242
Precinct 7043 - Election Day	118	50	957	176	0	0	8	168
Precinct 7043 - Vote By Mail	219	162	957	404	-1	0	24	381
Precinct 7044 - Election Day	112	38	827	167	1	0	16	150
Precinct 7044 - Vote By Mail	104	73	827	193	0	1	15	177
Precinct 7045 - Election Day	65	42	779	120	0	0	13	107
