Subtotal Area	YES	NO	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes
All Precincts	156,312	68,021	500,516	372,848	106	168	148,241	224,333
All Precincts - None	51,885	25,643	500,516	127,886	80	47	50,231	77,528
All Precincts - None	104,427	42,378	500,516	244,962	26	121	98,010	146,805
Precinct 1101 - None	46	38	553	126	0	0	42	84
Precinct 1101 - None	125	48	553	266	0	1	92	173
Precinct 1102 - None	110	70	995	266	0	0	86	180
Precinct 1102 - None	206	101	995	480	0	0	173	307
Precinct 1103 - None	112	43	951	246	1	0	90	155
Precinct 1103 - None	189	79	951	445	0	0	177	268
Precinct 1104/1105 - None	103	59	993	249	0	0	87	162
Precinct 1104/1105 - None	200	76	993	414	0	0	138	276
Precinct 1106 - None	80	39	765	191	0	0	72	119
Precinct 1106 - None	129	75	765	343	0	0	139	204
Precinct 1107 - None	65	33	746	163	0	0	65	98
Precinct 1107 - None	135	66	746	336	0	0	135	201
Precinct 1108 - None	81	43	909	232	0	0	108	124
Precinct 1108 - None	195	68	909	438	0	0	175	263
Precinct 1109 - None	58	45	798	166	0	0	63	103
Precinct 1109 - None	172	54	798	365	0	1	138	226
Precinct 1111 - None	94	43	1,002	205	0	0	68	137
Precinct 1111 - None	216	59	1,002	460	0	0	185	275
Precinct 1112 - None	72	31	769	151	0	0	48	103
Precinct 1112 - None	143	69	769	344	0	0	132	212
Precinct 1113 - None	43	36	746	135	0	0	56	79
Precinct 1113 - None	174	59	746	360	0	0	127	233
Precinct 1114 - None	97	44	957	226	0	0	85	141
Precinct 1114 - None	191	76	957	404	0	0	137	267
Precinct 1115 - None	67	38	895	174	0	0	69	105
Precinct 1115 - None	149	78	895	371	0	0	144	227
Precinct 1116 - None	89	41	895	225	0	0	95	130
Precinct 1116 - None	171	81	895	376	0	1	123	252
Precinct 1117 - None	80	44	858	185	0	0	61	124
Precinct 1117 - None	152	69	858	357	0	0	136	221
Precinct 1118 - None	93	43	1,043	213	0	0	77	136
Precinct 1118 - None	227	73	1,043	476	0	0	176	300
Precinct 1119 - None	66	29	791	165	0	0	70	95
Precinct 1119 - None	169	74	791	386	0	0	143	243
Precinct 1121 - None	61	40	691	160	0	0	59	101
Precinct 1121 - None	119	51	691	313	0	0	143	170
Precinct 1122 - None	46	22	632	110	0	0	42	68
Precinct 1122 - None	123	62	632	310	0	0	125	185
Precinct 1123 - None	79	49	915	179	0	0	51	128
Precinct 1123 - None	157	71	915	364	0	0	136	228
Precinct 1124 - None	60	43	819	152	0	0	49	103
Precinct 1124 - None	153	60	819	302	0	0	89	213
Precinct 1125 - None	75	28	1,047	159	0	0	56	103
Precinct 1125 - None	236	82	1,047	466	0	0	148	318
Precinct 1126 - None	94	46	922	191	0	0	51	140
Precinct 1126 - None	204	71	922	400	0	0	125	275
Precinct 1127 - None	97	32	920	200	0	0	71	129
Precinct 1127 - None	181	78	920	382	0	0	123	259
Precinct 1128 - None	60	41	838	154	0	0	53	101
Precinct 1128 - None	163	72	838	362	0	0	127	235
Precinct 1129 - None	96	50	980	227	0	0	81	146
Precinct 1129 - None	206	74	980	416	0	0	136	280
Precinct 1131 - None	68	20	797	132	0	0	44	88
Precinct 1131 - None	154	73	797	371	0	0	144	227
Precinct 1132 - None	74	30	969	179	0	0	75	104
Precinct 1132 - None	225	54	969	427	0	0	148	279
Precinct 1133 - None	71	26	863	161	0	0	64	97
Precinct 1133 - None	186	62	863	410	0	0	162	248
Precinct 1134 - None	66	46	759	170	0	0	58	112
Precinct 1134 - None	134	58	759	318	0	0	126	192
Precinct 1135 - None	39	14	540	87	0	0	34	53
Precinct 1135 - None	125	53	540	295	0	0	117	178
Precinct 1136 - None	59	36	829	144	0	0	49	95
Precinct 1136 - None	173	79	829	412	0	0	160	252
Precinct 1141 - None	83	56	1,041	223	0	0	84	139
Precinct 1141 - None	243	92	1,041	484	0	0	149	335
Precinct 1142 - None	75	43	861	175	0	0	57	118
Precinct 1142 - None	176	71	861	393	0	1	145	247
Precinct 1143 - None	102	59	1,034	229	0	0	68	161
Precinct 1143 - None	209	77	1,034	440	0	0	154	286
Precinct 1144 - None	102	46	907	205	0	0	57	148
Precinct 1144 - None	181	89	907	387	0	0	117	270
Precinct 1145 - None	77	42	888	189	0	0	70	119
Precinct 1145 - None	223	71	888	461	0	1	166	294
Precinct 1146 - None	84	44	1,011	186	0	0	58	128
Precinct 1146 - None	227	71	1,011	454	0	1	155	298
Precinct 1147 - None	72	51	877	210	0	0	87	123
Precinct 1147 - None	201	85	877	396	0	0	110	286
Precinct 1148 - None	88	49	962	196	0	0	59	137
Precinct 1148 - None	216	87	962	444	0	1	140	303
Precinct 1149 - None	94	42	907	210	0	0	74	136
